gene_id	baseMn	l2fc	lfcSE	stat	pval	padj
C7orf50	3.11e+02	-0.15	0.12	-1.28e+00	2.01e-01	1.00e+00
C7orf57	4.54e-01	-2.16	2.38	-9.08e-01	3.64e-01	1.00e+00
C8orf33	4.56e+02	-0.05	0.09	-5.84e-01	5.59e-01	1.00e+00
C8orf34	2.28e+00	0.50	0.98	5.05e-01	6.14e-01	1.00e+00
C8orf44-SGK3	5.40e+01	-0.02	0.37	-4.21e-02	9.66e-01	1.00e+00
C8orf48	1.90e+01	0.41	0.30	1.36e+00	1.74e-01	1.00e+00
C8orf58	1.59e+02	-0.03	0.16	-2.22e-01	8.24e-01	1.00e+00
C8orf76	1.27e+02	-0.19	0.11	-1.75e+00	8.01e-02	1.00e+00
C8orf82	9.51e+00	0.12	0.40	3.00e-01	7.64e-01	1.00e+00
C8orf88	8.45e+01	0.11	0.15	7.02e-01	4.83e-01	1.00e+00
C9orf116	3.52e+00	-1.57	0.67	-2.35e+00	1.88e-02	1.00e+00
C9orf131	1.23e+00	-0.09	1.08	-8.19e-02	9.35e-01	1.00e+00
C9orf135	1.53e+00	-0.97	1.15	-8.43e-01	3.99e-01	1.00e+00
C9orf152	1.25e+00	1.27	1.10	1.15e+00	2.50e-01	1.00e+00
C9orf163	1.21e+00	-0.04	1.15	-3.15e-02	9.75e-01	1.00e+00
C9orf40	1.00e+02	-0.08	0.15	-5.77e-01	5.64e-01	1.00e+00
C9orf43	3.14e+00	0.54	0.64	8.44e-01	3.99e-01	1.00e+00
C9orf47	4.42e+00	-0.36	0.53	-6.86e-01	4.92e-01	1.00e+00
C9orf64	1.71e+02	0.01	0.11	5.39e-02	9.57e-01	1.00e+00
C9orf72	2.10e+02	-0.04	0.11	-3.60e-01	7.19e-01	1.00e+00
C9orf78	8.98e+02	-0.14	0.12	-1.17e+00	2.44e-01	1.00e+00
C9orf85	9.71e+01	0.10	0.13	7.58e-01	4.48e-01	1.00e+00
CA11	2.69e+01	0.20	0.30	6.67e-01	5.05e-01	1.00e+00
CA12	2.69e+00	0.74	0.78	9.46e-01	3.44e-01	1.00e+00
CA13	5.84e+01	0.02	0.20	1.21e-01	9.04e-01	1.00e+00
CA14	1.14e+00	-1.76	1.21	-1.46e+00	1.44e-01	1.00e+00
CA2	1.60e+02	-0.04	0.13	-2.73e-01	7.84e-01	1.00e+00
CA3	1.77e+00	-0.34	0.85	-4.03e-01	6.87e-01	1.00e+00
CA5B	3.70e+01	0.03	0.20	1.27e-01	8.99e-01	1.00e+00
CA8	4.47e+02	0.18	0.14	1.29e+00	1.96e-01	1.00e+00
CA9	1.26e+00	-0.36	1.15	-3.12e-01	7.55e-01	1.00e+00
CAAP1	2.93e+02	0.07	0.08	9.85e-01	3.24e-01	1.00e+00
CAB39	1.03e+03	0.10	0.09	1.13e+00	2.57e-01	1.00e+00
CAB39L	6.93e+01	0.12	0.16	7.06e-01	4.80e-01	1.00e+00
CABCOCO1	8.18e+00	-1.23	0.47	-2.60e+00	9.40e-03	1.00e+00
CABIN1	1.76e+02	-0.06	0.14	-3.95e-01	6.93e-01	1.00e+00
CABLES1	1.86e+02	0.11	0.09	1.15e+00	2.49e-01	1.00e+00
CABLES2	5.84e+01	-0.11	0.17	-6.57e-01	5.11e-01	1.00e+00
CABP4	4.18e+00	-0.19	0.55	-3.43e-01	7.31e-01	1.00e+00
CABP5	5.06e-01	-1.29	1.66	-7.75e-01	4.38e-01	1.00e+00
CABP7	7.81e-01	0.29	1.48	1.99e-01	8.42e-01	1.00e+00
CABYR	3.98e+00	0.12	0.60	2.07e-01	8.36e-01	1.00e+00
CACFD1	1.03e+02	0.05	0.15	3.75e-01	7.08e-01	1.00e+00
CACHD1	2.98e+02	0.04	0.08	4.97e-01	6.19e-01	1.00e+00
CACNA1A	1.06e+01	0.28	0.39	7.34e-01	4.63e-01	1.00e+00
CACNA1B	6.06e+00	-0.54	0.58	-9.34e-01	3.50e-01	1.00e+00
CACNA1C	6.88e+00	0.31	0.43	7.14e-01	4.75e-01	1.00e+00
CACNA1D	5.50e-01	0.76	1.51	5.05e-01	6.14e-01	1.00e+00
CACNA1F	7.02e-01	-1.36	1.57	-8.69e-01	3.85e-01	1.00e+00
CACNA1H	1.09e+01	-0.03	0.41	-7.57e-02	9.40e-01	1.00e+00
CACNA2D1	2.87e+02	0.07	0.10	7.66e-01	4.44e-01	1.00e+00
CACNA2D2	1.99e+01	-0.05	0.25	-2.15e-01	8.29e-01	1.00e+00
CACNA2D4	2.25e+00	-0.24	0.84	-2.89e-01	7.72e-01	1.00e+00
CACNB1	6.10e+00	0.26	0.59	4.41e-01	6.60e-01	1.00e+00
CACNB2	5.82e+00	-0.26	0.44	-5.86e-01	5.58e-01	1.00e+00
CACNB3	4.83e+01	-0.21	0.18	-1.16e+00	2.47e-01	1.00e+00
CACNB4	1.24e+00	-1.01	1.16	-8.74e-01	3.82e-01	1.00e+00
CACNG4	7.05e-01	1.18	1.39	8.49e-01	3.96e-01	1.00e+00
CACNG5	2.37e+00	0.64	0.74	8.69e-01	3.85e-01	1.00e+00
CACNG6	8.08e+00	0.02	0.43	3.77e-02	9.70e-01	1.00e+00
CACNG7	3.26e+01	-0.11	0.28	-4.02e-01	6.88e-01	1.00e+00
CACNG8	2.79e+02	0.04	0.24	1.62e-01	8.71e-01	1.00e+00
CACTIN	1.84e+02	0.02	0.16	1.52e-01	8.79e-01	1.00e+00
CACUL1	3.31e+02	-0.03	0.09	-3.25e-01	7.45e-01	1.00e+00
CACYBP	1.34e+03	0.01	0.08	1.41e-01	8.88e-01	1.00e+00
CAD	3.27e+02	0.03	0.12	2.83e-01	7.77e-01	1.00e+00
CADM1	4.05e+02	0.02	0.10	2.31e-01	8.17e-01	1.00e+00
CADM2	3.35e+00	0.18	0.75	2.36e-01	8.13e-01	1.00e+00
CADM3	8.62e+00	-0.26	0.48	-5.34e-01	5.93e-01	1.00e+00
CADM4	4.53e+02	0.00	0.09	4.19e-03	9.97e-01	1.00e+00
CADPS2	4.78e+01	-0.13	0.18	-7.29e-01	4.66e-01	1.00e+00
CAGE1	6.73e-01	-2.24	1.45	-1.54e+00	1.23e-01	1.00e+00
CALB1	6.37e-01	1.23	1.59	7.70e-01	4.41e-01	1.00e+00
CALCA	6.29e-01	1.26	1.55	8.10e-01	4.18e-01	1.00e+00
CALCOCO1	3.46e+02	-0.04	0.12	-3.26e-01	7.45e-01	1.00e+00
CALCOCO2	4.91e+02	-0.01	0.09	-1.56e-01	8.76e-01	1.00e+00
CALCRL	1.52e+03	0.08	0.09	9.06e-01	3.65e-01	1.00e+00
CALD1	7.96e+03	-0.02	0.10	-1.54e-01	8.77e-01	1.00e+00
CALHM2	8.81e+00	0.31	0.41	7.58e-01	4.48e-01	1.00e+00
CALHM4	3.86e+00	-0.31	0.67	-4.62e-01	6.44e-01	1.00e+00
CALHM5	1.38e+02	-0.07	0.14	-4.99e-01	6.18e-01	1.00e+00
CALHM6	1.09e+00	0.08	1.23	6.64e-02	9.47e-01	1.00e+00
CALM1	3.67e+03	0.04	0.07	5.33e-01	5.94e-01	1.00e+00
CALM2	2.38e+03	-0.05	0.12	-4.66e-01	6.41e-01	1.00e+00
CALM3	2.89e+03	-0.04	0.06	-7.58e-01	4.48e-01	1.00e+00
CALML4	4.67e+01	0.16	0.21	7.69e-01	4.42e-01	1.00e+00
CALN1	4.29e+01	0.10	0.19	5.39e-01	5.90e-01	1.00e+00
CALR	1.78e+04	-0.06	0.07	-8.35e-01	4.04e-01	1.00e+00
CALU	1.07e+04	-0.00	0.07	-3.16e-02	9.75e-01	1.00e+00
CAMK1	3.71e+01	-0.09	0.20	-4.66e-01	6.41e-01	1.00e+00
CAMK1D	7.06e+01	0.05	0.19	2.66e-01	7.90e-01	1.00e+00
CAMK2B	1.28e+00	0.47	1.39	3.39e-01	7.34e-01	1.00e+00
CAMK2D	6.18e+02	0.00	0.09	4.16e-02	9.67e-01	1.00e+00
CAMK2G	8.34e+01	-0.14	0.15	-9.50e-01	3.42e-01	1.00e+00
CAMK2N1	1.39e+01	-0.10	0.36	-2.79e-01	7.80e-01	1.00e+00
CAMK4	1.23e+01	0.32	0.42	7.65e-01	4.44e-01	1.00e+00
CAMKK1	3.68e+01	-0.08	0.22	-3.59e-01	7.20e-01	1.00e+00
CAMKK2	6.54e+02	-0.04	0.09	-4.22e-01	6.73e-01	1.00e+00
CAMKMT	3.51e+01	0.13	0.22	5.83e-01	5.60e-01	1.00e+00
CAMLG	2.74e+02	-0.11	0.09	-1.15e+00	2.51e-01	1.00e+00
CAMSAP1	4.18e+02	0.03	0.09	3.58e-01	7.20e-01	1.00e+00
CAMSAP2	1.08e+03	-0.02	0.09	-2.63e-01	7.92e-01	1.00e+00
CAMSAP3	1.30e+01	-0.15	0.33	-4.58e-01	6.47e-01	1.00e+00
CAMTA1	2.83e+02	-0.10	0.13	-7.15e-01	4.75e-01	1.00e+00
CAMTA2	7.90e+01	0.19	0.13	1.46e+00	1.44e-01	1.00e+00
CAND1	1.36e+03	0.00	0.08	4.74e-02	9.62e-01	1.00e+00
CAND2	9.90e+00	0.62	0.43	1.45e+00	1.48e-01	1.00e+00
CANT1	5.37e+02	0.06	0.07	7.66e-01	4.44e-01	1.00e+00
CANX	1.25e+04	0.02	0.09	2.15e-01	8.30e-01	1.00e+00
CAP1	4.34e+03	-0.07	0.06	-1.16e+00	2.47e-01	1.00e+00
CAP2	2.82e+02	-0.11	0.09	-1.23e+00	2.17e-01	1.00e+00
CAPG	6.87e+02	-0.11	0.10	-1.11e+00	2.67e-01	1.00e+00
CAPN1	6.92e+02	-0.03	0.11	-2.84e-01	7.76e-01	1.00e+00
CAPN10	5.84e+01	-0.14	0.24	-5.73e-01	5.67e-01	1.00e+00
CAPN14	2.67e+00	-0.99	0.74	-1.34e+00	1.80e-01	1.00e+00
CAPN15	9.22e+01	0.10	0.16	6.45e-01	5.19e-01	1.00e+00
CAPN2	4.38e+03	-0.05	0.10	-5.16e-01	6.06e-01	1.00e+00
CAPN3	1.53e+00	0.63	1.01	6.18e-01	5.37e-01	1.00e+00
CAPN5	1.20e+02	-0.17	0.15	-1.14e+00	2.55e-01	1.00e+00
CAPN7	4.11e+02	0.01	0.10	9.37e-02	9.25e-01	1.00e+00
CAPN8	6.04e-01	-0.08	1.76	-4.33e-02	9.65e-01	1.00e+00
CAPN9	3.15e+00	-0.32	0.70	-4.62e-01	6.44e-01	1.00e+00
CAPNS1	8.15e+02	-0.16	0.14	-1.14e+00	2.53e-01	1.00e+00
CAPNS2	1.13e+00	0.92	1.31	7.01e-01	4.83e-01	1.00e+00
CAPRIN1	2.65e+03	-0.03	0.07	-5.11e-01	6.09e-01	1.00e+00
CAPRIN2	3.42e+02	-0.04	0.12	-3.30e-01	7.42e-01	1.00e+00
CAPS	3.03e+00	0.31	0.71	4.33e-01	6.65e-01	1.00e+00
CAPZA1	2.16e+03	0.03	0.08	3.46e-01	7.29e-01	1.00e+00
CAPZA2	1.13e+03	0.10	0.09	1.14e+00	2.54e-01	1.00e+00
CAPZB	1.56e+03	0.03	0.11	2.34e-01	8.15e-01	1.00e+00
CARD10	3.10e+02	0.01	0.14	1.01e-01	9.20e-01	1.00e+00
CARD11	1.97e+01	0.22	0.28	7.85e-01	4.33e-01	1.00e+00
CARD14	3.06e+00	-0.54	0.72	-7.47e-01	4.55e-01	1.00e+00
CARD16	1.42e+00	-1.14	1.02	-1.11e+00	2.66e-01	1.00e+00
CARD19	2.00e+01	0.05	0.35	1.50e-01	8.81e-01	1.00e+00
CARD6	1.17e+02	0.04	0.12	3.38e-01	7.36e-01	1.00e+00
CARD8	7.02e+02	0.04	0.09	4.36e-01	6.63e-01	1.00e+00
CARD9	1.48e+00	1.81	1.03	1.76e+00	7.88e-02	1.00e+00
CARF	3.25e+01	0.09	0.22	4.10e-01	6.81e-01	1.00e+00
CARHSP1	9.25e+01	-0.27	0.18	-1.46e+00	1.45e-01	1.00e+00
CARM1	3.27e+02	-0.07	0.11	-6.15e-01	5.39e-01	1.00e+00
CARMIL1	1.36e+02	-0.14	0.12	-1.15e+00	2.52e-01	1.00e+00
CARMIL2	2.37e+00	-0.05	0.82	-5.67e-02	9.55e-01	1.00e+00
CARNMT1	5.25e+02	0.21	0.10	2.10e+00	3.61e-02	1.00e+00
CARS1	3.91e+02	-0.19	0.11	-1.80e+00	7.20e-02	1.00e+00
CARS2	1.49e+02	-0.15	0.11	-1.31e+00	1.89e-01	1.00e+00
CARTPT	1.32e+02	-0.05	0.16	-2.91e-01	7.71e-01	1.00e+00
CASC3	1.39e+03	0.01	0.08	1.80e-01	8.57e-01	1.00e+00
CASD1	6.34e+02	0.14	0.09	1.64e+00	1.01e-01	1.00e+00
CASK	5.39e+02	0.08	0.08	1.01e+00	3.11e-01	1.00e+00
CASKIN1	2.21e+00	-0.35	0.98	-3.58e-01	7.20e-01	1.00e+00
CASKIN2	2.29e+02	0.12	0.12	1.06e+00	2.87e-01	1.00e+00
CASP10	1.09e+02	-0.02	0.16	-1.38e-01	8.90e-01	1.00e+00
CASP2	2.67e+02	0.01	0.09	9.00e-02	9.28e-01	1.00e+00
CASP3	7.87e+02	0.09	0.07	1.15e+00	2.51e-01	1.00e+00
CASP4	1.56e+01	0.21	0.35	6.07e-01	5.44e-01	1.00e+00
CASP6	3.10e+02	-0.04	0.12	-3.55e-01	7.23e-01	1.00e+00
CASP7	4.06e+02	-0.05	0.09	-5.07e-01	6.12e-01	1.00e+00
CASP8	1.84e+02	0.21	0.14	1.46e+00	1.44e-01	1.00e+00
CASP8AP2	3.12e+02	-0.01	0.09	-9.35e-02	9.26e-01	1.00e+00
CASP9	4.49e+01	-0.06	0.23	-2.61e-01	7.94e-01	1.00e+00
CASR	2.08e+00	-0.61	0.85	-7.21e-01	4.71e-01	1.00e+00
CASS4	7.73e+00	-0.54	0.42	-1.29e+00	1.97e-01	1.00e+00
CAST	1.35e+03	-0.02	0.05	-3.95e-01	6.93e-01	1.00e+00
CASTOR1	2.03e+01	0.54	0.31	1.73e+00	8.39e-02	1.00e+00
CASTOR2	2.20e+02	-0.08	0.15	-5.46e-01	5.85e-01	1.00e+00
CASZ1	1.16e+01	-0.38	0.47	-7.99e-01	4.24e-01	1.00e+00
CAT	7.71e+01	-0.00	0.15	-1.89e-02	9.85e-01	1.00e+00
CATSPER2	4.94e+00	-0.85	0.62	-1.37e+00	1.69e-01	1.00e+00
CATSPER3	1.09e+00	-0.37	1.14	-3.28e-01	7.43e-01	1.00e+00
CATSPERE	2.61e+00	-0.04	0.67	-6.52e-02	9.48e-01	1.00e+00
CATSPERG	2.58e+00	-1.11	0.75	-1.47e+00	1.42e-01	1.00e+00
CAV1	5.86e+02	0.01	0.24	2.31e-02	9.82e-01	1.00e+00
CAV2	1.75e+02	-0.10	0.16	-6.05e-01	5.45e-01	1.00e+00
CAVIN1	8.02e+03	-0.05	0.13	-3.55e-01	7.23e-01	1.00e+00
CAVIN2	2.48e+01	0.19	0.32	5.81e-01	5.61e-01	1.00e+00
CAVIN3	9.74e+01	0.03	0.22	1.37e-01	8.91e-01	1.00e+00
CAVIN4	4.84e+01	-0.34	0.18	-1.94e+00	5.21e-02	1.00e+00
CBARP	6.76e+00	-0.08	0.43	-1.93e-01	8.47e-01	1.00e+00
CBFA2T2	1.18e+02	0.04	0.12	2.92e-01	7.70e-01	1.00e+00
CBFA2T3	4.32e+00	-0.69	0.62	-1.12e+00	2.64e-01	1.00e+00
CBFB	7.22e+02	0.12	0.12	1.04e+00	2.98e-01	1.00e+00
CBL	7.79e+02	0.08	0.12	6.78e-01	4.98e-01	1.00e+00
CBLB	2.49e+02	0.02	0.10	2.04e-01	8.38e-01	1.00e+00
CBLL1	2.26e+02	-0.01	0.12	-5.72e-02	9.54e-01	1.00e+00
CBLN1	9.83e+00	-0.17	0.40	-4.40e-01	6.60e-01	1.00e+00
CBLN2	4.78e+02	0.20	0.15	1.34e+00	1.80e-01	1.00e+00
CBLN3	9.72e-01	-0.08	1.22	-6.87e-02	9.45e-01	1.00e+00
CBR1	6.28e+00	-0.18	0.53	-3.30e-01	7.41e-01	1.00e+00
CBR3	5.44e+00	-0.03	0.60	-5.38e-02	9.57e-01	1.00e+00
CBR4	2.92e+02	0.04	0.11	3.22e-01	7.48e-01	1.00e+00
CBS	4.44e+01	0.26	0.70	3.80e-01	7.04e-01	1.00e+00
CBSL	4.26e+01	-0.04	1.17	-3.15e-02	9.75e-01	1.00e+00
CBWD1	2.89e+02	0.09	0.18	5.08e-01	6.11e-01	1.00e+00
CBWD2	7.62e+02	-0.20	0.10	-1.95e+00	5.08e-02	1.00e+00
CBWD3	1.04e+01	0.79	1.15	6.83e-01	4.95e-01	1.00e+00
CBWD5	4.34e+02	-0.07	0.11	-6.21e-01	5.34e-01	1.00e+00
CBWD6	1.08e+02	-0.12	0.21	-5.97e-01	5.50e-01	1.00e+00
CBX1	1.36e+03	-0.01	0.09	-1.29e-01	8.97e-01	1.00e+00
CBX2	2.67e+02	-0.02	0.12	-1.45e-01	8.85e-01	1.00e+00
CBX3	2.75e+03	-0.01	0.06	-8.61e-02	9.31e-01	1.00e+00
CBX4	4.86e+01	-0.21	0.19	-1.10e+00	2.73e-01	1.00e+00
CBX5	2.78e+03	0.09	0.09	9.24e-01	3.55e-01	1.00e+00
CBX6	1.40e+02	0.17	0.13	1.30e+00	1.93e-01	1.00e+00
CBX7	4.52e+00	0.04	0.64	6.84e-02	9.45e-01	1.00e+00
CBX8	3.36e+01	-0.11	0.26	-4.31e-01	6.67e-01	1.00e+00
CBY1	6.33e+02	0.03	0.09	3.26e-01	7.44e-01	1.00e+00
CBY3	1.26e+00	-0.15	1.21	-1.26e-01	9.00e-01	1.00e+00
CC2D1A	9.41e+01	-0.12	0.15	-8.18e-01	4.13e-01	1.00e+00
CC2D1B	1.63e+02	0.08	0.13	5.84e-01	5.59e-01	1.00e+00
CC2D2A	2.42e+02	0.08	0.09	9.40e-01	3.47e-01	1.00e+00
CC2D2B	5.74e+00	0.91	0.47	1.95e+00	5.08e-02	1.00e+00
CCAR1	1.61e+03	0.02	0.08	2.30e-01	8.18e-01	1.00e+00
CCAR2	1.17e+03	-0.02	0.07	-2.52e-01	8.01e-01	1.00e+00
CCBE1	4.19e+00	1.60	0.72	2.23e+00	2.57e-02	1.00e+00
CCDC102A	1.42e+02	-0.02	0.12	-1.99e-01	8.42e-01	1.00e+00
CCDC102B	1.25e+02	-0.15	0.12	-1.22e+00	2.23e-01	1.00e+00
CCDC103	8.22e+00	-0.33	0.45	-7.48e-01	4.55e-01	1.00e+00
CCDC106	3.33e+01	0.08	0.23	3.45e-01	7.30e-01	1.00e+00
CCDC107	5.02e+01	-0.28	0.20	-1.37e+00	1.70e-01	1.00e+00
CCDC110	1.08e+00	-0.26	1.27	-2.08e-01	8.35e-01	1.00e+00
CCDC112	1.95e+02	-0.10	0.13	-7.82e-01	4.34e-01	1.00e+00
CCDC113	4.64e+01	0.02	0.19	1.23e-01	9.02e-01	1.00e+00
CCDC115	1.56e+02	0.04	0.14	2.47e-01	8.05e-01	1.00e+00
CCDC116	9.16e-01	0.78	1.38	5.66e-01	5.71e-01	1.00e+00
CCDC117	7.98e+02	0.01	0.09	1.15e-01	9.08e-01	1.00e+00
CCDC12	4.70e+02	-0.14	0.17	-8.73e-01	3.82e-01	1.00e+00
CCDC120	3.99e+01	0.24	0.22	1.14e+00	2.55e-01	1.00e+00
CCDC121	3.05e+01	-0.04	0.21	-1.96e-01	8.45e-01	1.00e+00
CCDC122	2.46e+01	0.55	0.24	2.24e+00	2.49e-02	1.00e+00
CCDC124	6.06e+02	-0.20	0.11	-1.79e+00	7.31e-02	1.00e+00
CCDC125	4.77e+00	-0.13	0.56	-2.36e-01	8.13e-01	1.00e+00
CCDC126	7.10e+01	0.07	0.14	4.79e-01	6.32e-01	1.00e+00
CCDC127	2.26e+02	0.04	0.09	5.07e-01	6.12e-01	1.00e+00
CCDC13	6.08e+00	-1.26	0.54	-2.33e+00	2.01e-02	1.00e+00
CCDC134	6.71e+01	0.03	0.17	1.67e-01	8.67e-01	1.00e+00
CCDC136	2.69e+01	0.03	0.27	1.14e-01	9.10e-01	1.00e+00
CCDC137	3.73e+02	-0.05	0.11	-4.03e-01	6.87e-01	1.00e+00
CCDC138	6.91e+01	0.14	0.16	8.66e-01	3.87e-01	1.00e+00
CCDC14	1.69e+02	0.21	0.13	1.57e+00	1.17e-01	1.00e+00
CCDC141	3.10e+01	-0.63	0.27	-2.31e+00	2.07e-02	1.00e+00
CCDC142	5.30e+01	0.12	0.18	6.90e-01	4.90e-01	1.00e+00
CCDC144A	2.04e+01	0.24	0.30	8.03e-01	4.22e-01	1.00e+00
CCDC146	9.30e+00	0.21	0.46	4.57e-01	6.48e-01	1.00e+00
CCDC148	2.73e+00	0.74	0.72	1.03e+00	3.05e-01	1.00e+00
CCDC149	1.40e+02	-0.16	0.09	-1.69e+00	9.13e-02	1.00e+00
CCDC15	2.78e+01	0.28	0.21	1.37e+00	1.70e-01	1.00e+00
CCDC150	3.10e+01	0.14	0.22	6.11e-01	5.41e-01	1.00e+00
CCDC152	4.96e+01	-0.17	0.18	-9.61e-01	3.36e-01	1.00e+00
CCDC153	3.69e+00	0.64	0.62	1.03e+00	3.02e-01	1.00e+00
CCDC154	1.70e+00	-0.32	1.05	-3.04e-01	7.61e-01	1.00e+00
CCDC157	3.64e+01	0.19	0.26	7.34e-01	4.63e-01	1.00e+00
CCDC159	1.41e+01	0.24	0.39	6.18e-01	5.36e-01	1.00e+00
CCDC160	2.20e+01	-0.25	0.27	-9.26e-01	3.54e-01	1.00e+00
CCDC163	3.72e+00	-0.25	0.66	-3.78e-01	7.06e-01	1.00e+00
CCDC167	6.87e+01	0.21	0.18	1.19e+00	2.34e-01	1.00e+00
CCDC168	4.37e+00	0.81	0.57	1.43e+00	1.52e-01	1.00e+00
CCDC169	2.40e+01	0.36	0.28	1.28e+00	2.01e-01	1.00e+00
CCDC169-SOHLH2	1.40e+00	-1.14	1.11	-1.02e+00	3.07e-01	1.00e+00
CCDC17	1.07e+00	-2.09	1.27	-1.64e+00	1.00e-01	1.00e+00
CCDC170	1.16e+01	-0.41	0.39	-1.06e+00	2.90e-01	1.00e+00
CCDC171	3.12e+01	0.09	0.27	3.41e-01	7.33e-01	1.00e+00
CCDC173	4.75e+00	0.94	0.52	1.80e+00	7.14e-02	1.00e+00
CCDC174	2.29e+02	-0.17	0.09	-1.85e+00	6.45e-02	1.00e+00
CCDC178	7.42e+00	-0.49	0.46	-1.05e+00	2.92e-01	1.00e+00
CCDC18	7.21e+01	-0.00	0.16	-2.23e-02	9.82e-01	1.00e+00
CCDC180	3.24e+01	0.13	0.23	5.52e-01	5.81e-01	1.00e+00
CCDC181	4.11e+01	-0.09	0.19	-5.05e-01	6.13e-01	1.00e+00
CCDC183	6.74e+00	0.46	0.47	9.76e-01	3.29e-01	1.00e+00
CCDC184	2.56e+00	1.56	0.81	1.92e+00	5.48e-02	1.00e+00
CCDC186	2.76e+02	-0.07	0.11	-6.69e-01	5.03e-01	1.00e+00
CCDC189	1.54e+00	0.35	1.18	2.93e-01	7.69e-01	1.00e+00
CCDC191	4.23e+01	-0.01	0.24	-4.40e-02	9.65e-01	1.00e+00
CCDC198	8.88e-01	-0.18	1.22	-1.49e-01	8.81e-01	1.00e+00
CCDC200	1.68e+00	-0.93	1.08	-8.62e-01	3.88e-01	1.00e+00
CCDC22	7.38e+01	-0.03	0.16	-2.02e-01	8.40e-01	1.00e+00
CCDC24	5.45e+00	0.05	0.51	1.01e-01	9.20e-01	1.00e+00
CCDC25	5.79e+02	0.11	0.07	1.50e+00	1.33e-01	1.00e+00
CCDC28A	8.26e+01	-0.20	0.16	-1.27e+00	2.04e-01	1.00e+00
CCDC28B	4.04e+01	-0.10	0.24	-4.42e-01	6.58e-01	1.00e+00
CCDC3	4.24e+02	-0.05	0.10	-5.16e-01	6.06e-01	1.00e+00
CCDC30	1.22e+01	0.19	0.35	5.30e-01	5.96e-01	1.00e+00
CCDC32	1.83e+02	0.09	0.12	7.51e-01	4.52e-01	1.00e+00
CCDC34	2.03e+02	0.02	0.13	1.54e-01	8.77e-01	1.00e+00
CCDC39	1.27e+01	0.11	0.37	2.95e-01	7.68e-01	1.00e+00
CCDC40	1.64e+01	0.38	0.30	1.25e+00	2.11e-01	1.00e+00
CCDC43	6.95e+02	0.02	0.08	2.97e-01	7.67e-01	1.00e+00
CCDC47	2.08e+03	-0.02	0.07	-3.50e-01	7.26e-01	1.00e+00
CCDC50	1.25e+03	0.01	0.08	1.57e-01	8.75e-01	1.00e+00
CCDC51	9.21e+01	0.03	0.16	1.58e-01	8.74e-01	1.00e+00
CCDC57	4.63e+01	-0.09	0.27	-3.28e-01	7.43e-01	1.00e+00
CCDC59	2.84e+02	-0.08	0.11	-7.10e-01	4.78e-01	1.00e+00
CCDC6	3.50e+02	0.04	0.08	5.58e-01	5.77e-01	1.00e+00
CCDC60	6.16e-01	1.05	1.57	6.73e-01	5.01e-01	1.00e+00
CCDC61	1.54e+01	0.10	0.32	2.96e-01	7.67e-01	1.00e+00
CCDC62	4.48e+00	0.17	0.74	2.31e-01	8.18e-01	1.00e+00
CCDC65	3.34e+00	-0.09	0.70	-1.23e-01	9.02e-01	1.00e+00
CCDC66	7.09e+01	-0.22	0.18	-1.23e+00	2.19e-01	1.00e+00
CCDC68	5.67e+01	-0.04	0.15	-2.66e-01	7.90e-01	1.00e+00
CCDC69	3.39e+01	-0.33	0.20	-1.64e+00	1.02e-01	1.00e+00
CCDC7	5.09e+00	-0.36	0.62	-5.75e-01	5.65e-01	1.00e+00
CCDC71	1.04e+02	-0.22	0.16	-1.34e+00	1.79e-01	1.00e+00
CCDC71L	2.35e+02	0.01	0.13	6.97e-02	9.44e-01	1.00e+00
CCDC74A	1.10e+01	0.17	0.48	3.53e-01	7.24e-01	1.00e+00
CCDC74B	6.82e-01	-0.54	1.83	-2.97e-01	7.66e-01	1.00e+00
CCDC77	9.22e+01	0.21	0.12	1.74e+00	8.11e-02	1.00e+00
CCDC8	8.05e+01	0.03	0.16	2.11e-01	8.33e-01	1.00e+00
CCDC80	8.07e+01	-0.21	0.13	-1.54e+00	1.25e-01	1.00e+00
CCDC81	6.91e+01	-0.21	0.19	-1.12e+00	2.64e-01	1.00e+00
CCDC82	8.64e+02	-0.05	0.08	-6.29e-01	5.29e-01	1.00e+00
CCDC85A	2.66e+02	0.10	0.10	9.39e-01	3.48e-01	1.00e+00
CCDC85B	4.62e+01	0.21	0.24	8.90e-01	3.74e-01	1.00e+00
CCDC85C	1.42e+02	0.21	0.12	1.79e+00	7.42e-02	1.00e+00
CCDC86	2.93e+02	-0.03	0.12	-2.35e-01	8.14e-01	1.00e+00
CCDC87	1.87e+00	-0.04	1.13	-3.12e-02	9.75e-01	1.00e+00
CCDC88A	9.63e+02	-0.06	0.10	-5.45e-01	5.86e-01	1.00e+00
CCDC88B	3.94e+00	-0.35	0.59	-5.87e-01	5.57e-01	1.00e+00
CCDC88C	3.16e+02	-0.16	0.10	-1.54e+00	1.23e-01	1.00e+00
CCDC9	1.12e+02	-0.06	0.15	-3.79e-01	7.05e-01	1.00e+00
CCDC90B	5.51e+02	-0.00	0.07	-3.46e-02	9.72e-01	1.00e+00
CCDC91	1.86e+02	-0.07	0.10	-7.37e-01	4.61e-01	1.00e+00
CCDC92	2.51e+02	-0.13	0.12	-1.07e+00	2.87e-01	1.00e+00
CCDC92B	2.47e+00	0.56	0.66	8.47e-01	3.97e-01	1.00e+00
CCDC93	5.52e+02	0.01	0.12	7.10e-02	9.43e-01	1.00e+00
