baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABL1	615.73813179114	-0.0180908149962117	0.0996702769645972	-0.181506619096057	0.85596993815591	0.999890251873749
ABL2	1531.30910896105	0.0832838093881382	0.103335998185049	0.805951564323185	0.420270777576674	0.999890251873749
ABLIM1	1246.92300030796	0.0776565633490288	0.111017792192196	0.699496556503197	0.484241764263281	0.999890251873749
ABLIM2	3.70332505087315	1.14257258946496	0.711106729339083	1.60675260453081	0.108108648934835	0.999890251873749
ABLIM3	104.590997819871	-0.032638553528883	0.139221165175538	-0.234436721512354	0.814645953192234	0.999890251873749
ABO	40.9575157296521	-0.0129292655604046	0.216283826791256	-0.059779160338619	0.952331523528959	0.999890251873749
ABR	556.032105416289	-0.00501093341231804	0.0822472667585167	-0.0609252271814753	0.951418758375979	0.999890251873749
ABRACL	3117.51309069776	0.111224261397039	0.107316314456501	1.0364152175774	0.300008473963338	0.999890251873749
ABRAXAS1	111.696771846988	0.127272501696028	0.130117303955377	0.978136633845995	0.328006751352602	0.999890251873749
ABRAXAS2	193.952465660626	-0.093893981286503	0.116427115279247	-0.806461459268323	0.419976821931763	0.999890251873749
ABT1	334.229800423529	-0.0900684735865972	0.109364440987652	-0.823562693442258	0.410188080923643	0.999890251873749
ABTB1	8.45742683255935	0.209807695799103	0.367304827652167	0.571208652878877	0.567858213454368	0.999890251873749
ABTB2	241.803485976779	0.0987264095558812	0.254319673907176	0.388198081725738	0.697869452641501	0.999890251873749
ACAA1	205.788572579735	-0.108900206194569	0.128050707438762	-0.850445955143577	0.395077195659892	0.999890251873749
ACAA2	871.258580149792	-0.0533349184388592	0.0790175351578132	-0.674975729530656	0.499691184933198	0.999890251873749
ACACA	809.633460046715	-0.0253892835796154	0.0999524545456102	-0.254013607720156	0.799485045376784	0.999890251873749
ACACB	14.3135628504618	0.0652238196178433	0.307920357288596	0.211820420683368	0.832247136593456	0.999890251873749
ACAD10	46.3432276312433	0.0140036677598907	0.160825186048589	0.0870738477222083	0.930612812908514	0.999890251873749
ACAD11	66.9300585879955	0.203984404576255	0.160790321429226	1.26863608930617	0.204570886477292	0.999890251873749
ACAD8	111.89594010677	0.0070587994295642	0.145425699544092	0.0485388720954649	0.961286785484316	0.999890251873749
ACAD9	192.871780542588	0.0526141575122132	0.104102375060957	0.505407849546227	0.613272406748688	0.999890251873749
ACADM	658.117326559672	0.00657570731325834	0.0815912750481584	0.080593265755157	0.935765421933488	0.999890251873749
ACADS	15.8216211003424	-0.0199607596792046	0.373945389925036	-0.0533788093582491	0.95743008882039	0.999890251873749
ACADSB	125.297709342247	-0.236332171064655	0.153993181405278	-1.53469243837931	0.124859394129491	0.999890251873749
ACADVL	762.648400179944	-0.029567277204096	0.0758543030038494	-0.389790374879531	0.696691561683981	0.999890251873749
ACAN	1.46236012596928	0.354971620919826	1.05936582857533	0.335079357238854	0.737565224181022	0.999890251873749
ACAP1	1.0217940119916	0.543352339404962	1.36802759344621	0.397179371240751	0.691235193136005	0.999890251873749
ACAP2	659.362581706009	-0.0476244240127948	0.0877280568839698	-0.542864229579181	0.587223286067239	0.999890251873749
ACAP3	145.746618249737	-0.0250787425310878	0.128804882549821	-0.194703353123182	0.845625186738952	0.999890251873749
ACAT1	351.912115676261	0.0128641466228391	0.0928117275078675	0.138604753604534	0.88976248673962	0.999890251873749
ACAT2	1329.6969125738	-0.136233652410768	0.106218373423883	-1.28258085695874	0.19963896038549	0.999890251873749
ACBD3	890.354648741307	-0.0566475915433069	0.094771223891993	-0.59772987218004	0.550020189909817	0.999890251873749
ACBD4	12.2049156726425	-0.0347466758697049	0.372549404835327	-0.0932672966826065	0.925691212272261	0.999890251873749
ACBD5	453.227658985411	-0.0735968939244246	0.0877901962873274	-0.83832702325383	0.401847062842775	0.999890251873749
ACBD6	390.442698196406	-0.0898589509135235	0.111941912323301	-0.802728388755776	0.422131740715439	0.999890251873749
ACBD7	7.17339682218891	-0.0352899172277628	0.601638582226848	-0.0586563399859498	0.953225835070621	0.999890251873749
ACCS	9.4526788441543	0.59171200689322	0.428305968272214	1.3815170712661	0.167120032574902	0.999890251873749
ACD	63.1931894027481	-0.0918266242090355	0.174507826554425	-0.526203471913603	0.598746841986854	0.999890251873749
ACE	81.0333678780925	-0.113964984112994	0.142707965867269	-0.798588806310861	0.424528880380104	0.999890251873749
ACE2	4.31046941570667	0.26102871002087	0.531374950612761	0.491232621560089	0.623261928898115	0.999890251873749
ACER1	1.25197107895386	-0.953283907009207	1.08309748809369	-0.880145986384879	0.378780229729354	0.999890251873749
ACER2	243.080836029896	0.0338894158670848	0.158059834752101	0.214408777032044	0.830228297732949	0.999890251873749
ACER3	284.941716960703	0.0922081201008893	0.119169965428412	0.773753015446503	0.439076862142216	0.999890251873749
ACHE	38.515661715481	-0.158745596618959	0.214328706240773	-0.740664185415398	0.458897079908058	0.999890251873749
ACIN1	1386.70664178778	0.0194896716996577	0.125363085818806	0.155465794195806	0.876454118315199	0.999890251873749
ACKR1	4.39563854330558	0.548986724988493	0.797079647398172	0.688747638683909	0.490982091606888	0.999890251873749
ACKR2	2.55121411386111	0.401990386848465	0.820000170052042	0.490232077418902	0.623969684450051	0.999890251873749
ACKR3	134.227975191294	0.160247857380602	0.180878183584625	0.885943535062256	0.375647954970568	0.999890251873749
ACKR4	2.03282521130284	-0.137747674920562	0.898535395338222	-0.153302447110291	0.878159770972359	0.999890251873749
ACLY	2573.47841203328	-0.107616129539718	0.0764026193074678	-1.40853979242043	0.15897129264542	0.999890251873749
ACO1	617.473129238507	-0.0339179556365146	0.0697522470821506	-0.486263268286794	0.626780518728297	0.999890251873749
ACO2	378.552179393182	-0.0423623575164594	0.120280764775982	-0.352195611620507	0.724691567801167	0.999890251873749
ACOT1	5.98596528306565	-2.04398244965312	0.708552881904307	-2.88472815770604	0.00391751774971183	0.999890251873749
ACOT11	142.196748752349	0.0149101122852541	0.139739643165282	0.10669922970691	0.915027593724116	0.999890251873749
ACOT13	156.363454712596	0.00727382075257925	0.112491642583071	0.0646609880125786	0.948443924843634	0.999890251873749
ACOT2	28.2718700901421	-0.278836313740265	0.244747726708897	-1.13928050523596	0.254586176794026	0.999890251873749
ACOT7	136.574923781398	-0.069394273262259	0.107338687085224	-0.646498249109028	0.517956730672803	0.999890251873749
ACOT8	51.0631893810194	-0.205671137416403	0.193769011262412	-1.06142430142183	0.288497117798641	0.999890251873749
ACOT9	560.843349772929	0.0234546977250561	0.0744424331108253	0.315071616347335	0.752707278661725	0.999890251873749
ACOX1	220.532250452749	0.134242177321591	0.111430647705264	1.20471504102411	0.228313327494738	0.999890251873749
ACOX2	0.641461755630762	-0.00747856821426881	3.02618259982563	-0.00247128782470025	0.998028199606423	0.999890251873749
ACOX3	96.281978065011	0.0387381542328788	0.126346814391926	0.306601748681322	0.759146522457143	0.999890251873749
ACOXL	1.42283855418964	-0.43538338336199	1.07587263209137	-0.404679299737977	0.685713260020016	0.999890251873749
ACP1	365.150519722942	0.0621107563825526	0.102042079136333	0.608677879833963	0.542737971789541	0.999890251873749
ACP2	112.520312030772	0.0441957377592696	0.171639163839485	0.257492152552089	0.796798872487371	0.999890251873749
ACP3	1.02008231822314	-0.229548759535025	1.22705296212447	-0.187073228801465	0.851603217915843	0.999890251873749
ACP5	18.6286405702636	0.288333335809594	0.354059887891099	0.814363178859387	0.415436925967113	0.999890251873749
ACP6	46.0760922090904	-0.116326080641982	0.201381806787396	-0.57763947249113	0.563507551582713	0.999890251873749
ACP7	1.76940035842403	0.414169660763059	1.00866085126184	0.410613399186584	0.681356037003272	0.999890251873749
ACR	2.21432733585495	0.254912040690667	0.804894806853788	0.316702305096339	0.751469499552783	0.999890251873749
ACRBP	11.7783358794436	-0.0480109859083681	0.383480848823047	-0.12519787117328	0.900366902542971	0.999890251873749
ACRV1	1.70102043559166	-0.209391668107923	0.922186572699819	-0.227059983637478	0.820377099807857	0.999890251873749
ACSBG1	2.08585754727461	0.206608267995186	1.0371226336855	0.199212958318136	0.842096163304951	0.999890251873749
ACSBG2	0.575553307284769	1.84582041635838	1.83125090298156	1.00795604433729	0.313475564494531	0.999890251873749
ACSF2	11.2385826408097	0.183205772396831	0.384067560439107	0.477014440343181	0.633351838899891	0.999890251873749
ACSF3	87.7311601776999	0.0551866597924548	0.184912108883555	0.29844805797552	0.765361214320899	0.999890251873749
ACSL1	43.9868372658044	-0.0039954923609654	0.228873918194023	-0.017457176389921	0.986071895925464	0.999890251873749
ACSL3	2315.0805609298	0.0176996424140457	0.0513620630750358	0.344605363460341	0.730391073063145	0.999890251873749
ACSL4	1010.10615896819	0.100738347047648	0.118935213945172	0.847001856776307	0.396994086506866	0.999890251873749
ACSL5	18.3894753304357	-0.236803015729784	0.303385844652134	-0.780534161049291	0.43507652810958	0.999890251873749
ACSL6	0.753784752508366	0.67967335075402	1.51554830875055	0.44846696527566	0.65381622222433	0.999890251873749
ACSM1	0.934588821569416	-0.272510457990229	1.28463945246585	-0.212129915103532	0.832005681870953	0.999890251873749
ACSM2A	0.890474148445687	0.107033302401594	1.37756900518277	0.0776972347656689	0.938068893795553	0.999890251873749
ACSM2B	0.796623489772247	2.53978935528174	1.56022978109165	1.62783032734109	0.103560868021852	0.999890251873749
ACSM3	3.78970453321633	-0.0143200790998304	0.67404645093226	-0.0212449439946232	0.98305026223853	0.999890251873749
ACSM4	0.840124868670727	1.46653100104078	1.51361460283292	0.968893269327601	0.332598444004335	0.999890251873749
ACSS1	9.45270745553416	0.506313599521427	0.40000442881432	1.26576998415299	0.205595444277593	0.999890251873749
ACSS2	223.747190557827	-0.0753338793083184	0.16134957072607	-0.466898541900777	0.640572468547999	0.999890251873749
ACSS3	121.717855844867	-0.0819359000882089	0.1443162415806	-0.567752452467024	0.570203069705621	0.999890251873749
ACTA1	2.77855328702188	0.445355259884898	0.997783790809262	0.446344452562903	0.655348450693847	0.999890251873749
ACTA2	66.6194180869637	-0.216980110129124	0.210667122550738	-1.02996664834052	0.303025662032659	0.999890251873749
ACTB	29281.9318626756	0.149442764109176	0.119731458115077	1.24814953782274	0.211976299784929	0.999890251873749
ACTC1	4.86701516614282	0.117760381329512	0.688311493466043	0.171085885456482	0.864156234017208	0.999890251873749
ACTG1	28885.7654913729	0.0491588800879625	0.0752374401203058	0.653383209335095	0.513509260713185	0.999890251873749
ACTL10	0.848418649462578	-1.55402030343883	1.50581742311057	-1.03201110545573	0.302066915064807	0.999890251873749
ACTL6A	658.59024840319	-0.0671497479664207	0.0851956466600857	-0.788182854393198	0.430589756596928	0.999890251873749
ACTN1	2731.58001247007	-0.0494496104812289	0.0779933147952175	-0.634023705891535	0.526065351431292	0.999890251873749
ACTN4	2674.04119552372	-0.0681840888183731	0.091087773655668	-0.748553687085646	0.454126254979127	0.999890251873749
ACTR10	636.960788176571	0.0703005554707956	0.095355665135505	0.737245714461695	0.46097293794262	0.999890251873749
ACTR1A	860.393946727407	-0.0195541311410453	0.0943056225665	-0.20734851866607	0.835737684967464	0.999890251873749
ACTR1B	189.798517491359	-0.116617997920369	0.136141378630052	-0.856594806765288	0.391668856797436	0.999890251873749
ACTR2	11624.4669565667	0.0680621927267571	0.0887494993422953	0.766902272476491	0.443139622452126	0.999890251873749
ACTR3	4992.50404654647	0.106244464247865	0.0949185328767477	1.11932265520606	0.2630025141316	0.999890251873749
ACTR3B	62.1624501568154	-0.177650311753566	0.173812664091802	-1.02207921777056	0.306743408438115	0.999890251873749
ACTR3C	2.72228765159949	1.19118218077687	0.804535057008046	1.48058455675842	0.138717313120286	0.999890251873749
ACTR5	50.9421204432768	0.13029156545223	0.165371484856401	0.787872017750627	0.43077157029666	0.999890251873749
ACTR6	132.905896761442	0.110611902029057	0.115849402425698	0.954790440977886	0.339683682390892	0.999890251873749
ACTR8	458.063861042552	-0.125493112958205	0.0903414490430326	-1.38909785361566	0.164802996367886	0.999890251873749
ACTRT3	47.0979774213232	0.163217001205963	0.19249612440096	0.847897596452334	0.396495003240161	0.999890251873749
ACVR1	227.354042435623	0.0772670871674514	0.102705776611423	0.752314910774531	0.451861703028723	0.999890251873749
ACVR1B	200.350913223913	0.0904530542843686	0.116537981597082	0.776168018741738	0.437649786563646	0.999890251873749
ACVR1C	0.626755640714148	-0.441997424515844	1.49665020672164	-0.295324466953454	0.767746027664912	0.999890251873749
ACVR2A	110.727733786796	0.138073908992883	0.135398342958909	1.01976069998719	0.30784196595465	0.999890251873749
ACVR2B	566.550210905306	0.0233427581145848	0.111785824907665	0.208816798855006	0.834591256830078	0.999890251873749
ACVRL1	913.115398571401	0.0850036256738653	0.0783836057353787	1.08445669060997	0.278162359708759	0.999890251873749
ACY1	19.0663799081786	-0.181185330736382	0.294284609910798	-0.615680618810826	0.538105331288609	0.999890251873749
ACYP1	27.7627373803241	0.000712403688622648	0.236249803992544	0.00301546785048394	0.997594008404801	0.999890251873749
ACYP2	19.7015333909882	-0.232101130259263	0.286242466432621	-0.810854983021525	0.417448954861138	0.999890251873749
ADA	161.93594744664	0.0260630944197462	0.13454274429057	0.193716090430399	0.846398192156512	0.999890251873749
ADA2	130.716717478865	-0.0126796703155452	0.145740687167673	-0.0870015817954621	0.930670254785833	0.999890251873749
ADAL	45.6080060582185	0.170676418736235	0.225520564696973	0.756810887581668	0.44916316905117	0.999890251873749
ADAM10	4153.45224272619	-0.0143451289746394	0.0572603946597495	-0.250524451671709	0.802181797759297	0.999890251873749
ADAM11	1.65959421289672	-0.723031024691634	1.00864200564391	-0.716836122872017	0.473475219884236	0.999890251873749
ADAM12	283.526222943484	-0.0285148671009824	0.161978027377639	-0.176041575284173	0.860261280102889	0.999890251873749
ADAM15	625.906437871957	-0.053374981039919	0.15656218732247	-0.34091872343341	0.733164769043604	0.999890251873749
ADAM17	970.576606900938	0.0630884438566566	0.073417256099755	0.859313562072324	0.390167543821309	0.999890251873749
ADAM19	979.217519860194	-0.0226999746466086	0.0677774526681001	-0.334919265227749	0.737685989010511	0.999890251873749
ADAM22	57.9339475081347	-0.167286894224338	0.208574894092191	-0.802047125338089	0.422525698841891	0.999890251873749
ADAM23	509.603649284285	-0.048308818086039	0.102968505421325	-0.469161107936546	0.638954482645762	0.999890251873749
ADAM28	3.42492059869062	0.322744737327384	0.649054901336072	0.497253370497654	0.619010389638194	0.999890251873749
ADAM32	3.65769358833103	0.466049518639966	0.717561172551006	0.649490993197291	0.516021066250698	0.999890251873749
ADAM33	0.64431286247686	-0.502313337852526	1.71277385349365	-0.293274758268832	0.769312145803542	0.999890251873749
ADAM8	1.09856064423723	1.0787904139883	1.18477510114233	0.910544467847237	0.362535441598614	0.999890251873749
ADAM9	867.102717027935	0.0264895762388973	0.0944282038752465	0.280526105038426	0.779073900228989	0.999890251873749
ADAMTS1	359.137454763283	0.12060196645848	0.178228327662439	0.676671144482138	0.498614628517232	0.999890251873749
ADAMTS10	38.367067849202	-0.232856164750236	0.26273583766198	-0.886274848617395	0.37546943881225	0.999890251873749
ADAMTS12	1008.7513823701	-0.0178425190607337	0.0910001154150163	-0.196071389353309	0.844554289580723	0.999890251873749
ADAMTS13	5.6794987447788	-0.204514998329332	0.53305936620055	-0.38366270493855	0.70122845814171	0.999890251873749
ADAMTS15	11.9336691258279	0.315274845967491	0.390496129039654	0.807369964826145	0.419453365837296	0.999890251873749
ADAMTS16	2.96703910029944	0.0866754724208701	0.709197706364281	0.122216233418484	0.90272777042228	0.999890251873749
ADAMTS17	5.12981273178037	-0.317020890329829	0.515321876090504	-0.615190049246331	0.538429218521484	0.999890251873749
ADAMTS18	5.27554806123257	-0.733696057756564	0.521293125817576	-1.40745392835531	0.159292829586264	0.999890251873749
ADAMTS19	12.3430463020803	-0.00111891418286802	0.327808897479518	-0.00341331242523071	0.997276576003013	0.999890251873749
ADAMTS2	3.42946016798975	1.43567221062636	0.593420194325333	2.41931808919747	0.0155496360549396	0.999890251873749
ADAMTS20	0.67608851611462	-0.544572938149424	1.57144985783725	-0.346541720967736	0.728935635468177	0.999890251873749
ADAMTS3	97.3372450482854	0.0587088623956242	0.132878432947975	0.441823861804647	0.658616669988884	0.999890251873749
ADAMTS4	40.7077089659634	0.236458018612079	0.226831792881621	1.04243772712885	0.297208782793466	0.999890251873749
ADAMTS5	14.0665046808653	0.186314290488535	0.349377284050847	0.533275341568628	0.593842994380274	0.999890251873749
ADAMTS6	14.827647071106	0.253093715159438	0.301707595766928	0.838870876008557	0.401541772556181	0.999890251873749
ADAMTS7	222.100956965404	-0.028491773931311	0.102538362240513	-0.277864530978962	0.781116352259607	0.999890251873749
ADAMTS8	1.40629237234981	1.81834222185539	0.97701264928636	1.86112454448114	0.0627265908334022	0.999890251873749
ADAMTS9	11827.8371648313	-0.0243132108124505	0.0957111958457418	-0.25402682097543	0.799474837434978	0.999890251873749
ADAMTSL1	4.67573182838283	-0.429526927951354	0.682954566732806	-0.628924600367156	0.529398419860485	0.999890251873749
ADAMTSL2	3.11931017779473	1.24432279427276	0.900158778795836	1.38233700940774	0.166868247360364	0.999890251873749
ADAMTSL3	5.42838822145744	0.141673536615802	0.510175180195115	0.277695862353828	0.781245837088058	0.999890251873749
ADAMTSL4	4.25067412065614	0.215287579997348	0.714998871482278	0.301101985729056	0.763336726861191	0.999890251873749
ADAMTSL5	1.24992348544392	0.539596190070842	1.07190481741075	0.503399351608729	0.614683527395695	0.999890251873749
ADAP1	18.1036368194958	-0.317358016673202	0.325737625782689	-0.974274973333671	0.329920027452309	0.999890251873749
ADAP2	1.08687066885262	1.03545173515891	1.25742094501489	0.823472632028289	0.410239274281377	0.999890251873749
ADAR	1370.48225791233	0.0509719123925999	0.0813330570932134	0.62670596943359	0.530851990175481	0.999890251873749
ADARB1	143.717130192018	-0.0148233751395652	0.146440558287916	-0.10122451944236	0.919372232983244	0.999890251873749
ADARB2	2.12387234093748	-1.59905217335319	0.932922334540989	-1.71402496665486	0.0865241406826602	0.999890251873749
ADAT1	198.693286919447	0.0464768977999831	0.120695634024272	0.385075219793257	0.700181686786157	0.999890251873749
