gene_id	baseMn	l2fc	lfcSE	stat	pval	padj
AP4E1	2.18e+02	0.01	0.10	8.74e-02	9.30e-01	1.00e+00
AP4S1	7.73e+01	0.01	0.15	6.41e-02	9.49e-01	1.00e+00
AP5B1	1.08e+02	0.33	0.13	2.44e+00	1.48e-02	1.00e+00
AP5M1	2.62e+02	0.09	0.09	9.23e-01	3.56e-01	1.00e+00
AP5S1	2.94e+01	0.12	0.25	4.65e-01	6.42e-01	1.00e+00
AP5Z1	2.83e+02	0.24	0.11	2.15e+00	3.19e-02	1.00e+00
APBB1IP	2.29e+00	0.06	0.76	8.20e-02	9.35e-01	1.00e+00
APBB2	1.90e+02	0.03	0.11	2.80e-01	7.80e-01	1.00e+00
APBB3	3.05e+01	0.06	0.28	2.02e-01	8.40e-01	1.00e+00
APCDD1L	5.71e+00	0.15	0.82	1.83e-01	8.55e-01	1.00e+00
APEX2	1.07e+02	0.13	0.15	8.37e-01	4.02e-01	1.00e+00
API5	1.24e+03	0.02	0.08	2.38e-01	8.12e-01	1.00e+00
APIP	1.23e+02	0.08	0.12	7.03e-01	4.82e-01	1.00e+00
APLF	1.64e+02	0.04	0.17	2.55e-01	7.99e-01	1.00e+00
APOA1	1.47e+00	0.55	0.89	6.14e-01	5.39e-01	1.00e+00
APOBEC3A	3.48e+00	0.60	0.85	7.01e-01	4.83e-01	1.00e+00
APOBEC3B	4.87e+00	0.72	0.57	1.26e+00	2.07e-01	1.00e+00
APOBEC3F	8.87e+00	0.31	0.54	5.75e-01	5.65e-01	1.00e+00
APOBEC3G	2.22e+00	0.53	0.98	5.38e-01	5.91e-01	1.00e+00
APOBR	3.45e+00	0.67	0.67	1.01e+00	3.14e-01	1.00e+00
APOC1	2.36e+01	0.15	0.23	6.54e-01	5.13e-01	1.00e+00
APOD	1.48e+01	0.25	0.34	7.28e-01	4.67e-01	1.00e+00
APOL3	6.81e+00	0.11	0.47	2.33e-01	8.16e-01	1.00e+00
APOL4	1.36e+01	0.51	0.33	1.57e+00	1.17e-01	1.00e+00
APOLD1	3.67e+02	0.15	0.14	1.05e+00	2.95e-01	1.00e+00
APOOL	8.32e+01	0.01	0.13	4.67e-02	9.63e-01	1.00e+00
APPBP2	4.74e+02	0.05	0.10	4.73e-01	6.36e-01	1.00e+00
APPL1	6.99e+02	0.11	0.08	1.43e+00	1.54e-01	1.00e+00
APRT	1.27e+02	0.30	0.15	1.97e+00	4.86e-02	1.00e+00
AQP1	2.40e+01	0.01	0.23	4.26e-02	9.66e-01	1.00e+00
AQP11	1.37e+00	1.38	1.04	1.33e+00	1.82e-01	1.00e+00
AQP6	5.25e-01	1.64	1.73	9.49e-01	3.43e-01	1.00e+00
AQP7	9.10e+00	0.30	0.51	5.99e-01	5.49e-01	1.00e+00
AQR	6.10e+02	0.03	0.08	3.91e-01	6.95e-01	1.00e+00
ARAP1	3.49e+02	0.04	0.11	3.73e-01	7.09e-01	1.00e+00
ARAP2	2.52e+01	0.32	0.25	1.26e+00	2.06e-01	1.00e+00
ARAP3	6.69e+02	0.03	0.11	2.82e-01	7.78e-01	1.00e+00
AREL1	2.72e+02	0.01	0.10	7.00e-02	9.44e-01	1.00e+00
ARF1	5.08e+03	0.05	0.09	5.76e-01	5.65e-01	1.00e+00
ARF4	1.44e+03	0.02	0.11	1.57e-01	8.75e-01	1.00e+00
ARF5	6.11e+02	0.13	0.11	1.20e+00	2.30e-01	1.00e+00
ARF6	1.93e+03	0.10	0.09	1.11e+00	2.68e-01	1.00e+00
ARFGAP1	7.44e+02	0.09	0.08	1.15e+00	2.50e-01	1.00e+00
ARFGAP2	6.73e+02	0.04	0.10	3.93e-01	6.94e-01	1.00e+00
ARFGAP3	5.63e+02	0.15	0.07	2.10e+00	3.59e-02	1.00e+00
ARFGEF2	6.55e+02	0.06	0.10	5.57e-01	5.78e-01	1.00e+00
ARFGEF3	9.53e+01	0.06	0.15	3.70e-01	7.11e-01	1.00e+00
ARFIP1	5.25e+02	0.05	0.10	5.23e-01	6.01e-01	1.00e+00
ARFRP1	3.92e+02	0.01	0.08	1.61e-01	8.72e-01	1.00e+00
ARG2	3.58e+01	0.09	0.26	3.54e-01	7.23e-01	1.00e+00
ARGFX	7.27e+00	0.56	0.59	9.45e-01	3.45e-01	1.00e+00
ARGLU1	5.37e+03	0.04	0.15	2.40e-01	8.10e-01	1.00e+00
ARHGAP1	2.00e+02	0.08	0.13	5.82e-01	5.61e-01	1.00e+00
ARHGAP10	2.20e+02	0.21	0.14	1.50e+00	1.34e-01	1.00e+00
ARHGAP11B	4.01e+01	0.08	0.34	2.48e-01	8.04e-01	1.00e+00
ARHGAP15	4.89e-01	1.72	1.73	9.95e-01	3.20e-01	1.00e+00
ARHGAP18	1.74e+02	0.06	0.10	5.56e-01	5.78e-01	1.00e+00
ARHGAP20	2.12e+01	0.01	0.32	4.42e-02	9.65e-01	1.00e+00
ARHGAP27	1.52e+02	0.02	0.14	1.57e-01	8.75e-01	1.00e+00
ARHGAP29	8.14e+03	0.06	0.10	6.61e-01	5.09e-01	1.00e+00
ARHGAP30	4.10e+00	1.19	0.63	1.88e+00	5.97e-02	1.00e+00
ARHGAP33	6.76e+00	0.32	0.50	6.38e-01	5.23e-01	1.00e+00
ARHGAP4	8.57e+01	0.03	0.18	1.70e-01	8.65e-01	1.00e+00
ARHGAP45	5.06e+01	0.37	0.19	1.91e+00	5.64e-02	1.00e+00
ARHGAP5	4.41e+02	0.06	0.08	7.68e-01	4.43e-01	1.00e+00
ARHGAP6	4.61e+00	0.19	0.71	2.70e-01	7.87e-01	1.00e+00
ARHGAP8	1.26e+00	1.06	1.25	8.52e-01	3.94e-01	1.00e+00
ARHGEF1	2.72e+02	0.02	0.15	1.32e-01	8.95e-01	1.00e+00
ARHGEF10L	1.43e+02	0.15	0.13	1.16e+00	2.46e-01	1.00e+00
ARHGEF17	4.66e+02	0.02	0.12	1.88e-01	8.51e-01	1.00e+00
ARHGEF18	3.22e+02	0.13	0.09	1.41e+00	1.59e-01	1.00e+00
ARHGEF19	1.76e+01	0.13	0.33	4.02e-01	6.88e-01	1.00e+00
ARHGEF2	6.80e+02	0.05	0.09	5.94e-01	5.53e-01	1.00e+00
ARHGEF25	2.11e+01	0.03	0.27	9.89e-02	9.21e-01	1.00e+00
ARHGEF33	9.66e-01	0.65	1.29	5.06e-01	6.13e-01	1.00e+00
ARHGEF39	1.63e+01	0.63	0.27	2.37e+00	1.79e-02	1.00e+00
ARHGEF5	4.93e+01	0.15	0.26	5.79e-01	5.62e-01	1.00e+00
ARHGEF7	6.58e+02	0.07	0.08	8.01e-01	4.23e-01	1.00e+00
ARID1A	9.20e+02	0.01	0.11	1.00e-01	9.20e-01	1.00e+00
ARID3A	6.97e+02	0.13	0.08	1.64e+00	1.01e-01	1.00e+00
ARIH2	4.41e+02	0.04	0.10	3.64e-01	7.16e-01	1.00e+00
ARL1	7.74e+02	0.06	0.08	7.08e-01	4.79e-01	1.00e+00
ARL10	6.29e+02	0.10	0.11	9.49e-01	3.43e-01	1.00e+00
ARL11	6.38e+00	0.31	0.53	5.90e-01	5.55e-01	1.00e+00
ARL13A	5.03e-01	1.68	1.59	1.06e+00	2.90e-01	1.00e+00
ARL13B	1.83e+02	0.09	0.10	8.64e-01	3.88e-01	1.00e+00
ARL14	5.24e-01	2.24	1.56	1.44e+00	1.50e-01	1.00e+00
ARL15	8.43e+01	0.15	0.16	9.15e-01	3.60e-01	1.00e+00
ARL16	1.44e+02	0.02	0.15	1.16e-01	9.08e-01	1.00e+00
ARL17A	1.04e+02	0.48	0.33	1.48e+00	1.39e-01	1.00e+00
ARL17B	1.34e+02	0.07	0.12	6.36e-01	5.25e-01	1.00e+00
ARL2BP	2.97e+02	0.08	0.12	6.93e-01	4.88e-01	1.00e+00
ARL4A	2.26e+02	0.21	0.13	1.67e+00	9.56e-02	1.00e+00
ARL4C	2.05e+02	0.14	0.19	7.44e-01	4.57e-01	1.00e+00
ARL4D	6.98e+01	0.09	0.20	4.38e-01	6.61e-01	1.00e+00
ARL5A	4.69e+02	0.09	0.10	9.44e-01	3.45e-01	1.00e+00
ARL5B	6.25e+02	0.12	0.11	1.10e+00	2.73e-01	1.00e+00
ARL6IP1	1.49e+03	0.02	0.09	2.20e-01	8.26e-01	1.00e+00
ARL6IP6	1.98e+02	0.01	0.09	1.10e-01	9.12e-01	1.00e+00
ARMC1	4.09e+02	0.07	0.12	5.98e-01	5.50e-01	1.00e+00
ARMC3	1.04e+00	0.16	1.37	1.14e-01	9.09e-01	1.00e+00
ARMC5	8.53e+01	0.17	0.17	1.05e+00	2.95e-01	1.00e+00
ARMC8	3.27e+02	0.11	0.10	1.09e+00	2.78e-01	1.00e+00
ARMCX3	3.72e+03	0.07	0.07	9.27e-01	3.54e-01	1.00e+00
ARMCX5-GPRASP2	8.23e+01	0.34	0.40	8.59e-01	3.90e-01	1.00e+00
ARMH1	4.43e-01	0.60	1.99	3.00e-01	7.65e-01	1.00e+00
ARMH4	1.16e+02	0.09	0.16	5.77e-01	5.64e-01	1.00e+00
ARNT2	1.88e+01	0.33	0.30	1.09e+00	2.75e-01	1.00e+00
ARNTL2	1.56e+02	0.20	0.12	1.63e+00	1.03e-01	1.00e+00
ARPC1A	9.80e+02	0.05	0.08	6.55e-01	5.12e-01	1.00e+00
ARPC1B	8.01e+02	0.03	0.12	2.23e-01	8.23e-01	1.00e+00
ARPC4	9.05e+02	0.05	0.10	5.26e-01	5.99e-01	1.00e+00
ARPIN	2.48e+02	0.07	0.09	7.67e-01	4.43e-01	1.00e+00
ARPP19	1.88e+03	0.07	0.07	9.26e-01	3.55e-01	1.00e+00
ARR3	8.56e-01	0.41	1.41	2.91e-01	7.71e-01	1.00e+00
ARRB2	4.89e+01	0.02	0.16	1.55e-01	8.76e-01	1.00e+00
ARRDC3	1.65e+03	0.05	0.12	3.94e-01	6.94e-01	1.00e+00
ARRDC4	1.10e+02	0.02	0.13	1.81e-01	8.56e-01	1.00e+00
ARSA	9.89e+01	0.22	0.14	1.65e+00	9.92e-02	1.00e+00
ARSG	5.39e+01	0.33	0.19	1.75e+00	8.04e-02	1.00e+00
ARSJ	7.20e+01	0.07	0.24	2.96e-01	7.67e-01	1.00e+00
ART4	1.93e+02	0.06	0.17	3.77e-01	7.06e-01	1.00e+00
ARV1	4.10e+01	0.27	0.22	1.26e+00	2.07e-01	1.00e+00
ASAP1	9.49e+02	0.04	0.10	3.84e-01	7.01e-01	1.00e+00
ASB1	3.35e+02	0.18	0.10	1.80e+00	7.22e-02	1.00e+00
ASB11	1.86e+00	2.58	1.03	2.52e+00	1.18e-02	1.00e+00
ASB13	1.53e+02	0.07	0.16	4.32e-01	6.65e-01	1.00e+00
ASB14	5.69e+00	0.43	0.56	7.66e-01	4.44e-01	1.00e+00
ASB18	5.73e-01	1.86	1.69	1.10e+00	2.72e-01	1.00e+00
ASB3	1.76e+02	0.12	0.11	1.09e+00	2.78e-01	1.00e+00
ASB4	7.43e-01	0.44	1.18	3.75e-01	7.07e-01	1.00e+00
ASB8	2.12e+02	0.08	0.11	7.09e-01	4.78e-01	1.00e+00
ASCC1	2.14e+02	0.04	0.11	3.88e-01	6.98e-01	1.00e+00
ASCC3	7.17e+02	0.11	0.13	8.57e-01	3.91e-01	1.00e+00
ASDURF	5.54e+01	0.12	0.44	2.74e-01	7.84e-01	1.00e+00
ASGR1	2.84e+01	0.15	0.36	4.11e-01	6.81e-01	1.00e+00
ASIC2	3.71e+00	1.12	0.71	1.58e+00	1.13e-01	1.00e+00
ASIC3	1.06e+00	1.09	1.49	7.29e-01	4.66e-01	1.00e+00
ASMT	7.40e-01	1.61	1.50	1.08e+00	2.81e-01	1.00e+00
ASPA	4.79e+00	0.87	0.57	1.52e+00	1.28e-01	1.00e+00
ASS1	4.65e+00	0.62	0.54	1.14e+00	2.53e-01	1.00e+00
ASTN2	4.53e+02	0.39	0.22	1.77e+00	7.71e-02	1.00e+00
ASXL2	5.58e+02	0.06	0.10	5.77e-01	5.64e-01	1.00e+00
ASXL3	4.55e+01	0.11	0.21	5.24e-01	6.00e-01	1.00e+00
ATAD1	1.11e+03	0.08	0.08	1.04e+00	2.99e-01	1.00e+00
ATAD2B	3.94e+02	0.09	0.12	7.87e-01	4.31e-01	1.00e+00
ATAD3A	3.42e+02	0.04	0.11	3.19e-01	7.50e-01	1.00e+00
ATAD3C	5.79e+00	0.16	0.55	2.94e-01	7.69e-01	1.00e+00
ATF1	1.38e+02	0.14	0.15	9.26e-01	3.54e-01	1.00e+00
ATF2	3.15e+02	0.10	0.11	9.39e-01	3.48e-01	1.00e+00
ATF5	1.22e+02	0.03	0.16	1.78e-01	8.59e-01	1.00e+00
ATF6	5.27e+02	0.05	0.07	7.25e-01	4.69e-01	1.00e+00
ATF6B	3.38e+02	0.04	0.09	4.22e-01	6.73e-01	1.00e+00
ATF7	3.42e+02	0.01	0.14	4.57e-02	9.64e-01	1.00e+00
ATF7IP	1.14e+03	0.04	0.09	4.86e-01	6.27e-01	1.00e+00
ATF7IP2	3.85e+01	0.19	0.23	8.10e-01	4.18e-01	1.00e+00
ATG10	7.93e+01	0.12	0.15	7.95e-01	4.27e-01	1.00e+00
ATG12	4.45e+02	0.05	0.09	6.30e-01	5.29e-01	1.00e+00
ATG16L1	4.86e+02	0.04	0.09	4.73e-01	6.36e-01	1.00e+00
ATG16L2	4.05e+01	0.24	0.24	1.01e+00	3.14e-01	1.00e+00
ATG2A	6.74e+01	0.09	0.16	5.71e-01	5.68e-01	1.00e+00
ATG2B	2.34e+02	0.07	0.10	7.00e-01	4.84e-01	1.00e+00
ATG4B	2.02e+02	0.18	0.14	1.23e+00	2.19e-01	1.00e+00
ATG4D	3.09e+01	0.18	0.21	8.29e-01	4.07e-01	1.00e+00
ATG5	1.64e+02	0.13	0.13	1.01e+00	3.13e-01	1.00e+00
ATG9A	1.59e+02	0.06	0.12	4.73e-01	6.36e-01	1.00e+00
ATG9B	1.42e+00	0.76	1.17	6.48e-01	5.17e-01	1.00e+00
ATL3	8.35e+02	0.12	0.08	1.53e+00	1.25e-01	1.00e+00
ATMIN	2.20e+02	0.05	0.10	5.58e-01	5.77e-01	1.00e+00
ATOH7	7.80e-01	1.22	1.25	9.75e-01	3.30e-01	1.00e+00
ATOH8	2.06e+00	0.70	0.99	7.08e-01	4.79e-01	1.00e+00
ATOX1	4.59e+01	0.17	0.28	6.17e-01	5.37e-01	1.00e+00
ATP10D	1.72e+02	0.13	0.11	1.14e+00	2.55e-01	1.00e+00
ATP11C	1.53e+03	0.05	0.07	7.24e-01	4.69e-01	1.00e+00
ATP13A1	1.65e+02	0.12	0.19	6.19e-01	5.36e-01	1.00e+00
ATP13A2	2.73e+02	0.08	0.12	6.96e-01	4.86e-01	1.00e+00
ATP1A3	1.19e+00	0.31	1.33	2.33e-01	8.16e-01	1.00e+00
ATP1B1	6.60e+02	0.02	0.15	1.64e-01	8.70e-01	1.00e+00
ATP1B2	1.69e+01	0.11	0.27	4.05e-01	6.85e-01	1.00e+00
ATP1B3	2.64e+03	0.04	0.08	4.53e-01	6.50e-01	1.00e+00
ATP1B4	1.58e+00	1.58	1.18	1.34e+00	1.80e-01	1.00e+00
ATP23	1.67e+01	0.06	0.38	1.70e-01	8.65e-01	1.00e+00
ATP2A1	2.00e+00	0.05	1.09	4.54e-02	9.64e-01	1.00e+00
ATP2B1	1.53e+03	0.02	0.07	3.32e-01	7.40e-01	1.00e+00
ATP2C2	6.62e-01	1.79	1.52	1.18e+00	2.40e-01	1.00e+00
ATP5MC1	2.28e+01	0.04	0.29	1.28e-01	8.98e-01	1.00e+00
ATP5ME	2.16e+02	0.04	0.12	3.07e-01	7.59e-01	1.00e+00
ATP5MG	5.85e+02	0.01	0.09	1.40e-01	8.89e-01	1.00e+00
ATP5MJ	2.64e+02	0.11	0.15	7.16e-01	4.74e-01	1.00e+00
ATP5PD	3.69e+02	0.02	0.10	1.89e-01	8.50e-01	1.00e+00
ATP6V0A2	6.07e+02	0.01	0.08	1.50e-01	8.81e-01	1.00e+00
ATP6V0B	4.68e+02	0.12	0.13	9.47e-01	3.43e-01	1.00e+00
ATP6V0D1	4.65e+02	0.02	0.09	1.98e-01	8.43e-01	1.00e+00
ATP6V0E1	5.72e+02	0.04	0.08	4.90e-01	6.24e-01	1.00e+00
ATP6V0E2	4.68e+01	0.21	0.21	9.96e-01	3.19e-01	1.00e+00
ATP6V1A	9.12e+02	0.04	0.08	4.64e-01	6.43e-01	1.00e+00
ATP6V1B2	1.14e+03	0.02	0.08	2.37e-01	8.12e-01	1.00e+00
ATP6V1C1	7.19e+02	0.08	0.07	1.16e+00	2.45e-01	1.00e+00
ATP6V1D	5.41e+02	0.08	0.09	8.87e-01	3.75e-01	1.00e+00
ATP6V1E1	8.22e+02	0.04	0.08	4.69e-01	6.39e-01	1.00e+00
ATP6V1E2	7.27e+00	0.26	0.53	4.93e-01	6.22e-01	1.00e+00
ATP6V1G1	6.09e+02	0.15	0.11	1.36e+00	1.74e-01	1.00e+00
ATP6V1H	4.29e+02	0.13	0.08	1.51e+00	1.31e-01	1.00e+00
ATP7B	1.38e+02	0.02	0.12	1.63e-01	8.71e-01	1.00e+00
ATP8	1.24e+03	0.01	0.24	5.85e-02	9.53e-01	1.00e+00
ATP8A1	5.41e+02	0.01	0.10	1.27e-01	8.99e-01	1.00e+00
ATP8B1	5.88e+02	0.04	0.10	4.00e-01	6.89e-01	1.00e+00
ATP8B2	7.47e+02	0.12	0.07	1.74e+00	8.27e-02	1.00e+00
ATP8B3	2.73e+00	0.44	0.75	5.81e-01	5.61e-01	1.00e+00
ATP8B4	4.70e+00	0.01	0.57	1.80e-02	9.86e-01	1.00e+00
ATP9A	8.28e+02	0.02	0.08	2.98e-01	7.66e-01	1.00e+00
ATP9B	1.32e+02	0.06	0.13	4.65e-01	6.42e-01	1.00e+00
ATPAF1	2.77e+02	0.08	0.08	9.76e-01	3.29e-01	1.00e+00
ATR	2.59e+02	0.12	0.11	1.07e+00	2.83e-01	1.00e+00
ATRN	1.00e+03	0.03	0.09	3.48e-01	7.28e-01	1.00e+00
ATRX	2.00e+03	0.03	0.11	2.52e-01	8.01e-01	1.00e+00
ATXN1L	7.43e+02	0.07	0.10	6.81e-01	4.96e-01	1.00e+00
ATXN2L	5.28e+02	0.05	0.10	4.69e-01	6.39e-01	1.00e+00
ATXN3	1.84e+02	0.25	0.12	2.00e+00	4.60e-02	1.00e+00
ATXN7	1.92e+02	0.18	0.12	1.56e+00	1.19e-01	1.00e+00
ATXN7L2	1.38e+01	0.16	0.29	5.60e-01	5.76e-01	1.00e+00
ATXN7L3	6.47e+02	0.09	0.07	1.24e+00	2.15e-01	1.00e+00
ATXN7L3B	9.50e+02	0.02	0.06	3.30e-01	7.42e-01	1.00e+00
AUH	5.53e+01	0.16	0.16	1.00e+00	3.16e-01	1.00e+00
AURKA	1.30e+02	0.10	0.11	8.30e-01	4.07e-01	1.00e+00
AUTS2	1.98e+02	0.13	0.10	1.22e+00	2.24e-01	1.00e+00
AVIL	4.85e+00	0.20	0.63	3.11e-01	7.56e-01	1.00e+00
AVL9	4.24e+02	0.13	0.07	1.70e+00	8.95e-02	1.00e+00
AVPR1A	7.29e+00	0.42	0.49	8.67e-01	3.86e-01	1.00e+00
AVPR2	1.84e+00	0.38	1.02	3.72e-01	7.10e-01	1.00e+00
AXIN2	5.43e+01	0.02	0.18	9.06e-02	9.28e-01	1.00e+00
AZIN1	2.12e+03	0.03	0.07	4.98e-01	6.18e-01	1.00e+00
B3GALNT1	6.36e+02	0.12	0.09	1.34e+00	1.80e-01	1.00e+00
B3GALNT2	1.85e+02	0.08	0.11	7.57e-01	4.49e-01	1.00e+00
B3GALT1	3.27e+01	0.23	0.23	9.67e-01	3.33e-01	1.00e+00
B3GALT5	1.38e+01	0.11	0.38	2.99e-01	7.65e-01	1.00e+00
B3GALT9	4.56e+01	0.07	0.20	3.37e-01	7.36e-01	1.00e+00
B3GAT2	1.61e+00	1.45	0.93	1.56e+00	1.20e-01	1.00e+00
B3GLCT	4.02e+02	0.04	0.11	3.25e-01	7.45e-01	1.00e+00
B3GNT2	8.18e+02	0.06	0.10	5.82e-01	5.61e-01	1.00e+00
B3GNT4	1.17e+00	1.81	1.33	1.36e+00	1.73e-01	1.00e+00
B3GNT5	1.93e+02	0.18	0.14	1.35e+00	1.78e-01	1.00e+00
B3GNT7	9.53e+00	0.53	0.39	1.37e+00	1.70e-01	1.00e+00
B3GNT9	3.46e+01	0.03	0.28	9.32e-02	9.26e-01	1.00e+00
B4GALNT1	2.94e+00	0.81	0.74	1.10e+00	2.73e-01	1.00e+00
B4GALNT2	2.74e+01	0.10	0.33	2.96e-01	7.67e-01	1.00e+00
B4GALT1	1.67e+03	0.08	0.09	8.74e-01	3.82e-01	1.00e+00
B4GALT3	1.14e+02	0.02	0.15	1.34e-01	8.94e-01	1.00e+00
B4GALT5	1.68e+03	0.11	0.09	1.29e+00	1.98e-01	1.00e+00
B4GALT6	4.16e+02	0.14	0.12	1.23e+00	2.17e-01	1.00e+00
B4GALT7	7.74e+01	0.07	0.15	5.01e-01	6.17e-01	1.00e+00
B4GAT1	2.53e+02	0.04	0.10	3.77e-01	7.06e-01	1.00e+00
B9D1	8.75e+00	0.28	0.44	6.33e-01	5.27e-01	1.00e+00
BACE2	7.60e+02	0.12	0.09	1.35e+00	1.78e-01	1.00e+00
BACH2	4.21e+01	0.27	0.17	1.54e+00	1.24e-01	1.00e+00
BAG2	6.52e+01	0.11	0.19	5.84e-01	5.59e-01	1.00e+00
BAG4	2.85e+02	0.09	0.12	7.78e-01	4.37e-01	1.00e+00
BAHCC1	1.53e+02	0.11	0.14	7.96e-01	4.26e-01	1.00e+00
BAHD1	1.92e+02	0.07	0.09	8.26e-01	4.09e-01	1.00e+00
BAIAP2	5.87e+01	0.25	0.15	1.66e+00	9.74e-02	1.00e+00
BAIAP2L1	4.88e+00	0.93	0.54	1.71e+00	8.68e-02	1.00e+00
BAIAP3	2.03e+01	0.24	0.27	8.80e-01	3.79e-01	1.00e+00
BAK1	8.60e+01	0.16	0.19	8.66e-01	3.86e-01	1.00e+00
BANF1	1.21e+03	0.04	0.10	3.87e-01	6.99e-01	1.00e+00
BARD1	1.04e+02	0.10	0.12	8.18e-01	4.13e-01	1.00e+00
BASP1	1.49e+03	0.09	0.10	9.00e-01	3.68e-01	1.00e+00
BATF	6.55e-01	2.12	1.42	1.49e+00	1.36e-01	1.00e+00
BATF2	7.20e+00	0.18	0.50	3.50e-01	7.26e-01	1.00e+00
BAZ1A	2.02e+03	0.02	0.10	2.42e-01	8.09e-01	1.00e+00
BAZ1B	2.59e+03	0.02	0.09	2.27e-01	8.20e-01	1.00e+00
BBLN	3.00e+01	0.03	0.32	9.32e-02	9.26e-01	1.00e+00
BBOF1	1.84e+01	0.32	0.25	1.31e+00	1.90e-01	1.00e+00
BBS10	2.11e+02	0.03	0.11	3.02e-01	7.62e-01	1.00e+00
BBS2	2.98e+02	0.11	0.09	1.24e+00	2.13e-01	1.00e+00
BBS9	6.46e+01	0.15	0.14	1.07e+00	2.84e-01	1.00e+00
BCAP29	8.13e+02	0.02	0.10	1.79e-01	8.58e-01	1.00e+00
BCAP31	1.70e+03	0.02	0.06	3.61e-01	7.18e-01	1.00e+00
BCAR1	5.85e+02	0.03	0.11	2.93e-01	7.70e-01	1.00e+00
BCAS1	1.83e+00	0.98	0.88	1.11e+00	2.67e-01	1.00e+00
BCAT1	2.12e+03	0.17	0.09	1.90e+00	5.75e-02	1.00e+00
BCAT2	3.58e+01	0.06	0.21	2.95e-01	7.68e-01	1.00e+00
BCDIN3D	3.93e+01	0.22	0.20	1.11e+00	2.68e-01	1.00e+00
BCHE	5.04e+01	0.26	0.18	1.40e+00	1.63e-01	1.00e+00
BCKDHB	1.04e+02	0.02	0.13	1.33e-01	8.94e-01	1.00e+00
BCKDK	8.45e+01	0.02	0.19	1.13e-01	9.10e-01	1.00e+00
BCL10	3.19e+02	0.15	0.10	1.58e+00	1.14e-01	1.00e+00
BCL11B	4.96e-01	0.61	1.78	3.45e-01	7.30e-01	1.00e+00
BCL2	1.10e+02	0.03	0.18	1.47e-01	8.83e-01	1.00e+00
BCL2A1	6.11e-01	0.73	1.59	4.60e-01	6.45e-01	1.00e+00
BCL2L11	1.32e+02	0.01	0.20	3.98e-02	9.68e-01	1.00e+00
BCL2L13	5.42e+02	0.01	0.07	8.32e-02	9.34e-01	1.00e+00
BCL2L14	1.12e+00	1.90	1.22	1.57e+00	1.17e-01	1.00e+00
BCL2L2	2.20e+02	0.04	0.13	2.82e-01	7.78e-01	1.00e+00
BCL2L2-PABPN1	2.73e+01	0.31	0.85	3.60e-01	7.19e-01	1.00e+00
BCL6	2.26e+02	0.10	0.23	4.39e-01	6.61e-01	1.00e+00
BCL6B	2.03e+03	0.01	0.07	1.06e-01	9.16e-01	1.00e+00
BCL7A	1.23e+02	0.16	0.14	1.16e+00	2.47e-01	1.00e+00
BCL9	1.31e+02	0.19	0.12	1.60e+00	1.10e-01	1.00e+00
BCLAF3	1.12e+02	0.18	0.19	9.36e-01	3.49e-01	1.00e+00
BDH1	1.55e+01	0.50	0.37	1.34e+00	1.79e-01	1.00e+00
BDKRB2	1.12e+01	0.09	0.40	2.31e-01	8.17e-01	1.00e+00
BDP1	1.02e+03	0.06	0.14	4.16e-01	6.78e-01	1.00e+00
BECN1	7.05e+02	0.02	0.07	3.34e-01	7.38e-01	1.00e+00
BEGAIN	8.73e+00	0.18	0.40	4.38e-01	6.61e-01	1.00e+00
BEND2	1.81e+00	0.27	0.85	3.11e-01	7.56e-01	1.00e+00
BEND4	1.72e+02	0.04	0.27	1.53e-01	8.78e-01	1.00e+00
BEST1	3.75e+00	0.63	0.62	1.02e+00	3.08e-01	1.00e+00
BEST3	7.11e+00	0.88	0.42	2.07e+00	3.82e-02	1.00e+00
BET1	1.30e+02	0.07	0.12	6.06e-01	5.45e-01	1.00e+00
BET1L	2.08e+02	0.10	0.14	6.89e-01	4.91e-01	1.00e+00
BFAR	5.08e+02	0.09	0.09	9.84e-01	3.25e-01	1.00e+00
BICRA	2.32e+01	0.21	0.28	7.57e-01	4.49e-01	1.00e+00
BICRAL	7.76e+01	0.16	0.13	1.18e+00	2.36e-01	1.00e+00
BID	7.98e+01	0.02	0.15	1.22e-01	9.03e-01	1.00e+00
BIK	6.49e-01	2.17	1.65	1.31e+00	1.90e-01	1.00e+00
BIN3	1.26e+02	0.01	0.15	8.83e-02	9.30e-01	1.00e+00
BIRC2	9.08e+02	0.09	0.11	8.45e-01	3.98e-01	1.00e+00
BIRC3	6.87e+01	0.16	0.36	4.38e-01	6.62e-01	1.00e+00
BIRC6	1.06e+03	0.03	0.11	2.66e-01	7.90e-01	1.00e+00
BIVM	1.56e+02	0.23	0.12	1.91e+00	5.56e-02	1.00e+00
BLCAP	9.60e+02	0.08	0.12	6.26e-01	5.31e-01	1.00e+00
BLMH	9.16e+02	0.06	0.07	9.07e-01	3.64e-01	1.00e+00
BLNK	8.44e+00	0.06	0.44	1.39e-01	8.89e-01	1.00e+00
BLOC1S2	4.67e+02	0.06	0.12	5.25e-01	6.00e-01	1.00e+00
BLOC1S3	3.10e+01	0.46	0.23	1.99e+00	4.67e-02	1.00e+00
BLOC1S6	7.32e+02	0.08	0.08	9.34e-01	3.50e-01	1.00e+00
BLVRA	1.33e+02	0.02	0.16	1.22e-01	9.03e-01	1.00e+00
BMP10	4.94e+00	0.04	0.60	6.74e-02	9.46e-01	1.00e+00
BMP2	3.84e+01	0.19	0.22	8.76e-01	3.81e-01	1.00e+00
BMP4	1.15e+02	0.09	0.17	5.48e-01	5.84e-01	1.00e+00
