gene_id	baseMn	l2fc	lfcSE	stat	pval	padj
A1BG	3.40e+01	0.02	0.22	8.91e-02	9.29e-01	1.00e+00
A2ML1	6.68e-01	0.37	1.61	2.33e-01	8.16e-01	1.00e+00
A4GALT	9.66e+00	0.52	0.43	1.20e+00	2.29e-01	1.00e+00
AAAS	1.45e+02	0.05	0.13	3.72e-01	7.10e-01	1.00e+00
AADAT	5.85e+01	0.02	0.17	9.16e-02	9.27e-01	1.00e+00
AAGAB	9.51e+02	0.05	0.09	5.42e-01	5.88e-01	1.00e+00
AAK1	1.07e+03	0.02	0.10	1.54e-01	8.77e-01	1.00e+00
AARD	5.59e+00	0.19	0.46	4.01e-01	6.89e-01	1.00e+00
AASDHPPT	4.23e+02	0.15	0.12	1.20e+00	2.29e-01	1.00e+00
AASS	1.93e+02	0.10	0.16	6.24e-01	5.33e-01	1.00e+00
AATK	3.31e+01	0.03	0.21	1.39e-01	8.89e-01	1.00e+00
ABAT	1.16e+01	0.42	0.37	1.14e+00	2.52e-01	1.00e+00
ABCA1	3.56e+02	0.01	0.14	9.34e-02	9.26e-01	1.00e+00
ABCA10	2.59e+01	0.07	0.22	3.37e-01	7.36e-01	1.00e+00
ABCA3	1.86e+02	0.10	0.12	8.18e-01	4.13e-01	1.00e+00
ABCA4	6.48e+01	0.27	0.15	1.83e+00	6.79e-02	1.00e+00
ABCA5	1.59e+02	0.21	0.10	1.99e+00	4.67e-02	1.00e+00
ABCA6	3.68e+00	0.86	0.62	1.38e+00	1.69e-01	1.00e+00
ABCA8	4.34e-01	0.52	1.99	2.60e-01	7.95e-01	1.00e+00
ABCB1	3.13e+00	0.10	0.75	1.38e-01	8.90e-01	1.00e+00
ABCB10	3.22e+02	0.09	0.09	9.84e-01	3.25e-01	1.00e+00
ABCB11	3.98e-01	0.79	1.71	4.59e-01	6.46e-01	1.00e+00
ABCB6	6.69e+01	0.05	0.16	2.95e-01	7.68e-01	1.00e+00
ABCB8	4.31e+01	0.27	0.25	1.04e+00	2.96e-01	1.00e+00
ABCC1	3.33e+02	0.05	0.09	5.83e-01	5.60e-01	1.00e+00
ABCC11	1.03e+00	0.34	1.21	2.77e-01	7.82e-01	1.00e+00
ABCC4	1.71e+02	0.18	0.19	9.20e-01	3.57e-01	1.00e+00
ABCC6	3.27e+00	0.01	1.39	1.03e-02	9.92e-01	1.00e+00
ABCC9	2.69e+01	0.52	0.29	1.80e+00	7.20e-02	1.00e+00
ABCD3	3.57e+02	0.10	0.09	1.15e+00	2.50e-01	1.00e+00
ABCE1	1.64e+03	0.02	0.07	3.28e-01	7.43e-01	1.00e+00
ABCG1	5.18e+01	0.11	0.22	5.10e-01	6.10e-01	1.00e+00
ABHD1	5.32e-01	2.66	2.01	1.33e+00	1.85e-01	1.00e+00
ABHD10	2.64e+02	0.11	0.11	1.01e+00	3.10e-01	1.00e+00
ABHD11	1.37e+01	0.09	0.34	2.76e-01	7.82e-01	1.00e+00
ABHD13	3.10e+02	0.02	0.10	1.57e-01	8.75e-01	1.00e+00
ABHD14A-ACY1	4.31e+00	2.59	2.56	1.01e+00	3.11e-01	1.00e+00
ABHD14B	4.36e+01	0.16	0.20	8.16e-01	4.15e-01	1.00e+00
ABHD16B	4.46e+00	0.10	0.61	1.59e-01	8.74e-01	1.00e+00
ABHD17B	1.44e+02	0.07	0.11	6.33e-01	5.27e-01	1.00e+00
ABHD17C	1.47e+02	0.11	0.17	6.39e-01	5.23e-01	1.00e+00
ABHD2	3.83e+02	0.03	0.10	3.54e-01	7.24e-01	1.00e+00
ABHD3	2.61e+01	0.04	0.28	1.50e-01	8.81e-01	1.00e+00
ABHD5	1.18e+02	0.04	0.12	3.30e-01	7.42e-01	1.00e+00
ABHD6	1.07e+02	0.06	0.14	4.42e-01	6.58e-01	1.00e+00
ABHD8	9.85e+00	0.08	0.42	1.92e-01	8.47e-01	1.00e+00
ABI2	1.18e+03	0.07	0.09	8.04e-01	4.21e-01	1.00e+00
ABI3BP	6.29e-01	0.78	1.47	5.28e-01	5.97e-01	1.00e+00
ABL2	1.53e+03	0.08	0.10	8.06e-01	4.20e-01	1.00e+00
ABLIM1	1.25e+03	0.08	0.11	6.99e-01	4.84e-01	1.00e+00
ABLIM2	3.70e+00	1.14	0.71	1.61e+00	1.08e-01	1.00e+00
ABRACL	3.12e+03	0.11	0.11	1.04e+00	3.00e-01	1.00e+00
ABRAXAS1	1.12e+02	0.13	0.13	9.78e-01	3.28e-01	1.00e+00
ABTB1	8.46e+00	0.21	0.37	5.71e-01	5.68e-01	1.00e+00
ABTB2	2.42e+02	0.10	0.25	3.88e-01	6.98e-01	1.00e+00
ACACB	1.43e+01	0.07	0.31	2.12e-01	8.32e-01	1.00e+00
ACAD10	4.63e+01	0.01	0.16	8.71e-02	9.31e-01	1.00e+00
ACAD11	6.69e+01	0.20	0.16	1.27e+00	2.05e-01	1.00e+00
ACAD8	1.12e+02	0.01	0.15	4.85e-02	9.61e-01	1.00e+00
ACAD9	1.93e+02	0.05	0.10	5.05e-01	6.13e-01	1.00e+00
ACADM	6.58e+02	0.01	0.08	8.06e-02	9.36e-01	1.00e+00
ACAN	1.46e+00	0.35	1.06	3.35e-01	7.38e-01	1.00e+00
ACAP1	1.02e+00	0.54	1.37	3.97e-01	6.91e-01	1.00e+00
ACAT1	3.52e+02	0.01	0.09	1.39e-01	8.90e-01	1.00e+00
ACCS	9.45e+00	0.59	0.43	1.38e+00	1.67e-01	1.00e+00
ACE2	4.31e+00	0.26	0.53	4.91e-01	6.23e-01	1.00e+00
ACER2	2.43e+02	0.03	0.16	2.14e-01	8.30e-01	1.00e+00
ACER3	2.85e+02	0.09	0.12	7.74e-01	4.39e-01	1.00e+00
ACIN1	1.39e+03	0.02	0.13	1.55e-01	8.76e-01	1.00e+00
ACKR1	4.40e+00	0.55	0.80	6.89e-01	4.91e-01	1.00e+00
ACKR2	2.55e+00	0.40	0.82	4.90e-01	6.24e-01	1.00e+00
ACKR3	1.34e+02	0.16	0.18	8.86e-01	3.76e-01	1.00e+00
ACOT11	1.42e+02	0.01	0.14	1.07e-01	9.15e-01	1.00e+00
ACOT13	1.56e+02	0.01	0.11	6.47e-02	9.48e-01	1.00e+00
ACOT9	5.61e+02	0.02	0.07	3.15e-01	7.53e-01	1.00e+00
ACOX1	2.21e+02	0.13	0.11	1.20e+00	2.28e-01	1.00e+00
ACOX3	9.63e+01	0.04	0.13	3.07e-01	7.59e-01	1.00e+00
ACP1	3.65e+02	0.06	0.10	6.09e-01	5.43e-01	1.00e+00
ACP2	1.13e+02	0.04	0.17	2.57e-01	7.97e-01	1.00e+00
ACP5	1.86e+01	0.29	0.35	8.14e-01	4.15e-01	1.00e+00
ACP7	1.77e+00	0.41	1.01	4.11e-01	6.81e-01	1.00e+00
ACR	2.21e+00	0.25	0.80	3.17e-01	7.51e-01	1.00e+00
ACSBG1	2.09e+00	0.21	1.04	1.99e-01	8.42e-01	1.00e+00
ACSBG2	5.76e-01	1.85	1.83	1.01e+00	3.13e-01	1.00e+00
ACSF2	1.12e+01	0.18	0.38	4.77e-01	6.33e-01	1.00e+00
ACSF3	8.77e+01	0.06	0.18	2.98e-01	7.65e-01	1.00e+00
ACSL3	2.32e+03	0.02	0.05	3.45e-01	7.30e-01	1.00e+00
ACSL4	1.01e+03	0.10	0.12	8.47e-01	3.97e-01	1.00e+00
ACSL6	7.54e-01	0.68	1.52	4.48e-01	6.54e-01	1.00e+00
ACSM2A	8.90e-01	0.11	1.38	7.77e-02	9.38e-01	1.00e+00
ACSM2B	7.97e-01	2.54	1.56	1.63e+00	1.04e-01	1.00e+00
ACSM4	8.40e-01	1.47	1.51	9.69e-01	3.33e-01	1.00e+00
ACSS1	9.45e+00	0.51	0.40	1.27e+00	2.06e-01	1.00e+00
ACTA1	2.78e+00	0.45	1.00	4.46e-01	6.55e-01	1.00e+00
ACTB	2.93e+04	0.15	0.12	1.25e+00	2.12e-01	1.00e+00
ACTC1	4.87e+00	0.12	0.69	1.71e-01	8.64e-01	1.00e+00
ACTG1	2.89e+04	0.05	0.08	6.53e-01	5.14e-01	1.00e+00
ACTR10	6.37e+02	0.07	0.10	7.37e-01	4.61e-01	1.00e+00
ACTR2	1.16e+04	0.07	0.09	7.67e-01	4.43e-01	1.00e+00
ACTR3	4.99e+03	0.11	0.09	1.12e+00	2.63e-01	1.00e+00
ACTR3C	2.72e+00	1.19	0.80	1.48e+00	1.39e-01	1.00e+00
ACTR5	5.09e+01	0.13	0.17	7.88e-01	4.31e-01	1.00e+00
ACTR6	1.33e+02	0.11	0.12	9.55e-01	3.40e-01	1.00e+00
ACTRT3	4.71e+01	0.16	0.19	8.48e-01	3.96e-01	1.00e+00
ACVR1	2.27e+02	0.08	0.10	7.52e-01	4.52e-01	1.00e+00
ACVR1B	2.00e+02	0.09	0.12	7.76e-01	4.38e-01	1.00e+00
ACVR2A	1.11e+02	0.14	0.14	1.02e+00	3.08e-01	1.00e+00
ACVR2B	5.67e+02	0.02	0.11	2.09e-01	8.35e-01	1.00e+00
ACVRL1	9.13e+02	0.09	0.08	1.08e+00	2.78e-01	1.00e+00
ADA	1.62e+02	0.03	0.13	1.94e-01	8.46e-01	1.00e+00
ADAL	4.56e+01	0.17	0.23	7.57e-01	4.49e-01	1.00e+00
ADAM17	9.71e+02	0.06	0.07	8.59e-01	3.90e-01	1.00e+00
ADAM28	3.42e+00	0.32	0.65	4.97e-01	6.19e-01	1.00e+00
ADAM32	3.66e+00	0.47	0.72	6.49e-01	5.16e-01	1.00e+00
ADAM8	1.10e+00	1.08	1.18	9.11e-01	3.63e-01	1.00e+00
ADAM9	8.67e+02	0.03	0.09	2.81e-01	7.79e-01	1.00e+00
ADAMTS1	3.59e+02	0.12	0.18	6.77e-01	4.99e-01	1.00e+00
ADAMTS15	1.19e+01	0.32	0.39	8.07e-01	4.19e-01	1.00e+00
ADAMTS16	2.97e+00	0.09	0.71	1.22e-01	9.03e-01	1.00e+00
ADAMTS2	3.43e+00	1.44	0.59	2.42e+00	1.55e-02	1.00e+00
ADAMTS3	9.73e+01	0.06	0.13	4.42e-01	6.59e-01	1.00e+00
ADAMTS4	4.07e+01	0.24	0.23	1.04e+00	2.97e-01	1.00e+00
ADAMTS5	1.41e+01	0.19	0.35	5.33e-01	5.94e-01	1.00e+00
ADAMTS6	1.48e+01	0.25	0.30	8.39e-01	4.02e-01	1.00e+00
ADAMTS8	1.41e+00	1.82	0.98	1.86e+00	6.27e-02	1.00e+00
ADAMTSL2	3.12e+00	1.24	0.90	1.38e+00	1.67e-01	1.00e+00
ADAMTSL3	5.43e+00	0.14	0.51	2.78e-01	7.81e-01	1.00e+00
ADAMTSL4	4.25e+00	0.22	0.71	3.01e-01	7.63e-01	1.00e+00
ADAMTSL5	1.25e+00	0.54	1.07	5.03e-01	6.15e-01	1.00e+00
ADAP2	1.09e+00	1.04	1.26	8.23e-01	4.10e-01	1.00e+00
ADAR	1.37e+03	0.05	0.08	6.27e-01	5.31e-01	1.00e+00
ADAT1	1.99e+02	0.05	0.12	3.85e-01	7.00e-01	1.00e+00
ADCK5	2.14e+01	0.04	0.29	1.53e-01	8.78e-01	1.00e+00
ADCY1	1.95e+02	0.20	0.18	1.12e+00	2.62e-01	1.00e+00
ADCY2	1.34e+00	1.38	1.19	1.16e+00	2.46e-01	1.00e+00
ADCY5	1.04e+01	0.18	0.38	4.85e-01	6.28e-01	1.00e+00
ADCYAP1R1	1.07e+02	0.08	0.15	5.79e-01	5.63e-01	1.00e+00
ADGRA2	3.48e+02	0.05	0.11	4.62e-01	6.44e-01	1.00e+00
ADGRE5	1.96e+01	0.03	0.30	1.08e-01	9.14e-01	1.00e+00
ADGRF1	1.31e+00	2.11	1.48	1.43e+00	1.52e-01	1.00e+00
ADGRF5	6.26e+03	0.04	0.06	5.42e-01	5.88e-01	1.00e+00
ADGRG1	1.63e+02	0.16	0.16	9.80e-01	3.27e-01	1.00e+00
ADGRG2	1.55e+00	0.31	1.11	2.82e-01	7.78e-01	1.00e+00
ADGRL1	1.10e+02	0.09	0.16	5.74e-01	5.66e-01	1.00e+00
ADGRL4	2.80e+03	0.07	0.12	5.42e-01	5.88e-01	1.00e+00
ADH1B	3.57e-01	0.68	2.08	3.25e-01	7.45e-01	1.00e+00
ADH4	9.06e-01	1.92	1.37	1.40e+00	1.61e-01	1.00e+00
ADHFE1	2.83e+00	0.11	0.83	1.27e-01	8.99e-01	1.00e+00
ADI1	2.34e+02	0.01	0.11	9.00e-02	9.28e-01	1.00e+00
ADIPOQ	1.45e+00	0.35	0.90	3.87e-01	6.99e-01	1.00e+00
ADIPOR1	4.94e+02	0.09	0.07	1.23e+00	2.18e-01	1.00e+00
ADIPOR2	7.77e+02	0.18	0.13	1.39e+00	1.65e-01	1.00e+00
ADORA1	4.87e+00	0.02	0.57	3.46e-02	9.72e-01	1.00e+00
ADPRH	1.25e+02	0.07	0.10	7.48e-01	4.54e-01	1.00e+00
ADPRHL1	1.01e+01	0.92	0.55	1.66e+00	9.69e-02	1.00e+00
ADRA1A	1.39e+00	0.42	1.50	2.78e-01	7.81e-01	1.00e+00
ADRA2A	1.05e+01	0.08	0.43	1.78e-01	8.59e-01	1.00e+00
ADRA2B	4.11e-01	0.88	1.99	4.43e-01	6.57e-01	1.00e+00
ADRA2C	5.11e+00	0.82	0.67	1.23e+00	2.20e-01	1.00e+00
AFAP1L2	4.17e+02	0.04	0.09	4.14e-01	6.79e-01	1.00e+00
AFF1	1.28e+03	0.07	0.09	7.53e-01	4.51e-01	1.00e+00
AFF3	6.52e+00	1.29	0.45	2.87e+00	4.04e-03	1.00e+00
AFF4	8.64e+02	0.12	0.10	1.13e+00	2.61e-01	1.00e+00
AFG1L	4.43e+01	0.29	0.16	1.85e+00	6.46e-02	1.00e+00
AFMID	7.95e+01	0.01	0.15	9.07e-02	9.28e-01	1.00e+00
AFTPH	2.00e+02	0.09	0.11	8.27e-01	4.08e-01	1.00e+00
AGAP3	4.87e+02	0.09	0.11	8.28e-01	4.07e-01	1.00e+00
AGAP4	3.86e+01	0.39	0.24	1.64e+00	1.01e-01	1.00e+00
AGAP6	2.43e+01	0.07	0.28	2.43e-01	8.08e-01	1.00e+00
AGAP9	1.55e+01	0.22	0.46	4.86e-01	6.27e-01	1.00e+00
AGBL1	6.77e-01	1.16	1.24	9.38e-01	3.48e-01	1.00e+00
AGBL4	7.96e-01	1.26	1.48	8.48e-01	3.97e-01	1.00e+00
AGBL5	1.43e+02	0.22	0.14	1.49e+00	1.37e-01	1.00e+00
AGER	2.95e+01	0.47	0.26	1.82e+00	6.86e-02	1.00e+00
AGFG1	4.08e+02	0.14	0.11	1.24e+00	2.15e-01	1.00e+00
AGGF1	2.83e+02	0.08	0.08	1.06e+00	2.88e-01	1.00e+00
AGMAT	1.16e+01	0.56	0.32	1.78e+00	7.45e-02	1.00e+00
AGO1	5.81e+02	0.11	0.09	1.20e+00	2.32e-01	1.00e+00
AGO2	7.02e+02	0.08	0.13	5.98e-01	5.50e-01	1.00e+00
AGO3	2.41e+02	0.23	0.13	1.80e+00	7.25e-02	1.00e+00
AGO4	4.62e+02	0.09	0.09	1.03e+00	3.02e-01	1.00e+00
AGPAT1	3.60e+02	0.03	0.10	3.53e-01	7.24e-01	1.00e+00
AGPAT2	2.14e+01	0.05	0.26	2.09e-01	8.35e-01	1.00e+00
AGPAT3	2.61e+02	0.09	0.09	9.55e-01	3.39e-01	1.00e+00
AGPAT4	4.67e+02	0.07	0.11	6.71e-01	5.02e-01	1.00e+00
AGPAT5	6.63e+02	0.07	0.10	6.65e-01	5.06e-01	1.00e+00
AGRN	1.68e+03	0.02	0.07	2.68e-01	7.89e-01	1.00e+00
AGTR1	1.54e+00	0.37	0.86	4.23e-01	6.72e-01	1.00e+00
AHCTF1	7.67e+02	0.09	0.09	1.01e+00	3.13e-01	1.00e+00
AHCYL1	6.96e+02	0.06	0.08	7.37e-01	4.61e-01	1.00e+00
AHCYL2	1.79e+02	0.15	0.12	1.27e+00	2.05e-01	1.00e+00
AHDC1	8.10e+01	0.10	0.14	7.49e-01	4.54e-01	1.00e+00
AHI1	9.82e+01	0.23	0.14	1.65e+00	9.88e-02	1.00e+00
AHR	7.44e+02	0.02	0.10	2.22e-01	8.24e-01	1.00e+00
AHRR	2.80e+01	0.02	0.24	6.94e-02	9.45e-01	1.00e+00
AHSA1	8.78e+02	0.02	0.08	2.01e-01	8.41e-01	1.00e+00
AIF1L	5.54e+01	0.09	0.18	4.78e-01	6.32e-01	1.00e+00
AIFM1	4.29e+02	0.03	0.09	2.95e-01	7.68e-01	1.00e+00
AIM2	4.48e+00	1.05	0.71	1.49e+00	1.37e-01	1.00e+00
AIP	1.31e+02	0.13	0.13	9.62e-01	3.36e-01	1.00e+00
AIPL1	1.06e+00	0.47	1.06	4.44e-01	6.57e-01	1.00e+00
AJAP1	8.28e-01	1.97	1.54	1.29e+00	1.99e-01	1.00e+00
AK2	9.52e+02	0.06	0.07	8.48e-01	3.96e-01	1.00e+00
AK3	4.23e+02	0.03	0.09	3.00e-01	7.64e-01	1.00e+00
AKAP10	1.69e+02	0.01	0.12	9.85e-02	9.22e-01	1.00e+00
AKAP11	6.35e+02	0.03	0.11	2.73e-01	7.85e-01	1.00e+00
AKAP12	1.23e+04	0.04	0.12	3.23e-01	7.47e-01	1.00e+00
AKAP13	2.28e+03	0.02	0.11	1.76e-01	8.60e-01	1.00e+00
AKAP6	4.85e+00	0.33	0.53	6.23e-01	5.33e-01	1.00e+00
AKAP8L	2.07e+02	0.01	0.12	8.56e-02	9.32e-01	1.00e+00
AKIP1	9.31e+01	0.01	0.14	9.57e-02	9.24e-01	1.00e+00
AKIRIN1	1.43e+03	0.12	0.14	8.33e-01	4.05e-01	1.00e+00
AKNA	8.69e+01	0.03	0.17	1.60e-01	8.73e-01	1.00e+00
AKR1A1	1.91e+02	0.02	0.14	1.23e-01	9.02e-01	1.00e+00
AKR1B1	2.41e+02	0.10	0.10	1.00e+00	3.16e-01	1.00e+00
AKR1B10	6.97e-01	1.94	1.50	1.29e+00	1.98e-01	1.00e+00
AKR1B15	1.18e+01	0.24	0.37	6.51e-01	5.15e-01	1.00e+00
AKR1C3	1.13e+00	1.05	1.18	8.84e-01	3.77e-01	1.00e+00
AKTIP	1.35e+02	0.18	0.11	1.62e+00	1.06e-01	1.00e+00
ALAD	1.54e+02	0.04	0.13	3.24e-01	7.46e-01	1.00e+00
ALCAM	5.98e+01	0.12	0.41	2.80e-01	7.80e-01	1.00e+00
ALDH18A1	5.59e+02	0.06	0.08	7.32e-01	4.64e-01	1.00e+00
ALDH1A2	1.47e+02	0.17	0.12	1.43e+00	1.52e-01	1.00e+00
ALDH1A3	2.75e+01	0.30	0.24	1.25e+00	2.12e-01	1.00e+00
ALDH1L2	2.78e+01	0.25	0.23	1.06e+00	2.88e-01	1.00e+00
ALDH3B1	1.23e+00	0.46	1.32	3.47e-01	7.29e-01	1.00e+00
ALDH6A1	1.08e+02	0.12	0.15	8.24e-01	4.10e-01	1.00e+00
ALDH7A1	7.32e+02	0.01	0.09	9.95e-02	9.21e-01	1.00e+00
ALDH9A1	6.72e+02	0.01	0.10	1.47e-01	8.83e-01	1.00e+00
ALDOB	6.08e-01	0.84	1.46	5.78e-01	5.64e-01	1.00e+00
ALG1	1.32e+02	0.07	0.11	6.76e-01	4.99e-01	1.00e+00
ALG10	7.16e+01	0.06	0.16	4.09e-01	6.83e-01	1.00e+00
ALG10B	2.14e+02	0.11	0.13	8.44e-01	3.99e-01	1.00e+00
ALG13	1.94e+02	0.19	0.09	2.15e+00	3.13e-02	1.00e+00
ALG3	2.70e+01	0.05	0.28	1.79e-01	8.58e-01	1.00e+00
ALG5	1.82e+02	0.03	0.10	2.88e-01	7.73e-01	1.00e+00
ALG6	1.07e+02	0.04	0.14	2.94e-01	7.69e-01	1.00e+00
ALG8	1.55e+02	0.06	0.15	4.28e-01	6.68e-01	1.00e+00
ALG9	1.37e+02	0.22	0.10	2.12e+00	3.41e-02	1.00e+00
ALKBH3	5.51e+01	0.06	0.15	3.84e-01	7.01e-01	1.00e+00
ALKBH7	2.22e+01	0.30	0.32	9.36e-01	3.49e-01	1.00e+00
ALOX15	1.86e+00	0.71	1.01	7.05e-01	4.81e-01	1.00e+00
ALOX5	9.54e-01	1.38	1.44	9.64e-01	3.35e-01	1.00e+00
ALPK1	7.75e+00	0.52	0.43	1.21e+00	2.25e-01	1.00e+00
ALS2	1.09e+03	0.04	0.08	5.75e-01	5.65e-01	1.00e+00
ALS2CL	3.21e+01	0.34	0.25	1.39e+00	1.65e-01	1.00e+00
ALYREF	6.08e+02	0.13	0.09	1.38e+00	1.67e-01	1.00e+00
AMD1	1.73e+03	0.07	0.12	5.58e-01	5.77e-01	1.00e+00
AMER1	3.89e+01	0.19	0.21	8.97e-01	3.70e-01	1.00e+00
AMER3	7.14e-01	1.99	1.63	1.22e+00	2.21e-01	1.00e+00
AMFR	5.08e+02	0.02	0.09	2.73e-01	7.85e-01	1.00e+00
AMHR2	7.30e+00	0.27	0.46	5.84e-01	5.59e-01	1.00e+00
AMIGO3	1.37e+01	0.23	0.30	7.96e-01	4.26e-01	1.00e+00
AMMECR1	7.33e+01	0.15	0.15	1.04e+00	2.96e-01	1.00e+00
AMMECR1L	5.48e+02	0.06	0.08	8.49e-01	3.96e-01	1.00e+00
AMPH	3.00e+01	0.26	0.28	8.99e-01	3.68e-01	1.00e+00
AMY2B	6.48e+00	0.38	0.45	8.38e-01	4.02e-01	1.00e+00
ANAPC1	4.15e+02	0.04	0.08	4.82e-01	6.30e-01	1.00e+00
ANAPC13	3.62e+02	0.04	0.09	3.98e-01	6.90e-01	1.00e+00
ANAPC16	4.63e+02	0.14	0.11	1.29e+00	1.97e-01	1.00e+00
ANAPC5	3.74e+02	0.03	0.08	3.06e-01	7.59e-01	1.00e+00
ANG	3.25e+00	1.27	0.69	1.83e+00	6.75e-02	1.00e+00
ANGEL1	7.34e+01	0.03	0.16	1.96e-01	8.44e-01	1.00e+00
ANGEL2	3.60e+02	0.05	0.10	4.42e-01	6.59e-01	1.00e+00
ANGPT1	3.54e+01	0.05	0.19	2.45e-01	8.07e-01	1.00e+00
ANGPTL4	7.04e+01	0.30	0.20	1.52e+00	1.29e-01	1.00e+00
ANGPTL5	8.60e-01	0.40	1.21	3.27e-01	7.44e-01	1.00e+00
ANGPTL6	5.72e-01	0.36	1.74	2.10e-01	8.34e-01	1.00e+00
ANK2	1.04e+02	0.01	0.18	3.07e-02	9.76e-01	1.00e+00
ANKAR	8.05e+00	0.01	0.42	3.39e-02	9.73e-01	1.00e+00
ANKDD1A	1.12e+01	0.08	0.40	1.98e-01	8.43e-01	1.00e+00
ANKDD1B	3.50e+00	1.49	0.67	2.22e+00	2.64e-02	1.00e+00
ANKHD1	8.14e+02	0.04	0.11	3.62e-01	7.17e-01	1.00e+00
ANKIB1	3.81e+02	0.01	0.09	6.47e-02	9.48e-01	1.00e+00
ANKMY1	2.58e+01	0.24	0.26	9.18e-01	3.59e-01	1.00e+00
ANKRA2	5.22e+01	0.08	0.16	5.29e-01	5.97e-01	1.00e+00
ANKRD1	3.37e+03	0.20	0.27	7.41e-01	4.59e-01	1.00e+00
ANKRD10	2.91e+02	0.14	0.11	1.26e+00	2.08e-01	1.00e+00
ANKRD12	7.70e+02	0.15	0.09	1.66e+00	9.61e-02	1.00e+00
ANKRD13A	3.13e+02	0.04	0.09	4.71e-01	6.37e-01	1.00e+00
ANKRD13C	5.92e+02	0.02	0.10	1.71e-01	8.64e-01	1.00e+00
ANKRD16	1.34e+01	0.35	0.42	8.32e-01	4.05e-01	1.00e+00
ANKRD18A	5.23e+00	0.26	0.52	5.08e-01	6.12e-01	1.00e+00
ANKRD18B	7.31e+00	0.33	0.48	6.95e-01	4.87e-01	1.00e+00
ANKRD23	3.93e+00	0.63	0.66	9.61e-01	3.37e-01	1.00e+00
ANKRD26	3.10e+02	0.01	0.10	9.00e-02	9.28e-01	1.00e+00
ANKRD28	3.24e+02	0.19	0.11	1.66e+00	9.79e-02	1.00e+00
ANKRD33B	5.35e+02	0.08	0.11	7.70e-01	4.41e-01	1.00e+00
ANKRD34A	2.43e+00	1.06	1.02	1.04e+00	2.98e-01	1.00e+00
ANKRD35	5.52e+00	0.28	0.47	6.02e-01	5.47e-01	1.00e+00
ANKRD36B	1.06e+02	0.19	0.19	1.02e+00	3.10e-01	1.00e+00
ANKRD36C	9.89e+01	0.08	0.18	4.33e-01	6.65e-01	1.00e+00
ANKRD40CL	3.13e+00	1.45	0.82	1.77e+00	7.67e-02	1.00e+00
ANKRD46	2.94e+02	0.09	0.11	7.93e-01	4.28e-01	1.00e+00
ANKRD49	8.87e+01	0.20	0.15	1.32e+00	1.88e-01	1.00e+00
ANKRD50	1.76e+03	0.06	0.11	5.57e-01	5.77e-01	1.00e+00
ANKRD53	2.75e+00	0.65	0.76	8.52e-01	3.94e-01	1.00e+00
ANKRD54	1.03e+02	0.09	0.16	5.88e-01	5.56e-01	1.00e+00
ANKRD55	5.80e-01	0.46	1.52	3.04e-01	7.61e-01	1.00e+00
ANKRD6	2.11e+02	0.04	0.11	3.93e-01	6.94e-01	1.00e+00
ANKRD60	5.28e-01	0.47	1.61	2.91e-01	7.71e-01	1.00e+00
ANKRD61	1.85e+00	1.13	0.85	1.32e+00	1.86e-01	1.00e+00
ANKRD62	1.41e+00	0.19	0.94	2.04e-01	8.38e-01	1.00e+00
ANKRD63	1.20e+00	0.58	1.23	4.75e-01	6.35e-01	1.00e+00
ANKS1A	2.36e+02	0.08	0.10	7.75e-01	4.38e-01	1.00e+00
ANKS3	2.73e+01	0.05	0.28	1.74e-01	8.62e-01	1.00e+00
ANKS4B	1.63e+00	0.78	0.97	8.04e-01	4.22e-01	1.00e+00
ANKS6	8.33e+01	0.03	0.13	2.75e-01	7.83e-01	1.00e+00
ANKZF1	1.16e+02	0.13	0.16	8.55e-01	3.92e-01	1.00e+00
ANLN	3.32e+02	0.05	0.11	4.19e-01	6.75e-01	1.00e+00
ANO1	1.95e+01	0.05	0.36	1.39e-01	8.89e-01	1.00e+00
ANO2	8.03e+00	0.10	0.51	1.87e-01	8.52e-01	1.00e+00
ANO4	5.86e+01	0.15	0.17	9.19e-01	3.58e-01	1.00e+00
ANO6	1.84e+03	0.01	0.09	1.58e-01	8.75e-01	1.00e+00
ANO7	5.34e+00	0.33	0.55	5.91e-01	5.54e-01	1.00e+00
ANO9	7.06e-01	0.76	1.68	4.49e-01	6.54e-01	1.00e+00
ANP32B	4.22e+03	0.06	0.13	5.00e-01	6.17e-01	1.00e+00
ANXA3	9.31e+01	0.12	0.15	7.57e-01	4.49e-01	1.00e+00
AOAH	9.13e-01	0.31	2.60	1.19e-01	9.05e-01	1.00e+00
AOC2	4.21e+00	1.07	0.58	1.83e+00	6.70e-02	1.00e+00
AOPEP	9.78e+01	0.22	0.15	1.45e+00	1.47e-01	1.00e+00
AOX1	4.33e-01	0.44	2.21	2.00e-01	8.42e-01	1.00e+00
AP1AR	3.61e+02	0.06	0.11	6.15e-01	5.39e-01	1.00e+00
AP1G1	9.41e+02	0.02	0.06	3.64e-01	7.16e-01	1.00e+00
AP1M1	3.99e+02	0.08	0.07	1.11e+00	2.67e-01	1.00e+00
AP1S2	4.34e+03	0.08	0.13	6.44e-01	5.19e-01	1.00e+00
AP2A1	3.48e+02	0.05	0.13	4.06e-01	6.85e-01	1.00e+00
AP3B2	2.02e+00	1.42	0.78	1.84e+00	6.64e-02	1.00e+00
AP3M2	5.45e+02	0.04	0.07	4.72e-01	6.37e-01	1.00e+00
AP3S2	1.41e+02	0.01	0.22	5.48e-02	9.56e-01	1.00e+00
