gene_id	baseMn	l2fc	lfcSE	stat	pval	padj
CCDC178	7.42e+00	-0.49	0.46	-1.05e+00	2.92e-01	1.00e+00
CCDC181	4.11e+01	-0.09	0.19	-5.05e-01	6.13e-01	1.00e+00
CCDC186	2.76e+02	-0.07	0.11	-6.69e-01	5.03e-01	1.00e+00
CCDC191	4.23e+01	-0.01	0.24	-4.40e-02	9.65e-01	1.00e+00
CCDC198	8.88e-01	-0.18	1.22	-1.49e-01	8.81e-01	1.00e+00
CCDC200	1.68e+00	-0.93	1.08	-8.62e-01	3.88e-01	1.00e+00
CCDC22	7.38e+01	-0.03	0.16	-2.02e-01	8.40e-01	1.00e+00
CCDC28A	8.26e+01	-0.20	0.16	-1.27e+00	2.04e-01	1.00e+00
CCDC28B	4.04e+01	-0.10	0.24	-4.42e-01	6.58e-01	1.00e+00
CCDC3	4.24e+02	-0.05	0.10	-5.16e-01	6.06e-01	1.00e+00
CCDC47	2.08e+03	-0.02	0.07	-3.50e-01	7.26e-01	1.00e+00
CCDC57	4.63e+01	-0.09	0.27	-3.28e-01	7.43e-01	1.00e+00
CCDC59	2.84e+02	-0.08	0.11	-7.10e-01	4.78e-01	1.00e+00
CCDC65	3.34e+00	-0.09	0.70	-1.23e-01	9.02e-01	1.00e+00
CCDC66	7.09e+01	-0.22	0.18	-1.23e+00	2.19e-01	1.00e+00
CCDC68	5.67e+01	-0.04	0.15	-2.66e-01	7.90e-01	1.00e+00
CCDC69	3.39e+01	-0.33	0.20	-1.64e+00	1.02e-01	1.00e+00
CCDC7	5.09e+00	-0.36	0.62	-5.75e-01	5.65e-01	1.00e+00
CCDC71	1.04e+02	-0.22	0.16	-1.34e+00	1.79e-01	1.00e+00
CCDC74B	6.82e-01	-0.54	1.83	-2.97e-01	7.66e-01	1.00e+00
CCDC80	8.07e+01	-0.21	0.13	-1.54e+00	1.25e-01	1.00e+00
CCDC81	6.91e+01	-0.21	0.19	-1.12e+00	2.64e-01	1.00e+00
CCDC82	8.64e+02	-0.05	0.08	-6.29e-01	5.29e-01	1.00e+00
CCDC86	2.93e+02	-0.03	0.12	-2.35e-01	8.14e-01	1.00e+00
CCDC87	1.87e+00	-0.04	1.13	-3.12e-02	9.75e-01	1.00e+00
CCDC88A	9.63e+02	-0.06	0.10	-5.45e-01	5.86e-01	1.00e+00
CCDC88B	3.94e+00	-0.35	0.59	-5.87e-01	5.57e-01	1.00e+00
CCDC88C	3.16e+02	-0.16	0.10	-1.54e+00	1.23e-01	1.00e+00
CCDC9	1.12e+02	-0.06	0.15	-3.79e-01	7.05e-01	1.00e+00
CCDC91	1.86e+02	-0.07	0.10	-7.37e-01	4.61e-01	1.00e+00
CCDC92	2.51e+02	-0.13	0.12	-1.07e+00	2.87e-01	1.00e+00
CCDC96	3.35e+01	-0.39	0.22	-1.76e+00	7.91e-02	1.00e+00
CCDC9B	4.62e+00	-0.38	0.61	-6.23e-01	5.33e-01	1.00e+00
CCHCR1	1.02e+02	-0.13	0.14	-9.39e-01	3.47e-01	1.00e+00
CCIN	1.07e+00	-0.73	1.19	-6.11e-01	5.41e-01	1.00e+00
CCL1	7.80e-01	-1.03	1.46	-7.07e-01	4.80e-01	1.00e+00
CCL20	9.16e+00	-0.24	0.53	-4.58e-01	6.47e-01	1.00e+00
CCL3L3	2.04e+00	-0.16	0.97	-1.67e-01	8.68e-01	1.00e+00
CCL5	2.37e+00	-0.05	1.00	-5.24e-02	9.58e-01	1.00e+00
CCL8	4.61e+00	-1.11	0.55	-1.99e+00	4.62e-02	1.00e+00
CCM2	1.99e+02	-0.25	0.11	-2.27e+00	2.31e-02	1.00e+00
CCM2L	8.55e+01	-0.02	0.18	-9.26e-02	9.26e-01	1.00e+00
CCN3	2.44e+00	-1.61	0.79	-2.03e+00	4.21e-02	1.00e+00
CCNA2	1.12e+02	-0.06	0.13	-5.11e-01	6.09e-01	1.00e+00
CCNB1	2.30e+02	-0.06	0.09	-6.67e-01	5.05e-01	1.00e+00
CCNB2	3.23e+01	-0.45	0.25	-1.80e+00	7.23e-02	1.00e+00
CCNB3	2.15e+00	-0.54	0.85	-6.43e-01	5.20e-01	1.00e+00
CCNDBP1	1.52e+02	-0.02	0.13	-1.60e-01	8.73e-01	1.00e+00
CCNE1	4.50e+01	-0.32	0.20	-1.61e+00	1.07e-01	1.00e+00
CCNF	1.13e+02	-0.20	0.12	-1.60e+00	1.09e-01	1.00e+00
CCNH	1.91e+02	-0.03	0.10	-3.18e-01	7.51e-01	1.00e+00
CCNK	3.88e+02	-0.07	0.10	-7.30e-01	4.65e-01	1.00e+00
CCNO	6.85e-01	-0.42	1.69	-2.46e-01	8.06e-01	1.00e+00
CCNT2	3.37e+02	-0.01	0.11	-8.11e-02	9.35e-01	1.00e+00
CCNYL1	4.65e+02	-0.03	0.08	-4.09e-01	6.82e-01	1.00e+00
CCP110	1.80e+02	-0.01	0.12	-5.19e-02	9.59e-01	1.00e+00
CCPG1	1.76e+03	-0.02	0.10	-2.59e-01	7.96e-01	1.00e+00
CCS	6.22e+01	-0.12	0.23	-5.17e-01	6.05e-01	1.00e+00
CCSER1	2.54e+01	-0.06	0.25	-2.48e-01	8.04e-01	1.00e+00
CCT3	1.35e+03	-0.05	0.09	-5.45e-01	5.85e-01	1.00e+00
CCT4	1.29e+03	-0.05	0.07	-6.91e-01	4.90e-01	1.00e+00
CCT5	3.17e+03	-0.04	0.07	-5.53e-01	5.81e-01	1.00e+00
CCT7	2.11e+03	-0.13	0.06	-2.08e+00	3.76e-02	1.00e+00
CCZ1B	9.78e+02	-0.11	0.06	-1.72e+00	8.46e-02	1.00e+00
CD109	9.99e+02	-0.01	0.07	-9.78e-02	9.22e-01	1.00e+00
CD151	3.26e+02	-0.17	0.12	-1.41e+00	1.58e-01	1.00e+00
CD163L1	3.05e+01	-0.55	0.21	-2.56e+00	1.04e-02	1.00e+00
CD1D	2.14e+01	-0.49	0.35	-1.39e+00	1.66e-01	1.00e+00
CD1E	4.74e-01	-2.26	1.94	-1.16e+00	2.45e-01	1.00e+00
CD209	2.84e+01	-0.12	0.24	-4.94e-01	6.21e-01	1.00e+00
CD248	2.37e+02	-0.13	0.14	-9.00e-01	3.68e-01	1.00e+00
CD274	5.22e+00	-0.27	0.56	-4.85e-01	6.27e-01	1.00e+00
CD2AP	1.08e+03	-0.01	0.07	-1.84e-01	8.54e-01	1.00e+00
CD2BP2	6.32e+02	-0.11	0.12	-9.53e-01	3.41e-01	1.00e+00
CD300A	7.91e-01	-1.97	1.44	-1.37e+00	1.72e-01	1.00e+00
CD300E	1.63e+00	-0.43	1.05	-4.06e-01	6.84e-01	1.00e+00
CD34	1.33e+03	-0.04	0.09	-4.31e-01	6.66e-01	1.00e+00
CD36	4.63e+01	-0.05	0.18	-2.93e-01	7.70e-01	1.00e+00
CD37	1.97e+00	-0.60	0.86	-6.98e-01	4.85e-01	1.00e+00
CD38	2.35e+00	-0.45	0.77	-5.88e-01	5.57e-01	1.00e+00
CD40	1.77e+02	-0.04	0.18	-2.30e-01	8.18e-01	1.00e+00
CD46	1.66e+03	-0.04	0.07	-5.54e-01	5.79e-01	1.00e+00
CD5	7.05e+00	-0.02	0.42	-5.59e-02	9.55e-01	1.00e+00
CD53	2.03e+00	-0.54	0.83	-6.50e-01	5.16e-01	1.00e+00
CD58	4.59e+01	-0.10	0.18	-5.47e-01	5.85e-01	1.00e+00
CD6	4.23e+00	-0.05	0.72	-7.06e-02	9.44e-01	1.00e+00
CD63	1.27e+04	-0.08	0.06	-1.28e+00	2.00e-01	1.00e+00
CD68	1.04e+02	-0.19	0.15	-1.23e+00	2.19e-01	1.00e+00
CD69	4.36e+01	-0.07	0.21	-3.19e-01	7.49e-01	1.00e+00
CD74	4.06e+00	-0.87	0.58	-1.50e+00	1.34e-01	1.00e+00
CDA	2.20e+00	-1.08	0.74	-1.46e+00	1.45e-01	1.00e+00
CDAN1	1.02e+02	-0.09	0.17	-5.29e-01	5.97e-01	1.00e+00
CDC123	5.97e+02	-0.13	0.07	-1.79e+00	7.40e-02	1.00e+00
CDC14B	1.42e+02	-0.04	0.14	-3.16e-01	7.52e-01	1.00e+00
CDC14C	2.58e+00	-0.19	0.80	-2.35e-01	8.14e-01	1.00e+00
CDC16	4.15e+02	-0.05	0.11	-4.66e-01	6.41e-01	1.00e+00
CDC20	4.73e+01	-0.06	0.17	-3.63e-01	7.17e-01	1.00e+00
CDC20B	7.92e-01	-0.83	1.32	-6.29e-01	5.30e-01	1.00e+00
CDC23	4.95e+02	-0.11	0.09	-1.22e+00	2.22e-01	1.00e+00
CDC25C	2.15e+01	-0.55	0.25	-2.20e+00	2.76e-02	1.00e+00
CDC26	4.87e+02	-0.07	0.09	-7.86e-01	4.32e-01	1.00e+00
CDC37	4.11e+03	-0.08	0.08	-9.72e-01	3.31e-01	1.00e+00
CDC42	6.07e+03	-0.03	0.08	-4.53e-01	6.51e-01	1.00e+00
CDC42BPA	1.57e+03	-0.05	0.09	-5.91e-01	5.54e-01	1.00e+00
CDC42BPB	2.93e+03	-0.08	0.10	-8.26e-01	4.09e-01	1.00e+00
CDC42EP1	3.83e+02	-0.03	0.13	-2.42e-01	8.09e-01	1.00e+00
CDC42SE1	6.77e+02	-0.03	0.06	-4.54e-01	6.50e-01	1.00e+00
CDC45	9.58e+01	-0.29	0.14	-2.06e+00	3.98e-02	1.00e+00
CDC6	3.54e+02	-0.09	0.11	-8.44e-01	3.98e-01	1.00e+00
CDC7	2.40e+02	-0.06	0.09	-6.24e-01	5.33e-01	1.00e+00
CDCA2	6.35e+01	-0.25	0.17	-1.47e+00	1.43e-01	1.00e+00
CDCA5	2.09e+02	-0.11	0.10	-1.17e+00	2.42e-01	1.00e+00
CDCP1	2.52e+00	-0.58	0.75	-7.70e-01	4.42e-01	1.00e+00
CDH10	1.11e+01	-0.05	0.34	-1.44e-01	8.86e-01	1.00e+00
CDH11	8.16e+02	-0.01	0.08	-7.09e-02	9.44e-01	1.00e+00
CDH13	9.75e+02	-0.13	0.12	-1.12e+00	2.65e-01	1.00e+00
CDH20	1.08e+02	-0.01	0.13	-1.01e-01	9.20e-01	1.00e+00
CDH22	1.68e+00	-2.34	1.02	-2.29e+00	2.18e-02	1.00e+00
CDH3	3.70e+00	-0.03	0.60	-5.10e-02	9.59e-01	1.00e+00
CDH4	1.04e+00	-0.72	1.37	-5.26e-01	5.99e-01	1.00e+00
CDH5	2.49e+03	-0.07	0.08	-9.29e-01	3.53e-01	1.00e+00
CDH8	2.80e+01	-0.11	0.26	-4.14e-01	6.79e-01	1.00e+00
CDHR1	2.22e+01	-0.20	0.25	-8.19e-01	4.13e-01	1.00e+00
CDHR3	3.06e+00	-0.32	0.73	-4.35e-01	6.64e-01	1.00e+00
CDIPT	1.26e+02	-0.04	0.15	-2.63e-01	7.92e-01	1.00e+00
CDK11A	5.04e+02	-0.03	0.21	-1.64e-01	8.70e-01	1.00e+00
CDK11B	1.21e+03	-0.16	0.19	-8.49e-01	3.96e-01	1.00e+00
CDK12	7.44e+02	-0.04	0.08	-5.60e-01	5.75e-01	1.00e+00
CDK13	4.64e+02	-0.03	0.08	-4.60e-01	6.45e-01	1.00e+00
CDK16	2.62e+02	-0.04	0.13	-2.90e-01	7.72e-01	1.00e+00
CDK19	2.36e+02	-0.03	0.12	-2.42e-01	8.09e-01	1.00e+00
CDK20	1.65e+01	-0.27	0.31	-8.65e-01	3.87e-01	1.00e+00
CDK2AP2	6.05e+01	-0.23	0.18	-1.31e+00	1.91e-01	1.00e+00
CDKL2	5.13e+00	-0.57	0.55	-1.03e+00	3.01e-01	1.00e+00
CDKL3	1.09e+01	-0.15	0.34	-4.34e-01	6.64e-01	1.00e+00
CDKL5	7.75e+01	-0.02	0.19	-1.21e-01	9.04e-01	1.00e+00
CDKN2AIPNL	1.03e+02	-0.11	0.15	-7.23e-01	4.70e-01	1.00e+00
CDKN3	2.36e+01	-0.38	0.30	-1.28e+00	1.99e-01	1.00e+00
CDNF	3.07e+00	-0.71	0.62	-1.14e+00	2.55e-01	1.00e+00
CDO1	4.19e+01	-0.05	0.22	-2.39e-01	8.11e-01	1.00e+00
CDR1	1.10e+01	-0.69	0.43	-1.61e+00	1.07e-01	1.00e+00
CDR2	4.40e+02	-0.08	0.10	-8.11e-01	4.18e-01	1.00e+00
CDR2L	1.93e+02	-0.09	0.11	-8.46e-01	3.98e-01	1.00e+00
CDRT1	1.95e+00	-0.40	0.78	-5.12e-01	6.08e-01	1.00e+00
CDRT15	9.54e-01	-0.20	1.36	-1.43e-01	8.86e-01	1.00e+00
CDS1	8.41e+00	-0.43	0.40	-1.08e+00	2.80e-01	1.00e+00
CDSN	8.40e+00	-0.20	0.43	-4.71e-01	6.38e-01	1.00e+00
CDYL	3.43e+02	-0.11	0.09	-1.22e+00	2.22e-01	1.00e+00
CDYL2	3.67e+02	-0.01	0.09	-1.13e-01	9.10e-01	1.00e+00
CEACAM1	3.35e+01	-0.03	0.24	-1.39e-01	8.89e-01	1.00e+00
CEACAM21	5.17e+01	-0.29	0.16	-1.81e+00	7.09e-02	1.00e+00
CEBPZOS	2.69e+00	-1.18	0.93	-1.27e+00	2.05e-01	1.00e+00
CELA3A	7.48e-01	-0.26	1.35	-1.92e-01	8.48e-01	1.00e+00
CELA3B	4.57e-01	-0.53	1.82	-2.94e-01	7.69e-01	1.00e+00
CELF3	3.22e+00	-0.52	0.80	-6.51e-01	5.15e-01	1.00e+00
CELF4	4.61e+00	-1.15	0.62	-1.86e+00	6.26e-02	1.00e+00
CELF5	5.12e-01	-1.29	1.92	-6.72e-01	5.02e-01	1.00e+00
CELF6	1.44e+01	-0.29	0.32	-8.99e-01	3.69e-01	1.00e+00
CELSR1	9.20e+01	-0.10	0.16	-6.31e-01	5.28e-01	1.00e+00
CELSR2	1.24e+01	-0.28	0.36	-7.87e-01	4.31e-01	1.00e+00
CEMIP	5.40e+00	-0.56	0.59	-9.52e-01	3.41e-01	1.00e+00
CEND1	6.37e-01	-0.68	1.62	-4.23e-01	6.73e-01	1.00e+00
CENPA	3.31e+01	-0.22	0.28	-7.77e-01	4.37e-01	1.00e+00
CENPB	4.15e+02	-0.01	0.21	-3.42e-02	9.73e-01	1.00e+00
CENPBD1	7.20e+01	-0.29	0.14	-2.01e+00	4.47e-02	1.00e+00
CENPE	2.24e+02	-0.08	0.15	-5.50e-01	5.82e-01	1.00e+00
CENPF	5.76e+02	-0.08	0.15	-4.86e-01	6.27e-01	1.00e+00
CENPH	4.96e+01	-0.21	0.16	-1.33e+00	1.84e-01	1.00e+00
CENPL	7.13e+01	-0.13	0.16	-7.86e-01	4.32e-01	1.00e+00
CENPN	9.60e+01	-0.11	0.15	-6.88e-01	4.92e-01	1.00e+00
CENPO	1.57e+02	-0.04	0.11	-3.77e-01	7.06e-01	1.00e+00
CENPP	7.27e+01	-0.06	0.21	-3.00e-01	7.64e-01	1.00e+00
CENPQ	7.34e+01	-0.08	0.16	-4.72e-01	6.37e-01	1.00e+00
CENPS	3.70e+01	-0.06	0.22	-2.79e-01	7.80e-01	1.00e+00
CENPS-CORT	2.16e+01	-0.15	0.27	-5.62e-01	5.74e-01	1.00e+00
CENPU	6.38e+01	-0.06	0.20	-3.19e-01	7.50e-01	1.00e+00
CENPVL3	2.03e+01	-0.45	0.28	-1.60e+00	1.10e-01	1.00e+00
CEP104	3.04e+02	-0.04	0.09	-4.83e-01	6.29e-01	1.00e+00
CEP112	2.88e+02	-0.04	0.12	-3.22e-01	7.47e-01	1.00e+00
CEP131	1.34e+02	-0.02	0.12	-1.62e-01	8.72e-01	1.00e+00
CEP152	6.92e+01	-0.13	0.13	-9.73e-01	3.31e-01	1.00e+00
CEP162	1.97e+02	-0.19	0.10	-1.99e+00	4.71e-02	1.00e+00
CEP164	1.69e+02	-0.01	0.16	-8.79e-02	9.30e-01	1.00e+00
CEP170	1.30e+03	-0.05	0.08	-5.77e-01	5.64e-01	1.00e+00
CEP170B	5.28e+01	-0.39	0.17	-2.30e+00	2.16e-02	1.00e+00
CEP250	7.77e+02	-0.07	0.20	-3.44e-01	7.31e-01	1.00e+00
CEP295	1.94e+02	-0.16	0.11	-1.40e+00	1.62e-01	1.00e+00
CEP55	1.65e+02	-0.08	0.13	-5.79e-01	5.62e-01	1.00e+00
CEP57	3.09e+02	-0.01	0.08	-1.99e-01	8.43e-01	1.00e+00
CEP63	4.66e+02	-0.05	0.12	-4.30e-01	6.67e-01	1.00e+00
CEP72	2.22e+01	-0.22	0.23	-9.54e-01	3.40e-01	1.00e+00
CEP76	7.41e+01	-0.13	0.17	-7.71e-01	4.41e-01	1.00e+00
CEP85	1.70e+02	-0.06	0.12	-5.20e-01	6.03e-01	1.00e+00
CEP95	1.18e+02	-0.01	0.13	-6.69e-02	9.47e-01	1.00e+00
CEPT1	4.12e+02	-0.01	0.10	-1.49e-01	8.82e-01	1.00e+00
CERK	7.00e+02	-0.08	0.08	-9.74e-01	3.30e-01	1.00e+00
CERT1	5.77e+02	-0.07	0.09	-7.46e-01	4.56e-01	1.00e+00
CES2	1.56e+02	-0.05	0.12	-4.09e-01	6.82e-01	1.00e+00
CETN2	8.67e+02	-0.01	0.07	-1.01e-01	9.19e-01	1.00e+00
CETN3	2.92e+02	-0.16	0.10	-1.59e+00	1.11e-01	1.00e+00
CETP	2.02e+00	-0.62	0.85	-7.29e-01	4.66e-01	1.00e+00
CFAP126	2.96e+00	-1.70	1.05	-1.62e+00	1.04e-01	1.00e+00
CFAP20	3.67e+02	-0.02	0.09	-2.19e-01	8.27e-01	1.00e+00
CFAP221	1.14e+00	-0.83	1.45	-5.72e-01	5.67e-01	1.00e+00
CFAP298	1.50e+03	-0.05	0.08	-6.37e-01	5.24e-01	1.00e+00
CFAP298-TCP10L	3.79e+00	-0.71	0.78	-9.16e-01	3.60e-01	1.00e+00
CFAP300	3.73e+00	-0.61	0.87	-7.05e-01	4.81e-01	1.00e+00
CFAP410	7.54e+01	-0.17	0.18	-9.40e-01	3.47e-01	1.00e+00
CFAP418	2.16e+01	-0.06	0.24	-2.60e-01	7.95e-01	1.00e+00
CFAP43	5.04e+00	-0.02	0.57	-3.56e-02	9.72e-01	1.00e+00
CFAP44	1.52e+01	-0.78	0.47	-1.65e+00	9.97e-02	1.00e+00
CFAP54	6.46e+00	-0.04	0.49	-8.04e-02	9.36e-01	1.00e+00
CFAP58	2.98e+00	-0.06	0.71	-8.68e-02	9.31e-01	1.00e+00
CFAP69	7.26e+00	-0.21	0.47	-4.47e-01	6.55e-01	1.00e+00
CFAP70	1.85e+00	-0.11	0.79	-1.43e-01	8.86e-01	1.00e+00
CFAP77	3.75e+00	-0.14	0.57	-2.54e-01	7.99e-01	1.00e+00
CFAP91	5.44e-01	-1.41	1.52	-9.29e-01	3.53e-01	1.00e+00
CFAP92	1.56e+01	-0.59	0.28	-2.10e+00	3.58e-02	1.00e+00
CFB	4.36e-01	-0.35	2.01	-1.74e-01	8.62e-01	1.00e+00
CFDP1	2.39e+03	-0.03	0.10	-2.48e-01	8.04e-01	1.00e+00
CFL1	3.80e+03	-0.01	0.07	-2.14e-01	8.31e-01	1.00e+00
CFP	1.01e+01	-0.01	0.44	-3.06e-02	9.76e-01	1.00e+00
CGN	1.75e+02	-0.13	0.18	-7.03e-01	4.82e-01	1.00e+00
CGNL1	3.57e+03	-0.01	0.14	-8.75e-02	9.30e-01	1.00e+00
CGRRF1	3.58e+01	-0.16	0.20	-7.90e-01	4.30e-01	1.00e+00
CH25H	1.07e+00	-0.78	1.27	-6.12e-01	5.41e-01	1.00e+00
CHAC1	4.36e+01	-0.20	0.20	-1.00e+00	3.16e-01	1.00e+00
CHAF1B	1.68e+02	-0.13	0.13	-1.01e+00	3.13e-01	1.00e+00
CHCHD1	1.31e+02	-0.05	0.14	-3.75e-01	7.08e-01	1.00e+00
CHCHD2	1.87e+02	-0.11	0.14	-7.87e-01	4.31e-01	1.00e+00
CHCHD4	1.13e+02	-0.17	0.12	-1.45e+00	1.47e-01	1.00e+00
CHCHD5	1.37e+01	-0.01	0.36	-1.79e-02	9.86e-01	1.00e+00
CHCHD7	3.36e+02	-0.02	0.08	-2.02e-01	8.40e-01	1.00e+00
CHD1L	4.85e+02	-0.03	0.09	-3.73e-01	7.09e-01	1.00e+00
CHD2	8.22e+02	-0.03	0.15	-2.09e-01	8.35e-01	1.00e+00
CHD3	7.86e+02	-0.04	0.14	-2.82e-01	7.78e-01	1.00e+00
CHD4	5.10e+03	-0.01	0.08	-1.30e-01	8.97e-01	1.00e+00
CHD6	4.37e+02	-0.07	0.15	-4.61e-01	6.45e-01	1.00e+00
CHD8	1.06e+03	-0.04	0.09	-4.14e-01	6.79e-01	1.00e+00
CHD9	4.52e+02	-0.06	0.10	-6.13e-01	5.40e-01	1.00e+00
CHEK1	3.36e+02	-0.12	0.10	-1.18e+00	2.37e-01	1.00e+00
CHGB	4.14e+01	-0.16	0.26	-5.98e-01	5.50e-01	1.00e+00
CHIC2	5.35e+01	-0.02	0.22	-9.45e-02	9.25e-01	1.00e+00
CHKA	2.45e+02	-0.11	0.09	-1.15e+00	2.49e-01	1.00e+00
CHKB	5.21e+01	-0.05	0.25	-2.21e-01	8.25e-01	1.00e+00
CHML	1.68e+02	-0.01	0.17	-4.42e-02	9.65e-01	1.00e+00
CHMP1B	8.20e+02	-0.02	0.10	-1.59e-01	8.74e-01	1.00e+00
CHMP2A	6.76e+02	-0.08	0.08	-1.02e+00	3.05e-01	1.00e+00
CHMP4A	3.56e+02	-0.14	0.11	-1.32e+00	1.86e-01	1.00e+00
CHMP4B	1.95e+03	-0.08	0.07	-1.11e+00	2.68e-01	1.00e+00
CHMP5	8.40e+02	-0.04	0.08	-5.04e-01	6.14e-01	1.00e+00
CHMP7	3.72e+02	-0.08	0.08	-9.32e-01	3.51e-01	1.00e+00
CHN1	2.78e+02	-0.01	0.14	-6.36e-02	9.49e-01	1.00e+00
CHN2	8.67e+00	-0.03	0.38	-8.38e-02	9.33e-01	1.00e+00
CHODL	1.22e+00	-1.26	1.48	-8.53e-01	3.94e-01	1.00e+00
CHPF2	3.55e+02	-0.04	0.08	-4.20e-01	6.75e-01	1.00e+00
CHRD	5.04e+00	-0.78	0.60	-1.31e+00	1.92e-01	1.00e+00
CHRFAM7A	1.01e+01	-0.47	0.50	-9.34e-01	3.50e-01	1.00e+00
CHRM3	1.14e+02	-0.08	0.15	-5.26e-01	5.99e-01	1.00e+00
CHRM4	8.63e-01	-1.64	1.22	-1.35e+00	1.77e-01	1.00e+00
CHRNA10	9.71e-01	-2.34	1.43	-1.63e+00	1.03e-01	1.00e+00
CHRNA9	1.61e+01	-0.23	0.31	-7.46e-01	4.56e-01	1.00e+00
CHRNB1	2.38e+01	-0.16	0.23	-6.92e-01	4.89e-01	1.00e+00
CHRNB2	2.94e+00	-0.01	0.80	-1.23e-02	9.90e-01	1.00e+00
CHST1	3.68e+00	-0.46	0.53	-8.60e-01	3.90e-01	1.00e+00
CHST10	1.13e+02	-0.06	0.17	-3.33e-01	7.39e-01	1.00e+00
CHST6	2.43e+01	-0.16	0.23	-7.15e-01	4.75e-01	1.00e+00
CHSY3	4.73e+02	-0.14	0.09	-1.53e+00	1.26e-01	1.00e+00
CHTF8	3.46e+02	-0.09	0.14	-6.08e-01	5.43e-01	1.00e+00
CHURC1	9.30e+01	-0.24	0.12	-2.05e+00	4.05e-02	1.00e+00
CIAO2B	5.40e+01	-0.10	0.19	-5.17e-01	6.05e-01	1.00e+00
CIAO3	7.26e+01	-0.06	0.17	-3.75e-01	7.08e-01	1.00e+00
CIAPIN1	3.82e+02	-0.03	0.07	-3.96e-01	6.92e-01	1.00e+00
CIBAR1	1.60e+02	-0.10	0.11	-9.44e-01	3.45e-01	1.00e+00
CIC	2.34e+02	-0.03	0.11	-2.96e-01	7.67e-01	1.00e+00
CIDEB	5.36e+01	-0.19	0.37	-5.21e-01	6.02e-01	1.00e+00
CIDEC	4.12e+00	-0.39	0.71	-5.46e-01	5.85e-01	1.00e+00
CILP2	6.40e-01	-1.04	1.49	-6.97e-01	4.86e-01	1.00e+00
CINP	1.45e+02	-0.18	0.12	-1.48e+00	1.38e-01	1.00e+00
CIR1	4.01e+02	-0.05	0.11	-4.80e-01	6.31e-01	1.00e+00
CISD2	2.65e+02	-0.01	0.09	-1.62e-01	8.72e-01	1.00e+00
CIT	8.55e+01	-0.12	0.19	-6.25e-01	5.32e-01	1.00e+00
CITED1	7.46e-01	-2.36	3.02	-7.81e-01	4.35e-01	1.00e+00
CKAP2L	1.15e+02	-0.05	0.13	-3.72e-01	7.10e-01	1.00e+00
CKAP4	1.96e+03	-0.05	0.07	-7.58e-01	4.49e-01	1.00e+00
CKB	4.37e+01	-0.08	0.19	-4.09e-01	6.82e-01	1.00e+00
CKMT2	7.40e-01	-1.09	1.69	-6.45e-01	5.19e-01	1.00e+00
CLASP2	4.03e+02	-0.05	0.07	-7.00e-01	4.84e-01	1.00e+00
CLASRP	1.36e+02	-0.10	0.16	-5.98e-01	5.50e-01	1.00e+00
CLCN1	4.20e-01	-1.50	1.69	-8.84e-01	3.77e-01	1.00e+00
CLCN2	9.23e+00	-0.47	0.49	-9.70e-01	3.32e-01	1.00e+00
CLCN5	2.52e+02	-0.03	0.16	-1.78e-01	8.58e-01	1.00e+00
CLCN6	1.38e+02	-0.01	0.13	-9.79e-02	9.22e-01	1.00e+00
CLCN7	2.19e+02	-0.15	0.12	-1.32e+00	1.86e-01	1.00e+00
CLDN14	1.73e+00	-0.21	0.87	-2.47e-01	8.05e-01	1.00e+00
CLDN20	5.37e-01	-1.95	1.73	-1.12e+00	2.61e-01	1.00e+00
CLDN23	4.54e+01	-0.27	0.20	-1.30e+00	1.92e-01	1.00e+00
CLDN5	1.88e+02	-0.42	0.36	-1.17e+00	2.42e-01	1.00e+00
CLDN6	1.36e+01	-0.36	0.35	-1.04e+00	2.97e-01	1.00e+00
CLEC11A	2.62e+01	-0.16	0.31	-5.13e-01	6.08e-01	1.00e+00
CLEC16A	2.54e+02	-0.01	0.13	-7.51e-02	9.40e-01	1.00e+00
CLEC18A	1.47e+00	-0.44	1.38	-3.23e-01	7.46e-01	1.00e+00
CLEC3B	2.47e+00	-0.29	0.73	-3.98e-01	6.91e-01	1.00e+00
CLEC4C	5.13e-01	-1.85	1.90	-9.76e-01	3.29e-01	1.00e+00
CLEC4E	8.87e-01	-0.17	1.29	-1.33e-01	8.94e-01	1.00e+00
CLEC4G	1.18e+00	-0.42	1.07	-3.95e-01	6.93e-01	1.00e+00
CLEC4M	1.01e+01	-0.36	0.42	-8.63e-01	3.88e-01	1.00e+00
CLEC7A	2.12e+00	-1.44	1.03	-1.39e+00	1.64e-01	1.00e+00
CLIC2	1.39e+00	-0.92	1.02	-9.07e-01	3.64e-01	1.00e+00
CLIC5	8.45e+00	-0.39	0.40	-9.96e-01	3.19e-01	1.00e+00
CLIC6	4.10e+01	-0.13	0.22	-5.65e-01	5.72e-01	1.00e+00
CLIP2	9.32e+02	-0.04	0.10	-4.15e-01	6.78e-01	1.00e+00
CLIP4	7.60e+00	-0.19	0.47	-4.14e-01	6.79e-01	1.00e+00
CLK2	1.83e+02	-0.05	0.11	-4.11e-01	6.81e-01	1.00e+00
CLN3	8.21e+01	-0.03	0.18	-1.75e-01	8.61e-01	1.00e+00
CLN6	8.67e+01	-0.02	0.15	-1.49e-01	8.81e-01	1.00e+00
CLP1	9.91e+01	-0.22	0.15	-1.45e+00	1.46e-01	1.00e+00
CLPP	1.11e+02	-0.16	0.18	-9.30e-01	3.52e-01	1.00e+00
CLPTM1	6.85e+02	-0.05	0.10	-4.42e-01	6.59e-01	1.00e+00
