	F16	F17	F18	F22	F23	F24
DCAF8	3058.47759535093	4665.34741151915	4252.50884165978	3320.5976747909	3634.6168993807	3369.76357045196
DCAKD	1306.14029934085	1421.53787710584	1323.0027507386	1087.1189883666	1246.03840101605	1134.27513390307
DCBLD1	1582.98525409244	1659.84406000681	1445.13979713428	1020.60310380115	961.925410556367	958.793106460671
DCBLD2	686.534924420616	602.286273202472	531.340727385583	623.586417801108	520.535586092211	643.434100622148
DCC	24.33801800014	40.3104986001655	44.5755643779851	38.4544957644016	4.05875700656695	6.78191410405426
DCDC2	99.3802401672383	116.189084200477	87.3681061808508	13.5110390523573	16.2350280262678	6.78191410405426
DCDC2B	9.1267567500525	0	0	1.03931069633518	0	4.23869631503391
DCDC5	13.1830930834092	17.784043500073	15.1556918885149	16.6289711413629	11.1615817680591	6.78191410405426
DCHS1	11552.4458773998	25707.4276808055	17956.8203540275	20564.8407483842	21387.6200461045	21563.0958938405
DCK	2590.98483293157	2273.98636220933	1900.70206507729	1720.05920243472	1620.45873487185	1626.81164571002
DCLK1	193.690059917781	271.503064101115	281.717566868866	89.3807198848255	65.9548013567129	57.6462698844612
DCLK2	683.492672170598	856.005293803514	747.08645897503	1051.7824246912	1276.47907856531	932.51318930746
DCLK3	4.05633633335667	7.1136174000292	12.4811580258358	0	0	0
DCLRE1A	266.704113918201	247.791006101017	204.156084851172	287.889062884845	234.393217129241	252.626300376021
DCLRE1B	272.788618418236	564.346980402317	505.486900046351	349.20839396862	511.403382827435	396.741975087174
DCLRE1C	163.267537417606	157.685185700647	166.712610773664	299.321480544532	169.45310502417	187.350377124499
DCP1A	861.971470838292	889.20217500365	813.949805542008	1036.19276424617	862.485863895476	734.98994102688
DCP1B	503.999789419566	407.847397601674	451.104711505209	408.449103659726	572.28473792594	497.622947384981
DCP2	974.534804088939	1033.84572880424	823.756429705165	1032.03552146083	787.398859273988	895.212661735162
DCPS	800.112341754602	393.620162801616	698.944849446807	633.97952476446	675.783041593397	602.742615997822
DCST1	4.05633633335667	18.9696464000779	31.2028950645896	7.27517487434626	34.4994345558191	10.1728711560814
DCST2	6.084504500035	11.8560290000487	1.7830225751194	2.07862139267036	4.05875700656695	15.2593067341221
DCTD	3296.78735493563	3339.84336931371	3295.91723010822	2826.92509403169	2671.67679957269	2582.21379511866
DCTN1	12182.1920931534	11551.3290547474	12688.8801558372	14516.0524957135	14958.5489477025	15066.0221821565
DCTN2	8668.3907443832	7583.11614843113	7945.14859473207	6385.52491828334	7010.48803959276	7136.26911599109
DCTN3	3961.01242952278	2477.91006101017	2980.32223431208	2493.3063605081	2799.52764527955	3483.36063169487
DCTN4	1521.12612500875	2089.03230980858	2017.49004374761	2154.49107350283	2022.27567852198	1738.71322842691
DCTN5	5405.06816419776	7612.75622093125	6358.2585028758	5678.79364477542	5564.55585600329	5984.19145756488
DCTN6	1297.01354259079	1140.54998980468	1033.2615822817	1253.40869978023	1041.07117218442	1258.04506630206
DCTPP1	5663.65960544924	3261.59357791339	3692.63975307229	1984.04411930386	2352.04968530555	2633.07815089907
DCUN1D1	898.478497838502	813.323589403339	822.864918417605	935.379626701662	914.235015729205	963.031802775705
DCUN1D2	294.084384168358	301.143136601236	205.047596138732	352.326326057626	413.993214669829	330.618312572645
DCUN1D3	407.661801502345	608.214287702497	584.831404639165	438.589113853446	407.905079159978	449.301809393595
DCUN1D4	1414.64729625814	1553.13979900638	1367.57831511658	1628.59986115723	1578.85647555454	1481.00049247285
DCUN1D5	1454.19657550836	1169.0044594048	1249.00731387114	1219.11144680117	1258.21467203575	1443.69996490055
DCX	3.0422522500175	0	0	2.07862139267036	1.01468925164174	0
DCXR	1559.66132017564	1302.97758710535	1360.44622481611	1080.88312418859	1285.61128183008	1502.19397404802
DDA1	3524.95627368694	3236.69591701329	3626.66791779287	3748.79368168099	4019.18412575292	4321.77476280858
DDAH1	1495.77402292527	1651.54483970678	1707.24411567683	1065.29346374356	664.621459825338	870.628223107965
DDAH2	7926.08119537893	5610.27292282303	7210.54329378287	8705.26639250346	11522.8111416436	10902.7746615302
DDB1	13369.6845547436	17933.4294654736	15502.4897793757	14476.5586892527	14208.6935907392	14792.2024002053
DDB2	796.056005421246	764.713870503139	1164.31374155297	744.146458575989	884.809027431595	1100.3655633828
DDHD1	525.295555169688	666.308829802735	493.897253308075	961.362394110041	910.176258722638	897.755879524182
DDHD2	1269.63327234064	1586.33668020651	1164.31374155297	1333.43562339804	1191.2451814274	942.686060463542
DDI2	127.774594500735	438.673073001801	263.887341117672	349.20839396862	355.141238074608	301.795177630414
DDIT3	277.859038834932	177.84043500073	243.382581503799	258.78836338746	210.04067508984	217.868990592743
DDIT4	820.394023421386	672.23684430276	772.940286314262	767.011293895363	1080.64405299845	1181.74853263145
DDIT4L	56.7887086669933	26.0832638001071	64.1888127042986	293.085616366521	161.335591011036	382.330407616059
DDN	2.02816816667833	8.29922030003407	0.891511287559702	5.1965534816759	10.1468925164174	9.3251318930746
DDO	4.05633633335667	2.37120580000973	7.13209030047762	10.3931069633518	0	0
DDOST	16461.6269248447	13646.289379056	14207.1238785514	12750.26362264	13691.202072402	13768.9811097562
DDR1	528.337807419706	712.547342902925	1153.61560610225	403.25255017805	275.995476446552	540.857649798327
DDRGK1	2789.74531326605	1713.19619050703	2304.55667834183	2833.1609582097	3548.36831299115	3269.73033741716
DDT	2367.88633459695	1554.32540190638	1818.68302662179	1253.40869978023	1540.29828399216	1640.37547391812
DDTL	47.6619519169408	20.1552493000827	27.6368499143508	38.4544957644016	24.3525420394017	27.9753956792238
DDX1	3171.04092860157	2766.01156571135	2941.98724894702	3687.47435059722	3289.62255382251	3424.8666225474
DDX10	559.77441400322	607.028684802492	641.888127042986	653.726427994828	512.418072079077	462.017898338696
DDX11	388.394203918901	336.711223601382	310.245928070776	388.702200429357	360.214684332817	384.025886142072
DDX17	6715.26479987196	6977.27306652864	5594.23332943713	9568.933581158	8214.9241812915	7759.35747430108
DDX18	2805.97065859947	3010.24576311236	2438.28337147579	2966.1927273406	2659.50052855299	2676.31285331241
DDX19A	2771.49179976594	2480.28126681018	2752.98685598436	2821.72854055001	2858.37962187477	2750.91390845701
DDX19B	1365.97126025786	1318.39042480541	1240.98371228311	828.330624979138	974.101681576067	1041.87155423534
DDX20	895.436245588484	1320.76163060542	1192.84210275488	1195.20730078546	921.337840490697	1087.6494744377
DDX21	2667.04113918201	3667.06976971505	3286.11060594506	4527.23739323604	3548.36831299115	4334.49085175368
DDX23	3568.56188927053	3003.13214571233	3488.48366822112	3820.50611972812	4148.04966071142	3937.7488766665
DDX24	4085.7447717735	4031.04986001655	4489.65084415066	4768.3574747858	5206.37055017375	5000.81391247701
DDX25	36.50702700021	18.9696464000779	19.6132483263134	8.31448557068144	10.1468925164174	3.39095705202713
DDX26B	97.35207200056	61.6513508002531	81.1275271679329	114.32417659687	125.821467203575	97.4900152457799
DDX27	926.872852171998	746.929827003066	795.228068503254	1105.82658090063	808.707333558464	1115.62487011693
DDX28	503.999789419566	552.490951402268	460.911335668366	406.370482267055	577.358184184148	588.331048526707
DDX31	549.633573169828	808.581177803319	508.16143390903	560.188465324662	572.28473792594	579.005916633632
DDX39A	3715.60408135471	2634.40964381081	3131.87915319723	3001.529291016	3197.28583192311	3437.5827114925
DDX39B	3984.33636343959	2922.511148512	3104.24230328288	2814.45336567567	2493.09149128375	2772.95512929518
DDX3X	9771.71422705621	11780.1504144484	10977.1784837226	15981.4805775461	13126.0201592375	13774.9152845972
DDX41	4263.20948635786	3433.5059984141	3868.26747672155	3503.51635734589	3768.55588059741	3820.76085837157
DDX42	3269.40708468547	3194.01421261311	3264.71433504363	3347.61975289561	3211.4914814461	2936.56880705549
