gene_id	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12
ABCC12	0	0	0	18	9	0	0	0	0	0	0	0
ABCC2	0	28	0	12	34	17	62	26	54	22	8	27
ABCC3	0	0	40	0	0	15	0	0	4	5	0	9
ABCC4	16	101	0	128	208	193	48	43	108	71	171.25	139
ABCC5	1210	1473	1002	1305.11	1201	1558	2157	752	3194	1090	1701.51	1213
ABCC6	2	26	0	22	36	20	6	20	2	0	16	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	425.8	317.41	165.04	266.39	255.76	269.92	675.07	154.16	1147.85	224.66	128.43	183.78
ABCD1	787	1245	1048	1089	809.13	870	1630	618	1140	1028	940	980
ABCD2	0	0	0	0	0	0	0	0	0	0	2	0
ABCD3	864.02	1340.52	865	1073	1085	1769.99	2269	1097	1794.98	1404	2022.08	1803.8
ABCD4	3223	3359.98	3129.91	3203.04	2835	3503.71	2648.98	868	1986	2097.96	1937.13	2102
ABCE1	1565.3	3261.05	2022.74	2631	2882	4154.26	3964	3022	4226.95	2945.07	5289.93	5617.83
ABCF1	3212.01	2808.98	2576.03	2573.1	1401.97	1976.83	5062.06	1332.97	4194.93	2182.6	1510.06	2565.18
ABCF2	1946.9	3828.29	2530	3070	2723	3636.72	4240.82	2197.08	2955.14	2904.9	3643	4553
ABCF3	2047	2177	2365	2822	1980	2374.99	3010	1338.03	2042	2186	2159	2489
ABCG1	1770	3096.11	2149.72	2719.96	3495.99	3845.2	2305.92	1216.14	1225.02	1093.73	1482	1487
ABCG2	676	1152.99	745	1112.9	1506	1188	1599	384	801	1097.9	926.55	1284
ABCG4	14	8	0	12	0	22	30	2	8	6	12	17
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	4	0	0	0	0	0	5	2.98	2
ABHD10	911	1211	835	1102	830	1138.99	1069	448	641.99	543	806	891.05
ABHD11	304.23	278.76	356.33	262.71	172.32	297.59	281.87	65.47	229.46	104.01	202.42	223.48
ABHD12	2764	3515	3529	3308.02	3050	3154	3323.99	1039.18	1913.33	3176.42	2504	3124
ABHD12B	0	0	1	1	0	0	0	0	0	0	0	4
ABHD13	627	1240	556	783	1223	1434	1312	773	1158.36	756	1346.18	1315.98
ABHD14A	1281	1413	1948	1235	1135	1160	803	341	310	713	315	268
ABHD14B	1303	1431.95	1449	1843.03	1486.11	1654	594	173	288	641	240	333
ABHD15	393.06	615.7	431.79	487.66	503.36	580.4	826.87	252.72	615.45	466.87	590.04	706.78
ABHD16A	1641.98	3175	2219	2869	3155	3504	4868	1792.93	3462.04	4250	4401.12	4912
ABHD16B	283	255	304	123	142	71	215	0	102	51	40	79
ABHD2	817.01	2024.28	715	2099.01	1855.04	2567.81	2595.58	1559.89	3474.45	1767.44	2800.77	2529.35
ABHD3	108	125	116	133	118	159	292	187	287	307	308	229
ABHD4	1282	3591.69	1867	3999.01	3905	4653	4888.28	6355	2841.03	4303	2623.01	3769.61
ABHD5	454.81	717	538	538	586	547	890	795.09	696.06	780.26	887	882
ABHD6	815	1960.97	1290	1782	1696.01	1886.76	2500.81	754	1516	2041	1301.79	2002.43
ABHD8	928	1241	1321	1241	1123	1388	1166	986	536	1144	515.11	971
ABI1	885.27	2487.51	1696.63	1890.77	2254.45	2884	3067.32	2372.55	2969.32	2416.36	3417.45	3857.49
ABI2	2114.49	2954.02	1961.4	2844.19	2938.05	3714.38	3257.67	1791.32	2996.12	2051.58	2182.33	2542.2
ABI3	1404	1644	1778	1510	1221	1674	4272.99	814.62	2469	2569	2748.01	3840.99
ABI3BP	0	19	0	19	0	4	16	0	21	26	4	0
ABL1	1153	4539.22	1553	3565.32	3253.93	4533	4435	2629.99	4798	2483	2578.11	3128.07
ABL2	1048.43	1071.76	758.28	1049.84	706.44	1122.1	1935.32	1518.67	3686.54	1184.66	1531.44	2131.62
ABLIM1	3584	4775.45	2455	5538.78	6117.26	5338.46	2534	1653.19	3128	2566.45	2574.04	2874.36
ABLIM2	155	34	54	131	31	123	153	55	98	116	60	98.9
ABLIM3	849	1013.9	804	1070.99	698	970	1169.96	402.89	1262.18	722	980	1053
ABO	0	5	0	5	0	10	2	0	4.99	0	0	0
ABP1	0	0	0	6	0	0	0	0	0	0	0	0
ABR	2762	3520.99	2244	3154	2595.21	3831.98	5606.99	2121	4852.51	4202	3696.99	4333
ABRA	0	0	0	0	0	0	4	0	0	0	0	0
ABRACL	4490.74	6168.95	5219.2	5140.71	5281	5245.53	4298.73	3571	2231.96	4858	4232.8	4686.71
ABT1	2924	3190	3832	2895	2620	3109	3291.2	2373	2099	2623	2939.97	3110.11
ABTB1	408	564.2	457	411	417	367	279	80	142	317	269	111
ABTB2	106	485	214	354	690	814	743	287	874	593	819	786
ACAA1	3043	2768	3348	3425	2611	2921	2480	688	1442	2619	2179.01	2388
ACAA2	3349	4863	4660	4625.24	4180	4617.6	3737	1543	1808	2595	2434.98	2617.06
ACACA	608	1743	494	1589	1097	1783	2721.74	786	3135.69	1689	2370.98	2447
ACACB	47	30.02	0	6	23.03	58	103.24	3.06	113.62	0	30	12
ACAD10	633	820	634.02	658	695	789	504	52	520	385	330	299
ACAD11	88	231	10	147	94	222	170	24	362	154	147	193
ACAD8	512	1040	440	1007	1102.33	1087	792.44	397	714.3	680	490	957
ACAD9	1132	2044	1558	2148	1853	2105.06	2319.08	599	1335	1743	1533	2049
ACADL	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	602	947.96	430	850	954	1049	904	356	790.79	550	799.9	812
ACADS	1854	1434	2569	1829	1657	1773	887	52	330	1180	534	603
ACADSB	419.68	491.48	276.24	479.82	435.95	450.29	420.87	92.43	498.86	328.01	281.2	231.49
ACADVL	12208.97	7970.98	9478.53	9837.95	8008.04	8604.1	11994.41	3829	10583.41	9983.92	7166.95	10083.06
ACAN	0	0	0	0	0	0	54	0	34	16	40	10
ACAP1	10	0	4	13	0	17	0	0	0	0	0	0
ACAP2	780.13	1305	630	1251.7	969	1646	2292.61	1213	3875.2	1228.01	1809	2075
ACAP3	3304	2879	2367	2575	2008	2416.79	5148	2115	5081.47	3803	2292.85	3286
ACAT1	2732	2657	2669	2745	2162	2561.71	3020.37	1237	1626	2543.17	2152	2650
ACAT2	1444.45	3478.43	1671.84	2276.32	1739.9	3027.47	7591.56	2832.3	6036.58	5946.45	8703.78	12732.19
ACBD3	774.41	1269	314	993.05	1022	1365	1526.73	696.03	2208.99	742	1486	1332.25
ACBD4	331.83	200	500	251	190	185	152	16	105.92	70	63	69
ACBD5	390.57	694.07	327	573	683	908.44	803.4	649	1252.85	637	852.93	894
ACBD6	3227	2666	2622	2523.09	2181	2156	1782.01	1239	920.02	1612	1258	1958
ACBD7	112.52	29.37	75.78	57.96	52.1	41.57	38.09	10.91	119.07	51.38	8.98	8.33
ACCS	62	237	328	224	184	212	31	41	79	96	82	48.98
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0
ACD	1125	888	1163	999.01	868	888	1253.76	314	732.02	610	646	952
ACE	1367.01	1640	1088	1337	1123.28	1161	1177	326	1041.24	520	385.29	506
ACE2	0	0	0	0	0	0	18	0	0	0	0	8
ACER1	0	0	0	0	10	12	2	0	0	0	0	0
ACER2	10	298.03	23	256	484	335	454.99	416	791	332	545	256
ACER3	217	444	99	285	493.99	544	457	270	451.04	265	274	291.98
ACHE	368	333	239	236	160	148	335	224	223	352	142	136
ACIN1	3569	2512.96	2130.82	1681	843	1755.68	3978.11	1317	6627.26	1206	897.01	1675.25
ACLY	3880.79	11855.09	4468.99	9012.89	8837.92	12720.81	19362.54	7712.99	20182.28	12845.62	18757.81	20059.88
ACMSD	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	427	550	556	405	655.02	754	392	229	146	405	369	363
ACO1	1095	2331.97	926	2316	2041.56	2607	3054.67	1305	1948	2247	3089	3059
ACO2	5762.09	10351.82	6851.02	10302	9044.5	10208.61	10663.97	4990.17	5882.41	9321.27	8754.84	9076.02
ACOT1	33.14	271.48	385.9	393.37	224.41	369.58	343.61	399.63	158.97	216.54	129.68	290.2
ACOT11	184	399.71	271	269.8	288	410.52	249	24	188	182.01	248	121.04
ACOT12	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	1696.91	1547.88	1495.33	1443.43	1634.61	1658.04	1337.26	433.57	608.05	1178.43	1131.72	1233.02
ACOT2	633.86	1217.52	1082.1	1166.63	1559.59	1480.42	668.39	692.37	333.03	720.46	534.32	812.8
ACOT4	0	0	0	0	30	0	0	13	10	0	0	0
ACOT6	0	0	0	0	0	0	0	0	0	0	0	1
ACOT7	3024.82	3950	3610.39	3001	2544.8	2915.03	5768	2001	4198.07	5474.23	6230	7757.98
ACOT8	2369.09	1539.81	1973.42	1375.36	1170.67	1435.31	1414.72	500.16	695.1	1475.52	1185.84	1150.42
ACOT9	2869.29	3032.43	3227	2578	2468	2845	2682	1747	2014	2369.95	2560	2904
ACOX1	1491.88	2128.18	1758.74	2029.31	1420.35	1577.79	2740.16	938.85	2412.71	1345.43	1434.51	1765.14
ACOX2	44	8	22	24	18	22	0	0	2	0	0	18
ACOX3	1538	1756	1686	1916.46	1857	1687.99	1978.79	777	1108	1520	1464	1517.03
ACOXL	0	0	0	0	4	0	0	8	2	0	0	3
ACP1	2612.96	3538.75	3215	3291.02	3556.11	3299.05	3507.06	2055	2075.25	2886	3057	3432.4
ACP2	4673	5500	4857	5759.36	3979.94	4621	4196.99	500	1619	2026	1652	1543
ACP5	2455	898	1593	798	511	798	984	434	375	1947.77	233	1232
ACP6	483	550	584	565.05	410	421	326	63.86	220	212	122	198
ACPL2	44	22	0	46	30	45	20	0	18	22	42	8
ACPP	0	22	0	6	2	0	0	0	0	4	0	0
ACPT	0	0	0	0	0	0	1	0	0	0	0	0
ACR	8	65	50	52	0	28.07	86.99	18	83	23	20	28
ACRBP	148	47	137	55	110	80.93	43	0	43	49	27	23
ACRC	42	18	0	0	0	3	9	10	62	14	22	2
ACRV1	9	5	0	0	0	0	0	0	4	0	0	0
ACSBG1	7	11	0	26	2	14	29.69	22	8	20	10	7
ACSBG2	0	0	0	0	0	0	6	0	4	0	0	0
ACSF2	521.04	475	274	337	380	527	212	48	47	142	29	62
ACSF3	1766	1552	1384	1561	965	1292.65	1668	546	1004	1286.01	888	1292
ACSL1	58	307	60	266	238	356	720	278	826	505	834	1037.98
ACSL3	1476.02	4366	1567	3184.58	4007.97	4461.39	5160.18	2893.11	5152.98	2943.01	3638	3579.95
ACSL4	796	1495	571	896	910	1854	3409.99	1350.83	4315	1610	4745.03	4003.38
ACSL5	72	62	30	51	82	102	64	119	164	34	188	265
ACSL6	6.61	16.52	20.89	18.81	17.74	9.52	18.43	2.03	66.14	26.3	12.73	12.85
ACSM1	14	30	36	4	6	39	0	0	0	0	0	0
ACSM2A	62.24	0	0	2	0	14	14	3.4	6	0	0	0
ACSM2B	20.76	15	98	0	16	7	0	0	0	22	0	0
ACSM3	279.17	193.28	153.55	312.84	160.31	214.18	55.91	2	20.76	31.43	4	2.26
ACSM4	0	0	0	0	0	9	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0
ACSS1	370	342	259	620	567	723	732	117	478	693	325	444
ACSS2	1278.99	3198	2214	2720	2760	3194.37	6044.15	1460	3942	4288	4561.98	6874.98
ACSS3	117	338	134	431	388	611	116	38	94	113	94	72
ACTA1	38	10.22	52.96	20.27	24.68	8.48	28.14	137.68	3	15.01	14	14.27
ACTA2	844	1494.93	1438.79	1448	907.66	1357.01	2245.93	701.05	901	2205.98	700	1050
ACTB	354698.55	595791.36	487556.09	547581.6	466063.79	545530.19	690420.1	258445.62	409343.09	632143.55	476616.72	619996.76
ACTBL2	0	0	0	0	0	0	1	0	0	0	0	0
ACTC1	12	7.78	60.93	5	20.64	22.51	24.67	86.37	2	24.01	3	11.41
ACTG1	191215.92	370868.28	264259.07	356807.22	342271.13	386471.2	398951.8	193911.32	259256.73	411578.33	441197.42	484585.03
ACTG2	0	1	13.04	3	37.9	0	14	33.1	0	22.23	9	2.99
ACTL10	214	58	147	172	106	32	125	32	29	31	127	128
ACTL6A	830	2336	1059	1866	2053.02	2269	2179	1400	1510.06	1688	1907	2533
ACTL6B	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	0	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	3339.16	11282.98	3270.6	5854.97	6279.69	8727.15	10509.93	7044.39	16718.93	7340.5	12608.27	15859.62
ACTN2	0	0	0	2	18	0	0	0	3	0	0	6
ACTN3	0	0	0	4	1	1	0	0	3	6	0	4
ACTN4	13392.97	22107.46	12621.05	15511.83	11304.96	16163.19	38541.59	10389.72	39956.26	18070.73	15954.67	21077.25
ACTR10	2958.97	3551.98	3320.46	2990.99	3336.24	3238.93	3811.22	1926.99	2720	3390.05	3696.18	4086.72
ACTR1A	14938.22	21105.78	16754	18375.26	17317	19404.3	21911.19	12181	11762.73	19501.96	17895.04	22498.18
ACTR1B	5971.14	7660.72	6077	6296.01	6400.81	7047.55	4513.42	1351.97	2597.13	3789	3805.74	3647.88
ACTR2	7688.95	14765.92	6268.53	12342.38	13325.81	17376.29	20744.46	8875.06	22076.4	13851.93	21966.58	19295.27
ACTR3	6643.41	13446.11	6520.97	9949.88	10996.3	13960	17537.66	9590.13	17582.76	16197.6	26554.99	24913.18
ACTR3B	85	87	85	113	103	76	185	150	117	88	79	99
ACTR3C	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	413	456	545	509	522	485	745	482	497.98	532	363.01	708
ACTR6	275	300.49	554	314	372.97	366	387	297	283	424	482	336
ACTR8	902	1371	1033	1063	1040	1285	1512	781.3	1433.18	907	1329	1587
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1	703	1190	697	1050	815	1305	1256	995	1190	840	1122	1326.98
ACVR1B	261	601	178	624	693	801	701	502	785	512	806	603
ACVR1C	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2A	253.31	754.45	378.47	497.51	597.8	788.07	696.14	725.15	509.11	682.49	484.59	623.41
ACVR2B	546	582.25	390.08	785.05	545	642	1166.48	413	1157.06	369	554	471
ACVRL1	12024.75	14242.01	13318.07	14690.8	11305.88	13722.86	19066.7	6354.68	16436.62	14072.66	12830.56	16112.37
ACY1	960	786	1116.19	652	748	599	236	104	99	339	284	230
ACY3	0	6	0	0	6	0	0	0	0	0	0	0
ACYP1	86	28	70	18	6	60	48	47	48	58	27	29
ACYP2	788	927.99	917.04	874.94	601	749.26	1035.44	866	431	851	534	864
ADA	11345	12427.18	14093	12321.44	12843.46	12734.03	12722.75	5554	5478.65	16680.53	9095.59	7719.04
ADAD1	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0	8	14	17	18	4	10	0	0	0
ADAL	94	175.99	154	136.76	114	128	108	31	110	94	122	115
ADAM10	707	5949.27	949	3927.52	4452.48	6240.8	10905.41	4627.5	16993.59	5203	11426.02	10163.96
ADAM11	56	16	0	16	0	6	18	0	26	0	0	6
ADAM12	12	76	40	34	92.05	193.51	647	218	1353.92	321	555	675
ADAM15	38335.97	46086.55	40120.06	50683.83	43469.26	48144.52	125419.85	59287.39	75206.98	111216.47	104905.15	141954.74
ADAM17	281.91	1623.06	253.06	1235.37	1569.06	1842.98	2529.94	1453.41	2946.65	1168.46	1429.78	1758.99
ADAM18	0	0	0	0	0	4	0	0	0	0	0	0
ADAM19	3106	6435.22	3041	5623.87	4827.58	6186.08	10271.06	3853	14678.52	4859.92	5405	6974.96
ADAM2	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	0	0	0	0	0	2	0	0	4	0	0	0
ADAM21	0	2	0	0	0	2	0	0	6	0	0	0
ADAM22	74.51	211	12	155	134	123	294	108	232	154	131	86
ADAM23	114	530	358.9	363	373	488	678	182	742.98	228.08	586	439
ADAM28	19	13.91	18	4	6	9	4	14	18	5	0	0
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	20	0	0	0	28	0	0	0	13	8	0	0
ADAM33	22	6	0	0	18	3	3	0	20	0	0	4
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	88	2	0	0	0	0	2	0	72	0	14	8
ADAM9	868	1806	623	1405	1271.02	1922.14	2032.37	1361	3728.02	1401.03	2741.09	1981.05
ADAMDEC1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	463.81	778	435.91	696.34	1055.01	818	2005.26	854	5327.02	667	2713	1904
ADAMTS10	267	397	363	388.01	211	312.34	462	132	779.95	158	213	207
ADAMTS12	102	676	99	333.93	694	744	845.64	345	1179	179	461	327
ADAMTS13	36	27	50	28	10	64	10	0	52	32	29	26
ADAMTS14	0	0	0	16	0	0	2	0	0	0	0	0
ADAMTS15	566.16	280	205	286	440	320	66	26	34	38	32	16
ADAMTS16	8	38	28	14	20	30	54	2	59.1	20	18	37
ADAMTS17	5	13	43.01	14.98	28.24	27.01	40	24	32.97	4	25	13.81
ADAMTS18	0	0	25	2	17	2	32	14	125	10	137	54
ADAMTS19	0	4	0	22	20	22	10	0	8	0	10	14
ADAMTS2	18	0	16	0	26	9	18	0	12.86	6	0	3
ADAMTS20	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	54	296	103	142.02	211	270	178	10	108	64	82	91
ADAMTS4	280.94	447.15	80.4	217.53	373.03	285.75	1221.69	82.74	2412.15	261.37	1055.17	576.08
ADAMTS5	32	12	0	18	48	44.02	12	0	13	4	9	12
ADAMTS6	0	27	0	10	38	10	42	18	8	0	0	4
ADAMTS7	8401.04	10123.36	6540.1	7675.07	3604.85	5082.85	18452.05	3720.33	18080.25	4983.19	3050	5042
ADAMTS8	131	65	43	46	136	58	4	12	14	12	0	14
ADAMTS9	15213.82	20003.75	9107.37	15516.05	7936.79	17175.1	24184.12	4594.09	46395.91	11152.23	18786.08	20553.67
ADAMTSL1	58	12	0	91	57	116	70	0	22	45	20	20
ADAMTSL2	19.08	2.8	1.28	3.04	16	4.98	31.89	0	45.76	0	32	16.12
ADAMTSL3	0	1	0	11.91	0	8	2	0	7	10	0	8
ADAMTSL4	48	48	52	16	45.99	20	15	0	38	0	14	16
ADAMTSL5	0	0	0	0	0	0	0	0	2.16	0	0	4
ADAP1	375	390	288	279	378	264	451	104	156.98	392	381	201
ADAP2	6	4	0	0	5	7	49	4	14	8	0	20
ADAR	3990.22	7295.87	2568.53	5940.28	5429.16	7237.38	7587.04	3116.39	8893.86	3962.96	4893.05	5470.3
ADARB1	235	170	86	260	231.87	307	2960	1004	3656	1197	1645	2210
ADARB2	12	19.21	32	78	20	76	29	21	28	16	11	24
ADAT1	203.44	458.93	128.09	436.87	536.83	463.23	489.47	170.52	833.33	287.66	485.96	407.68
ADAT2	61	188.21	102	177	126	124	187	61	146	69	82	59
ADAT3	809	420.16	898	618	303	522	746.97	662	395	628	205	586.04
ADC	161	80.22	115	112	102.94	99	226	87	76	142	75	117
ADCK1	478	616	361	598.01	578	552	557.99	242	271	554	447	414
ADCK2	1205	1797	1387	2105	2341.36	2170.95	1754	817	896	1912	1829	1827
ADCK3	506	507.23	632	664	568	406	816	403	371	612.19	300	347
ADCK4	1282	1291	839	1018	1009	1128	903.99	114	544	486	385	531
ADCK5	1183	706.56	1103	728	862	583	756	164	615	862	592	815
ADCY1	144.03	370.87	197	335.82	316.7	401.12	952.05	87.9	1485.88	516.09	752.18	594
ADCY10	0	0	0	0	0	0	0	0	1	0	0	1
ADCY2	10.92	11	0	2	0	0	0	0	7.74	2.04	0	0
ADCY3	112.17	385.35	252.21	366.21	307.24	566.39	549.81	119.27	685.8	338.99	631.14	466.44
ADCY4	1086.23	1188	1074	1753	1406	1905	3937.79	420	4211.08	2154.24	1890	3884.94
ADCY5	20	32	0	36	27	68	68	72	25	0	22	32
ADCY6	826	1307	545	1249.26	1254.34	1347.19	2017.93	1149	3098.31	1340	1645	1801
ADCY7	311.83	380	335	259.04	400	437	494	173.03	849.63	262.85	290	289
ADCY8	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	175.99	727	234.01	601	579	804	1566.83	821.18	1687	648	1083.01	970.27
ADCYAP1	76	139	114	66	29	73	8	0	31	20	15	1
ADCYAP1R1	699	1310	797	940.47	1649	1106.76	570.03	129	1216	386	1312.45	517
ADD1	9639.02	15065.56	9719.95	13884.36	12382.19	14975.3	17290.53	7065.64	12740.06	12965.15	12004.27	14479.78
ADD2	42	54	34	42	88	55	92	14	185	94	90	148
ADD3	5259.66	13012.62	6183	9304.43	11516	16445.22	13192.61	7986.17	13351.84	8364.98	13633.88	12931.25
ADGB	0	0	0	0	0	0	0	0	0	0	0	0
ADH1A	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0	0	0	0
ADH4	0	0	0	0	0	10	0	0	4.04	1	0	0
ADH5	3492	5680.51	5926	4655	5837.86	6301	5003	2001	2752	4405	5164.84	5122
ADH6	0	0	0	0	0	0	0	0	5	0	0	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	48	48	36	64	54	106	49	0	34	0	8	6
ADI1	6558	8718.01	10091.64	6884.77	6803.16	8094	7628.08	9600.88	3658	7335.62	5380.87	6698
ADIG	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	9.07	11.97	31.93	7.94	0	9.49	6.95	0	29.12	7	1.09	5.05
ADIPOR1	2744.78	6924.97	3830	5897	6676.42	7469.01	6809.33	4980	5642.99	5628.2	6827	7004
ADIPOR2	1197.96	2580	1276	2106.95	1967.63	2496.72	4008.37	2174	3603	2382	3194	3503
ADK	1030	1172	983	872	974	1026	837	785	470	590	880	756
ADM	845.09	1490	1886.3	1396	993	1553.82	1589.7	2602	963.9	1036.98	1180	984.06
ADM2	0	28.31	0	3	0	0	23.9	16	75.08	11.64	27.48	49.99
ADNP	520	2279	654	1884.24	1447	2592.01	3125.67	1193.02	3249	1193	1612.47	1930.96
ADNP2	325	761	230	636	479	870	842.21	552	1043.99	539.93	723	920.89
ADO	1349.22	2066.16	1237.95	1856	1879	1875	2062	1260	1457	1448	1780	1683
ADORA1	24	52	0	3	48	0	0	2	15	12	32	8
ADORA2A	1671.89	2128.21	2779	2228.55	1791.86	1919.88	8084.67	1018	3257.73	5705.82	4529.03	3888.27
ADORA2B	170	364	283	246	152	232	203.95	302	76	126	107	189
ADORA3	0	0	0	0	0	10	0	0	0	0	0	0
ADPGK	1620.01	2751.99	1387	2188.88	1641.7	2314	2435	1693.98	2304.03	1680	2370	2187
ADPRH	453	815	576.98	1156	1179	1337	1259.86	488.2	829.54	911	1064.07	1146
ADPRHL1	11	14	24	38	22	101	13	24	38	42	54	14
ADPRHL2	1769	2278	2012	2150	2315	2228	2363	1763	1470.41	2587	2073	2813
ADRA1A	0	0	0	7	0	2.71	0	3.28	12.97	6	1.23	0
ADRA1B	0	0	0	0	0	6	0	0	2	0	0	18
ADRA1D	0	16	0	0	0	16	6	0	2	13	0	12
ADRA2A	80	96	22	139	174	96	75	142	50	52	26	58
ADRA2B	0	3	0	12	0	0	147	0	58	48	52.69	120
ADRA2C	30	113	187	118	86	58	123	7	82	188	76	115
ADRB1	0	0	0	0	0	0	0	0	0	0	0	0
ADRB2	18	2	93	45	28	22	68	18	66	27	14	51
ADRB3	0	0	0	0	10	6	2	14	2	14	9	8
ADRBK1	7798.02	6268.33	5362	6551.99	4627.97	5626.15	7820.04	3512.99	5887.83	5142.03	4042	4800
ADRBK2	129.6	321.62	94.54	267.74	120.08	318.34	255.44	99.37	254.54	157.33	118.75	140.77
ADRM1	8713.91	8401.26	10367.68	7808	6009	6620	9162	5947.01	5595.54	8471	7448.05	9328.93
ADSL	5614.71	7808	7820	6710.43	7328.07	7352	5323	3997	3223	4941.46	5652.97	6651
ADSS	609	1514.87	882	1295.89	1559	1583.09	1528.58	669	1500.83	1197.52	1323.32	1398
ADSSL1	80	72	30	34.01	50	105	29	0	40	32	6	14
ADTRP	36	10	0	0	0	6	1	0	1	0	0	0
AEBP1	2556	3233.89	2103	2054	1196.74	1507	4209.99	743	3349.19	1423	606	1485
AEBP2	620.99	721	182	595	377	556	678.99	226	897	350	277	250
AEN	1107	1369.95	1201	1282	1391.9	1525.82	1662.03	2236	1834	1851	1685	2351.86
AES	35995.18	28552.62	39734.25	25413.34	20285.91	21537.72	28835.8	12326	15240.87	20554.91	16558.43	21315.96
AFAP1	1453	1840	874	1494	1467	2173.94	2848	1226.08	3714.92	1684	2408	2516
AFAP1L1	8344.06	14104.16	7167.98	13518.82	11302.75	13457.14	24555.23	6559.54	27512.42	12959.6	14235.02	20396.71
AFAP1L2	1275	2060	1004	1065.46	905	1577	2593.17	331	2334.87	1251	726	1162
AFF1	1538.21	1830.96	807	1792.37	1415	2152.83	1948.5	677	4538.81	758.88	964	1116
AFF2	0	16	0	24	42	20	2	0	25	14	22	0
AFF3	8.9	0	20.85	17.03	0	12.01	12	1.01	17.9	10.84	0	7
AFF4	1046	1894	641	1450	703	1891	3057.01	1454	6055.01	1209.9	3058	2577
AFG3L2	5091	4361.61	3722	4911.46	3254.77	4147.15	4847.08	2145	3347	3693.79	3477.6	4825.41
AFM	0	8	37	0	0	0	0	0	0	0	0	0
AFMID	604	566.31	895.73	598.73	579.78	436.15	468.69	276.28	345.78	261.73	268.98	344.24
AFP	0	0	0	0	4	1	0	0	0	10	0	0
AFTPH	260	829.21	219.23	610.06	627	618	1316.97	618	1401	862	1297	1502
AGA	616	1047	857	816	799.72	899	521	294	383	370	442	379
AGAP1	452	1127	539	1068	875.41	1242	2242.47	1025	2295.47	1465.3	1232.89	1340.02
AGAP11	0	0	0	0	0	0	5.41	0	3.75	0	0	0
AGAP2	34.01	74	40	88.07	21	79.96	89.87	74	38.01	90	83.72	82.58
AGAP3	8073.06	5783.09	7057.94	6751.16	4727.22	5553.99	8943.88	3580	6608.96	6239.12	5031.43	7412.06
AGAP4	0	13.35	9.01	0	0	27.06	4.8	0	54.52	0	0	4.27
AGAP5	28.34	7.52	77.12	14.45	7.18	16.63	54.7	6.62	109.62	0	0	0
AGAP6	93.67	33.28	14	67.56	36.44	12.11	105.23	19.31	526.24	32.52	36.91	39.81
AGAP7	39.4	9.05	0	0	6.59	0	46.07	1.37	176.08	0	28.83	23.48
AGAP8	54.65	16.32	0	56.03	6.14	0	55.92	3.7	188.69	7.48	0	0
AGAP9	12.94	6.48	42.87	5.96	8.04	7.2	61.78	0	217.35	0	0	10.43
AGBL1	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	0	10	0	4	17	0	0	0	0	0	0	0
AGBL3	17	0	10	0	13	18	16	8	15	17	10	15
AGBL4	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	1509.18	2218.05	1538.06	2271.56	2227.23	2119.04	1005.13	492.02	519.02	1275.18	1171	1052.16
AGER	510	44	110	20	22	18	87	28	278	36	38	23
AGFG1	1842.25	3370	1699	2892	2823.62	4214	4397.84	2737.39	3828.65	3695.27	5010	5499
AGFG2	2970.84	3545.47	2665.96	3441.06	2360	3338.97	4353.47	907.78	2633.52	2413	1537	1482
AGGF1	552	1252.99	550	1094	637.04	1068.93	1077	250	938	549	789	554
AGK	398	1000.45	706.78	815	811	1136	1034	388	1067	916	1086	1108
AGL	444	799	575.93	610	508	1070.19	681.19	142	703.89	458	497.04	434
