	baseMean	log2FoldChange	lfcSE	pvalue	padj
ATP13A1	4552.67584799727	-0.0695174359159551	0.166332932571756	0.63940369384159	0.77722374369131
ATP13A2	7983.54739550762	-0.0929136738498698	0.163214097708474	0.525320740811645	0.69125328715366
ATP13A3	515.916070577029	-0.453021004909485	0.270370375200412	0.0138122975489302	NA
ATP1A1	27863.0304431261	-0.279963678833946	0.203503551455247	0.0987370623489245	0.263343642125995
ATP1A2	6.58355939186334	0.0207589647461001	0.365274026860329	0.73690991345561	NA
ATP1B1	943.697250845412	0.529333590312417	0.220264445248718	0.00270683701609426	0.0470305429226488
ATP1B2	33.8627058233591	0.184351142959641	0.341915936596908	0.160610291118583	NA
ATP1B3	16262.0644228204	0.0713940704502376	0.166438481527016	0.630549172517956	0.771306724536216
ATP1B4	25.0416633137905	0.126575944172512	0.351882744258569	0.249733807883213	NA
ATP2A1	6.44396448120681	0.0726582744316887	0.365871434927979	0.268523275928017	NA
ATP2A2	6671.59252533556	-0.473995863030374	0.247339208058625	0.00972842203336039	0.0822959254772483
ATP2A3	165.511704335436	0.0272428050972389	0.297806195259406	0.876447244082979	NA
ATP2B1	1131.78197804685	-0.205591990059902	0.239053432754191	0.258125085306437	0.453517503563809
ATP2B4	4920.5253464345	-0.481889871500802	0.202724765585459	0.0043991542689395	0.0576451051026921
ATP2C1	2883.80002034949	-0.359283460375179	0.231784663203536	0.0460518769520866	0.178644805839877
ATP5A1	29006.5448303541	-0.023839959395623	0.190307391295761	0.883640325759031	0.933432945894819
ATP5B	38276.2654171433	-0.0344702261666542	0.169251748332955	0.818589542191948	0.892380754952228
ATP5C1	9696.18718126719	0.244555045469373	0.21332887653572	0.159518499878155	0.346065051230682
ATP5D	16690.3455307097	0.623312362579299	0.257919234295952	0.000739793387682673	0.0267409260208111
ATP5E	22241.256597431	0.547965127401816	0.255487564852942	0.00294928365127803	0.048551652713056
ATP5F1	10651.2935965612	0.175835468320264	0.191829625491049	0.282799011934897	0.478542626666013
ATP5G1	2952.06818196824	0.427918078884784	0.232185603785754	0.0175760748672677	0.10965455625789
ATP5G2	16835.9406908146	0.229851697107013	0.214144991256784	0.186954711584252	0.3786396513496
ATP5G3	8172.37418616852	0.0756853482264735	0.19881246228872	0.651007272887845	0.785312872577213
ATP5H	7572.3782455749	0.41136667529629	0.230392354198631	0.0220876744523014	0.124696698132733
ATP5I	7382.57750814839	0.463265254441232	0.260227933823908	0.0119794396944515	0.0908721098216089
ATP5J	5626.08225257084	0.204337215014283	0.224790838655436	0.251020146416613	0.44633398396201
ATP5J2	9249.04557316887	0.467008615629996	0.24311798700279	0.0105686642310572	0.0860873730920627
ATP5L	9934.22566555127	0.476907321875925	0.231413687076494	0.00806800343239227	0.0748010750499756
ATP5L2	7.23727046650295	0.0717478509017549	0.369830325667594	0.159590293742753	NA
ATP5O	13546.5259146117	0.391502185036164	0.22257126253617	0.0272323108030596	0.139017841988779
ATP5S	163.552436201667	0.147562428429684	0.284081800579618	0.414429926073201	NA
ATP5SL	3864.97930167848	-0.131897777097831	0.192609454801152	0.421611212414298	0.605969453499347
ATP6AP1	12283.8350346927	0.13599338297484	0.159358785195905	0.343760489057867	0.537162544929255
ATP6AP1L	10.9086955224793	-0.0525049855349245	0.367133460625935	0.357742551718089	NA
ATP6AP2	5753.89787949766	0.16764256147428	0.163300768044552	0.251976353998768	0.44760808682075
ATP6V0A1	6431.01154700008	-0.022420025606145	0.207847983031252	0.896011050835072	0.941298108907847
ATP6V0A2	2085.28943982614	-0.0644229324893105	0.210852394734935	0.709326093222597	0.823204867667695
ATP6V0B	16239.4985079761	0.378807687117319	0.22385012805704	0.0330528528038113	0.153574338753011
ATP6V0C	28624.6139520434	0.218744503080847	0.181105935719095	0.165303350065034	0.352781120918871
ATP6V0D1	13648.2894544576	0.200134922715726	0.175703264537835	0.194856886738538	0.387464126263765
ATP6V0D2	13.3168430149638	-0.0178649010732245	0.360978336004264	0.821112553711286	NA
ATP6V0E1	13045.4774278461	0.205093215171824	0.181885584486607	0.194604403608205	0.38736707455529
ATP6V0E2	2471.96330711921	0.104344076698255	0.216496378094304	0.551208945821537	0.712848230193935
ATP6V1A	2798.91554209119	-0.0606849207530587	0.192053400708649	0.711076173707567	0.824381254205134
ATP6V1B2	7377.14664228419	-0.269320861247007	0.183030126762924	0.0898697697120813	0.250701144700559
ATP6V1C1	3028.97803975437	-0.15427693966297	0.180876871210477	0.32738620102608	0.522803805021471
ATP6V1C2	19.0522610712821	0.0103210871658246	0.359931411155375	0.900562294536567	NA
ATP6V1D	3162.94082067096	0.0463594011437038	0.181366863980072	0.768940859523777	0.864107353395714
ATP6V1E1	9792.68588215549	0.469377747419907	0.196971295559096	0.00478735377832158	0.059713300316512
ATP6V1E2	59.7421988895055	0.287504181750244	0.338867044384528	0.0427691066726291	NA
ATP6V1F	9641.37647505096	0.206941316025571	0.206798712888452	0.226409837306392	0.42131263004818
ATP6V1G1	5333.85513707141	0.0922634499176969	0.196278185355681	0.578430324036654	0.733678504927565
ATP6V1G2	8.56142186500292	-0.0596339943674089	0.365958495069351	0.344543874667938	NA
ATP6V1H	3284.58200921572	0.274589813913189	0.182646756224212	0.0833255580985871	0.239259462535921
ATP7A	585.551520976349	-0.472759485053644	0.242055942045898	0.00957447859107028	0.0817973791653972
ATP7B	599.319974322426	-0.459521113418729	0.248812800524373	0.0122849088760504	0.091947882712768
ATP8A1	1404.06013392207	-0.432042982863357	0.220245835240245	0.0143663543070356	0.0993598873344489
ATP8A2	83.7449732932818	-0.0996093074720616	0.350935469274174	0.368198416437836	NA
ATP8B1	919.38260407552	-0.194404078520648	0.236588913290864	0.283508308614702	0.479199979789648
ATP8B2	1737.57562663858	-0.39088246000691	0.218475070756355	0.0262251420936776	0.136116938359677
ATP8B3	21.3236961952799	-0.110797171244626	0.364240169277593	0.155559392609387	NA
ATP9A	1677.25777031432	-0.451813404199423	0.241896799117026	0.0132649672999596	0.0952211347141122
ATP9B	646.238437920637	-0.395928389379013	0.261176891750968	0.0316621290271134	0.150275253214089
ATPAF1	1822.56816440814	-0.136097879053014	0.19151444861549	0.405304657606674	0.59186867256912
ATPAF2	1142.79582346492	0.0904332918201789	0.210522706353644	0.60050071513759	0.750003762164195
ATPBD4	55.1320543985419	0.077136595776478	0.33303414971403	0.589520588024145	NA
ATPIF1	5150.44913812476	0.444390176743184	0.252462333109025	0.0156774383915095	0.103669541971197
ATR	341.703969747101	-0.419007766688097	0.292461243832019	0.0192501540846606	NA
ATRIP	568.953071372479	0.351099312091192	0.259187319835899	0.0566388811463872	0.197139174211484
ATRN	2588.77110684799	-0.156193325897792	0.18921063995746	0.335834141301057	0.530705388309262
ATRNL1	204.449304119186	-0.191926469984229	0.276463255530021	0.2934131298728	NA
ATRX	656.686005359553	0.0715393913683688	0.278018140640647	0.694748246329475	0.814367577896449
ATXN1	761.436895446393	-0.367624117715409	0.260944689567133	0.0459973878347067	0.178621390072966
ATXN10	5511.22381566998	0.0724013271099335	0.176780540250223	0.640530103189197	0.778048967383436
ATXN1L	1261.50071182571	-0.543460281186825	0.267372826117462	0.00323589895804964	0.0508125361291245
ATXN2	562.068196704998	0.108612921290095	0.213680878100081	0.532458839693235	0.697483695726545
ATXN2L	3701.27310676718	-0.324849473629515	0.207455139639551	0.0580117166791202	0.199552156232478
ATXN3	319.247169305321	-0.172970891617916	0.254575514599685	0.346985485563046	NA
ATXN7	188.973741146446	-0.154726472330515	0.293629785288635	0.382891093470911	NA
ATXN7L1	121.284947944825	-0.104969563170025	0.318023186068353	0.513671532040882	NA
ATXN7L2	147.001335987885	0.178744003273501	0.279704057143731	0.325998273629694	NA
ATXN7L3	4159.39854834537	-0.27786017019155	0.218934611810328	0.114408338175457	0.286512244831814
ATXN7L3B	3938.6327975954	-0.43843999382398	0.243932226722847	0.0164584124690634	0.105972161140165
AUH	261.930263817963	0.0560462952494104	0.258923082000068	0.760766389455891	NA
AUP1	11200.339901401	0.241704131660561	0.202838606721154	0.153287120235955	0.338354330751815
AURKA	411.303182751766	-0.384316421159168	0.241472668453146	0.0350457444049511	NA
AURKAIP1	11313.0816137517	0.611151237822204	0.257991143427277	0.000935405873748267	0.0295122465147923
AURKB	720.95233142301	-0.127694013117317	0.274262037076377	0.485362525291866	0.660754125814291
AURKC	9.93878610184707	0.00684769644548306	0.365421085519052	0.910040604091264	NA
AUTS2	375.613764626039	0.00230937450671917	0.265062521555548	0.989984352500656	NA
AVEN	1647.66155397711	0.321273114769222	0.23085743284235	0.0740291871505559	0.224037070361128
AVIL	8.58707716216245	-0.169904109688106	0.394846452522013	0.00480974050484393	NA
AVL9	404.349105549114	-0.313969081349969	0.257453160305524	0.0881542025478813	NA
AVPI1	126.482492580322	0.178036850391946	0.309460981535108	0.289697124403871	NA
AVPR2	8.43900066846976	-0.0116947383732398	0.367115834259304	0.823470513093037	NA
AXIN1	747.817731654302	0.375875424068877	0.227538264887623	0.0356265778513493	0.158980560389051
AXIN2	168.301024355192	-0.0772176978661821	0.303775674962471	0.653150307130318	NA
AXL	88.9977641048629	-0.286312682338059	0.317740525829745	0.0782083006571884	NA
AZI1	726.43585186303	0.335597451650151	0.274727171054633	0.0668995544327304	0.213969350422398
AZI2	797.24645964342	-0.219391271712016	0.258202496618567	0.233374536760677	0.428071832878432
AZIN1	3995.2363735474	-0.251776898826369	0.215343339387294	0.14941400680323	0.333715580027567
B2M	32361.4666502171	0.0231687738097588	0.188050784200845	0.886031460792331	0.934824629967512
B3GALNT1	1280.83717216801	-0.113041461885179	0.20797763260885	0.510040032784869	0.67888706869217
B3GALNT2	399.86559063633	-0.0538330443639985	0.239116123432456	0.767150413778917	NA
B3GALT1	6.37285319476392	-0.0099874292141185	0.367925708073447	0.835105712971266	NA
B3GALT4	753.908212417571	0.140753456004461	0.232773811273911	0.435081240629135	0.617953896220174
B3GALT5	10.1122539321509	-0.0400478077121809	0.362607253077621	0.587978184306203	NA
B3GALT6	6662.03878070324	0.320479416861394	0.196987469514191	0.0541098360035396	0.193080453061811
B3GALTL	616.394111266363	0.279422929058425	0.226609004937715	0.117682653288142	0.290729055252736
B3GAT1	52.3943654150136	0.168931621619102	0.328287078006915	0.260225634453763	NA
B3GAT3	3703.91831270496	0.586198869761995	0.22820262310313	0.00106325433757779	0.0307135678537296
B3GNT1	4592.28191270298	0.114941388619033	0.192641018142526	0.483773806030801	0.659737477211513
B3GNT2	2534.58967812093	-0.126323851481151	0.216239469703575	0.470364021718778	0.648919857881115
B3GNT3	33.8781901869123	0.0933479659937732	0.349112458903529	0.415034129133814	NA
B3GNT5	359.494952790332	-0.0578981869209835	0.29377789103841	0.7438336508926	NA
B3GNT6	13.3339634641495	0.0751072342826699	0.357767092404394	0.414534667056028	NA
B3GNT7	55.4430697175225	0.136998658536523	0.344322984981205	0.274889223925706	NA
B3GNT8	930.390524585509	0.481652401650215	0.248881467499994	0.00868909795843405	0.0779036288355712
B3GNT9	815.798102691701	-0.246594963814331	0.281863381565274	0.174323674595221	0.36451096459595
B3GNTL1	211.932287864744	0.301048223611285	0.285142776704316	0.0957620546828582	NA
B4GALNT3	7.05798944847276	-0.0565388394663426	0.366793888929958	0.339767027606917	NA
B4GALNT4	421.322582553178	0.0482731384349718	0.303842004574075	0.7786788037519	NA
B4GALT1	4976.9867460414	-0.18442344188979	0.174687756774603	0.230340587140651	0.424843137809452
B4GALT2	4380.59261672368	-0.0714091044637225	0.182731598144787	0.652564694046695	0.786043362696885
B4GALT3	4143.76830181614	-0.0713743375358386	0.173963541672157	0.64151089666466	0.778553499685881
B4GALT4	188.137072771088	0.0444491888733031	0.283555490966711	0.805923033267888	NA
B4GALT5	8271.66915192436	-0.374751777993468	0.232898918556143	0.0377671966922891	0.1635245401111
B4GALT6	580.137122752277	-0.150666381118636	0.280510309244774	0.407171118944359	0.593918358928856
B4GALT7	2422.74494478583	0.368087418886672	0.216169439946702	0.035410408219648	0.158467138097751
B7H6	53.7818938738086	-0.304098800259094	0.368795544924388	0.0106341999451309	NA
B9D1	218.46046985292	0.38490573451334	0.294535956236314	0.030477732770528	NA
B9D2	715.420807182095	0.429508475074545	0.242677327941925	0.018642893644042	0.113883564422326
BAALC	19288.9359450252	-0.149185123934307	0.175994084935319	0.33444554330158	0.530079950912455
BABAM1	7313.80100071198	0.346569075908303	0.21231765914621	0.0456995206693707	0.178268797938098
BACE1	1631.99979161044	-0.269310169224809	0.186686597869563	0.0941460644919393	0.258579937384801
BACE2	7341.25291287984	-0.0464106536152389	0.190486858937023	0.775836109891282	0.868121056277036
BACH1	750.406784716881	-0.367318146117294	0.228799145841014	0.0404573498625003	0.169698370747028
BACH2	99.6555525369258	-0.0304990329487387	0.311636776744833	0.854391336615792	NA
BAD	7200.43869442931	0.635792398277829	0.242604046454434	0.000499802987363699	0.0216200955687297
BAG1	9029.63261971018	0.414488465565519	0.230417041729479	0.0211032956593993	0.121550970200131
BAG2	125.961797441199	-0.0817711180976203	0.318227831829234	0.610335707596957	NA
BAG3	1903.52660427858	-0.119019533782065	0.202654556737414	0.481711850780407	0.657769875568456
BAG4	609.905457428321	0.105605653305664	0.244261643576311	0.563357863583078	0.7223813155027
BAG5	1671.40963292432	-0.012319042248047	0.186688076123477	0.938965713005598	0.964971278971943
BAG6	13300.9791942528	-0.318227354762752	0.177812989053379	0.0409416362527883	0.17046687655518
BAHCC1	466.898699577278	0.197804854377973	0.272851783766796	0.280452699241852	NA
BAHD1	2029.51619918823	-0.389323419420066	0.201843388966868	0.0210786190321985	0.121550970200131
BAI2	76.941392784719	-0.00782630793086719	0.328057175550574	0.958248742815898	NA
BAI3	6.09506372308284	-0.0272476801977362	0.368100844948512	0.57454336042791	NA
BAIAP2	1504.77836210099	0.538225875226419	0.22079652231257	0.00231631093483739	0.0433188842133313
BAIAP2L1	38.1249901577727	-0.180339668851274	0.354880212003648	0.0983290225956225	NA
BAIAP3	530.590083725385	-0.280906936955149	0.257975924622515	0.127091479705397	NA
BAK1	2445.89610033481	0.168417357705726	0.178186145651482	0.28003485032226	0.475585844630521
BAMBI	255.424278804053	0.203158494706685	0.267694709268817	0.269133042931068	NA
BANF1	10647.8427393173	0.349787779797575	0.222682081445429	0.0485508233032826	0.182905890098328
BANK1	19.4282169450469	-0.106998519566272	0.35894714206307	0.242343766839918	NA
BANP	859.288100607741	0.240966236780611	0.247984085562824	0.188675105991801	0.380849595711425
BAP1	5244.58380805358	0.0947772648381265	0.191601796314287	0.562346257647669	0.721320228339685
BARD1	39.1866265178014	-0.0501151197056925	0.36175730559835	0.518930574392428	NA
BASP1	2483.96922049927	0.343425080872245	0.201283424592904	0.0415615842917487	0.171543463354973
BATF2	47.0959017124583	-0.0298286575874503	0.337816753465642	0.825647874532399	NA
BATF3	98.0945152566059	0.0761786451341577	0.309253724849203	0.650362959972903	NA
BAX	6736.91531998173	0.544507761356657	0.235464387595989	0.00263774127762734	0.0466046152662438
BAZ1A	417.057051645142	0.0608656913816653	0.266307312985603	0.740665814793032	NA
BAZ1B	1375.5242234302	0.0646023538488454	0.22362632648573	0.716084166680628	0.828471213658556
BAZ2A	1964.98339792846	-0.223882049612337	0.207780089632294	0.191769352050216	0.384028786778812
BAZ2B	350.810813138167	0.347748995767248	0.272321268241633	0.0581004842551037	NA
BBC3	725.780850727811	0.100462691384783	0.237081810595514	0.579639378548507	0.733996942509916
BBIP1	513.797452251451	0.124923566076371	0.244014852112753	0.494159255523056	NA
BBS1	830.629689756657	-0.345254681379586	0.229219166742933	0.0542676766697002	0.193379497218632
BBS10	514.597398150133	-0.224012227526558	0.298403039031897	0.200972640043058	NA
BBS12	249.620987064205	-0.104383529573562	0.278198617705524	0.566868181473352	NA
BBS2	737.359826256267	-0.338208370282473	0.240697583413385	0.0633669525484141	0.208549781975168
BBS4	437.519490499438	0.13664732835719	0.255998935064679	0.457678005405956	NA
BBS5	1091.58895117886	0.2405996237172	0.241523337814466	0.186896356493261	0.3786396513496
BBS7	359.955310909557	-0.0508413498545663	0.242271423043722	0.78046111991392	NA
BBS9	711.783278926877	-0.180054473477165	0.266729902014291	0.327546668519837	0.522953482991329
BBX	522.667292224212	-0.295835724536283	0.29092416218077	0.0979284388786385	NA
BCAM	9310.14008815404	0.490933010777525	0.226729058814801	0.00599636218288638	0.0655644754722253
BCAN	38.6201113781882	0.109945817244748	0.345984404535427	0.365510525638221	NA
BCAP29	3784.5367386992	0.185812193141011	0.17582591981713	0.22898457193289	0.423491822572326
BCAP31	24331.5417409936	0.287389587221226	0.200948171758418	0.0878196800454112	0.246776983629782
BCAR1	8822.59860970238	0.226758661045818	0.178365269396502	0.146103060823346	0.32968767290754
BCAR3	1432.17269545727	0.0356414924880484	0.204115469457094	0.833793338877549	0.902059629850307
BCAS1	20.8070643960666	0.284809974716611	0.38681257578938	0.00637143201519932	NA
BCAS2	1543.6435779802	-0.0101188547864397	0.224249801287066	0.954623492343238	0.97414112332356
BCAS3	1165.98490511544	-0.323496843110185	0.21626679944347	0.0645404228357287	0.210198983100902
BCAS4	338.575956464911	0.359165239343529	0.280333981539062	0.048627980085921	NA
BCAT1	4182.93454384309	-0.0899490101313709	0.186499016094332	0.575851159945418	0.732052188405628
BCAT2	2364.04597214127	0.164901416242749	0.212098559606757	0.341461028805629	0.536102709220779
BCCIP	1174.80840630345	0.127873698427159	0.238378415161299	0.481470922397932	0.657741657585459
BCDIN3D	297.356490437102	-0.060109028557524	0.275678814989979	0.742232522993206	NA
BCHE	491.201388018902	-0.0683230558030763	0.232994860487832	0.704863411998897	NA
BCKDHA	2332.07998073823	-0.0312861322919918	0.213378732261724	0.857195697960721	0.917008665677435
BCKDHB	295.970065525214	-0.0796119010605292	0.267368924885947	0.664956079358617	NA
BCKDK	5916.1098021597	0.314931886152111	0.192763441249759	0.0551296145093612	0.194855958184643
BCL10	1601.70169080313	0.204697700281988	0.188671729497363	0.206368502018342	0.400669866654045
BCL11A	79.7726718052671	0.0888979760534212	0.309174047637662	0.597013970813505	NA
BCL2	726.285157301144	-0.228999256455982	0.239554188138527	0.208086530589493	0.402907352038366
BCL2L1	3969.29149772447	0.136518520796159	0.169986915738722	0.365198585895791	0.557400880225831
BCL2L11	1016.09658984836	-0.500453189274403	0.226251674426695	0.00505349515204149	0.0603646158710322
BCL2L12	1663.28181978438	0.389107087078167	0.228780870713335	0.0299596846540839	0.146618766444852
BCL2L13	1603.81743526392	-0.282097270313312	0.221769626000542	0.111014319918949	0.281797282437603
BCL2L15	12.9070055814971	-0.0262959260151152	0.361148979575144	0.738052374729024	NA
BCL2L2	604.144615067065	0.0130941606854907	0.21376919043433	0.940020205076361	0.965273008384008
BCL2L2-PABPN1	2534.11257432217	0.590237162663153	0.275660944175108	0.0013811579061602	0.0344673673651953
BCL3	422.452744799057	-0.197187755042309	0.257655336844169	0.284061271842017	NA
BCL6	528.107875536345	0.208533131384787	0.247685898912063	0.255175048537876	NA
BCL6B	19001.3735229076	-0.334129569516927	0.176839371392277	0.0312000323912694	0.149257297813179
BCL7A	633.048718055919	-0.13730433135514	0.213812403901838	0.430159002488981	0.613866669446408
BCL7B	2797.91410136061	0.259521792154538	0.201508994752624	0.12379805075569	0.300241883541191
BCL7C	8622.04819547533	0.670850932043521	0.258186404418213	0.000286164404400068	0.017083101887245
BCL9	312.400678814139	-0.254383500844462	0.26209914633339	0.167124550808023	NA
BCL9L	1580.60657070207	-0.138643612888755	0.241617435927002	0.446939459743922	0.628200467543206
BCLAF1	2087.92213389564	-0.0721510976260163	0.222794923600607	0.684133501692224	0.80735995771992
BCOR	431.029609846334	-0.154479846533097	0.285804642165424	0.391523821699515	NA
BCORL1	798.397708010447	0.0102802369418836	0.249037909896217	0.955301342493066	0.974452137435
BCR	2574.23001359498	0.258948917810279	0.22425156877287	0.145378824471587	0.328865031339305
BCS1L	1111.05381684404	0.304734565604183	0.244139035028182	0.0954549802294324	0.259827125579028
BDH1	192.308540816974	0.247240694384232	0.266978936062682	0.178866876109412	NA
BDH2	1031.28929905549	0.152994468881351	0.233592717558247	0.396763008449038	0.584405062820801
BDKRB2	11.8223185911384	0.0847644103424087	0.369360404100316	0.134763560906398	NA
BDNF	67.1087950827222	-0.355214002404443	0.35068021019306	0.011279243888401	NA
BDP1	156.603698949738	0.103999868557089	0.321230998468324	0.509126256425911	NA
BEAN1	27.1770779312184	-0.165772756927768	0.358989080564306	0.0957751273964396	NA
BECN1	1803.49667833716	0.0176444513697172	0.204183315745276	0.91727854303012	0.95418976993405
BEGAIN	48.2907490242379	0.048518674593337	0.331342216261285	0.738309452994116	NA
BEND2	3.42185696763439	-0.0703238459593745	0.371884019016027	0.103771665276375	NA
BEND3	208.792536702659	-0.0902335614281344	0.281941608883379	0.618840450571033	NA
BEND4	86.0979380320493	-0.191458193991772	0.3357183762329	0.173940861445467	NA
BEND5	167.341002180991	0.0908165530556229	0.306470571373739	0.593351253201794	NA
BEND6	15.4738390560378	-0.133992914970462	0.366983250040949	0.0813539338387224	NA
BEND7	281.005102817455	0.24706130551806	0.266746403142695	0.179219836990757	NA
BEST1	6.99024698633184	-0.0678854437319172	0.369378466250155	0.187633677562458	NA
BET1	933.457780509485	0.0168656720295218	0.237971101289583	0.925989185641672	0.958315801680742
BET1L	2005.41141921344	-0.139848540431843	0.191231226933177	0.39204431919949	0.580071617304986
BEX1	438.173086201202	0.135573068609375	0.294349546520164	0.443642748727084	NA
BEX2	1115.19727078603	0.0767088985186625	0.234406731314541	0.671262819038594	0.799301960672437
BEX4	2811.91219326605	-0.123654185678243	0.186559898914807	0.441937018932408	0.623548183157947
BEX5	478.298949726168	-0.0483719975839234	0.253221712927086	0.792426542157516	NA
BFAR	3281.64606583841	-0.339794720808363	0.188712906394829	0.0359685219946535	0.159597586834714
BFSP1	570.793688355805	0.369492048412287	0.221698216960753	0.0368366211744195	0.161948829377023
BGN	3427.05697079822	0.281835117403701	0.207723348396425	0.10028293410137	0.265929138409119
BHLHB9	257.931848366225	-0.181645860003473	0.266143907602421	0.323392216773441	NA
BHLHE40	1883.67632386338	-0.22421004802473	0.23184050814052	0.213145993632797	0.408054067494945
BHLHE41	62.8784570979719	-0.0683802493775785	0.333049443836819	0.632286048547153	NA
BHMT2	14.51775803233	-0.0307870465567172	0.35871605369681	0.723723064115872	NA
BICC1	10.3966451984422	-0.0153357358768407	0.366803674035158	0.77724488287722	NA
BICD1	265.547507852803	-0.292030650692406	0.304121365813212	0.0901733312261992	NA
BICD2	1118.68779204302	0.013568957404125	0.21205654527705	0.937600883002986	0.964178545828267
BID	1098.04686007721	0.0615036778194121	0.205239783032515	0.718096234033721	0.829814742546339
BIK	96.3965679561698	0.0870205397332478	0.323750891686745	0.573918266101901	NA
BIN1	11509.2152162248	0.396921097135605	0.225640379356501	0.0260083436432292	0.135416199859365
BIN3	1407.76713869236	0.426761947678137	0.242476251035219	0.0193855931001253	0.11608402566999
BIRC2	1427.15266300102	-0.119757197309511	0.213352414247172	0.490929825990109	0.66577393396256
BIRC3	14.4762619352923	0.0340168292398627	0.363760657774382	0.622249319629892	NA
BIRC5	1432.96683149317	0.0867633395451365	0.256022804287645	0.637230289071432	0.77536281757201
BIRC6	1245.86063542705	-0.275767513981233	0.265780837206458	0.133985637618092	0.313687318905101
BIVM	545.650893082616	-0.202713601431952	0.242472467460613	0.266575429265197	NA
BLCAP	4343.67529373842	-0.0390654997203132	0.165585896568753	0.791643338122794	0.877538152147434
BLM	174.523304028664	-0.0794330472429368	0.29590872741976	0.652117980646026	NA
BLMH	2898.03289424199	-0.235860323258634	0.186427523997923	0.142282383825765	0.325463152636013
BLOC1S1	5937.7479473943	0.776369881157874	0.27191187135243	3.26764616631489e-05	0.0087136197611322
BLOC1S2	2007.60591774005	0.301247255800355	0.197117436587979	0.0703477155931879	0.218401227966807
BLOC1S3	529.770650717664	-0.363711307230383	0.263688674729112	0.0483140166841728	NA
BLVRA	791.704882602783	0.340922347486255	0.242445720495133	0.0617417767924202	0.206114703503634
BLVRB	2992.18572207645	0.515582513431049	0.22734795527563	0.00394049943336428	0.0553074001026685
BLZF1	260.256092767812	-0.0701371569191266	0.287935791167486	0.696022295263522	NA
BMF	1415.21876098187	-0.40199384097194	0.194973742631113	0.0150612473742295	0.101653690288081
BMI1	1051.24838265844	-0.373916417817144	0.286079373744306	0.0385494269604352	0.165488056581297
BMP1	2858.29567343968	0.560112431127521	0.183336194039355	0.000425098706700464	0.0207455697267699
BMP2	380.427276984417	0.0239267340346485	0.261677679272826	0.896581078761858	NA
BMP2K	448.750989237713	-0.180056420450719	0.240789457646489	0.322901165700056	NA
BMP3	24.7730105129435	-0.0644866123108411	0.357147883749348	0.489156034011019	NA
BMP4	396.95909243562	-0.1447893545092	0.263612398870219	0.431469913431527	NA
BMP6	1094.12722579149	-0.191723226046136	0.278813830519005	0.292658673046421	0.488060702019466
BMP7	47.6325454488593	0.00931256184457211	0.331723248272073	0.948660486301203	NA
BMP8A	19.2218530018983	0.0766785240030325	0.362324181378015	0.327398996375135	NA
BMP8B	4.68278114636612	-0.0103388021157468	0.367735953381924	0.833047965805491	NA
BMPER	3786.49176180384	-0.296702815487889	0.216164490562793	0.0899377152165947	0.250712179451169
BMPR1A	282.28727714751	-0.139753838584377	0.294479228942597	0.429572890076981	NA
BMPR1B	24.4894554895943	0.00932166203307325	0.35774193099317	0.91737596976775	NA
BMPR2	2093.11585194722	-0.26778712143057	0.233041674287994	0.137734152757286	0.319504091476048
BMS1	1638.53684350462	0.379174489040543	0.233597969195793	0.0357478055982753	0.159405623815003
BMX	133.849392899021	0.0583701118416876	0.297148745577288	0.73954299484222	NA
BNC1	488.421605814281	-0.286655096309228	0.303790970933837	0.0965517497129535	NA
BNC2	41.3504091734826	-0.124506280471658	0.338988135289069	0.354067940777229	NA
BNIP1	567.609300385078	0.323141063700979	0.256135389489815	0.0791718378896832	0.232095219492539
BNIP2	1426.46656261108	-0.115487846272495	0.210397036089852	0.503514556692259	0.675709024971972
BNIP3	1798.85352550067	-0.031341641963068	0.17899047772587	0.841166605143104	0.907380665567236
BNIP3L	2680.22871454149	-0.0107339106419158	0.178526940966316	0.945183188863564	0.968417294447553
BOC	153.344485809767	0.103580302257243	0.302759477151602	0.548159569595348	NA
BOD1	6784.76933164949	0.178178898325655	0.212071669205113	0.303977849559447	0.49946958044618
BOD1L	193.955034017708	0.170707931915046	0.31650934493072	0.293145713099605	NA
BOK	8291.83006354205	0.119299163318385	0.19182433230978	0.466168597974877	0.645363279158006
BOLA1	431.624048250748	0.207756524060789	0.263712442877253	0.25903599275165	NA
BOLA2	3016.04178402501	0.572610533187628	0.254253399600906	0.0018865632712275	0.039212492820527
BOLA2B	3016.04178402501	0.572610533187628	0.254253399600906	0.0018865632712275	0.039212492820527
BOLA3	964.233370050312	0.172630196343119	0.210063501233241	0.316932504607177	0.513365106807926
BOP1	2597.88048464013	0.35195438185261	0.226396424444698	0.0486858787664192	0.182947723779358
BORA	136.9901362391	0.0200880520235432	0.291169409615614	0.910286674204207	NA
BPGM	714.392080338346	0.122027405994168	0.222014118181939	0.490771093388178	0.66577393396256
BPHL	2182.49921378878	0.160913635025086	0.210888068819072	0.351863885403202	0.545521024946287
BPNT1	1579.06872395488	0.705293778173493	0.240402244624619	0.000108063090648855	0.0125743296609617
BPTF	545.364590378002	0.0721904051827951	0.285265263416234	0.689047792158515	NA
BRAF	70.6159297213081	0.0737959302600748	0.318074881329349	0.645860758834983	NA
BRAP	957.917509339587	0.237553545022714	0.220176380221738	0.178212517206048	0.369242010794974
BRAT1	3364.4414380784	0.274323205382118	0.231102217113694	0.127294598519669	0.304686825671232
BRCA1	73.9588902944325	-0.0698343744642177	0.313635168315727	0.671338321360896	NA
